0, 1, 1.91876e-09
0, 2, 0
0, 3, 0
0, 4, 0.334272
0, 5, 0
0, 6, 0.0174473
0, 7, 0
0, 8, 0
0, 9, 0
0, 10, 0
0, 11, 0
0, 12, 0
0, 13, 0.001234
0, 14, 0
0, 15, 0
0, 16, 0
0, 17, 0.34265
0, 18, 0
0, 19, 0.0150302
0, 20, 0.202621
0, 21, 0
0, 22, 0
0, 23, 0
0, 24, 0
0, 25, 0.0694038
0, 26, 0
0, 27, 0
0, 28, 0
0, 29, 0.000130503
0, 30, 0
0, 31, 0
0, 32, 0
0, 33, 0
0, 34, 0.141385
0, 35, 0
0, 36, 0
0, 37, 0
0, 38, 0
0, 39, 0
0, 40, 0
0, 41, 0
0, 42, 0
0, 43, 0
0, 44, 0
0, 45, 0
0, 46, 0
0, 47, 0
0, 48, 0.014905
0, 49, 0
0, 50, 0
0, 51, 0
0, 52, 1.72662e-05
0, 53, 0
0, 54, 0
0, 55, 0
0, 56, 0
0, 57, 0
0, 58, 4.5453e-07
0, 59, 0.000811197
0, 60, 0
0, 61, 0
0, 62, 0
0, 63, 1.92437e-08
0, 64, 0.264973
0, 65, 0
0, 66, 0
0, 67, 0
0, 68, 0
0, 69, 0
0, 70, 0
0, 71, 0
0, 72, 0
0, 73, 0.0351744
0, 74, 0
0, 75, 0
0, 76, 0
0, 77, 0
0, 78, 7.87998e-25
0, 79, 0
1, 2, 0
1, 3, 0
1, 4, 0.191857
1, 5, 0
1, 6, 0
1, 7, 1.11183e-19
1, 8, 0.0410413
1, 9, 0
1, 10, 0
1, 11, 5.15699e-11
1, 12, 0
1, 13, 0
1, 14, 0
1, 15, 0.00357852
1, 16, 0
1, 17, 2.50911e-10
1, 18, 0
1, 19, 0
1, 20, 9.2634e-14
1, 21, 1.55683e-39
1, 22, 0
1, 23, 0.257014
1, 24, 0
1, 25, 0
1, 26, 0
1, 27, 6.72672e-29
1, 28, 0.0134239
1, 29, 0.00326084
1, 30, 0
1, 31, 0
1, 32, 0.151833
1, 33, 0
1, 34, 0.00433522
1, 35, 1.36623e-06
1, 36, 3.36302e-07
1, 37, 0
1, 38, 0
1, 39, 0
1, 40, 0
