runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name,number of agents
0.001436,1,4,543,2195,303,303,303,303,0,1,0,0,0,0,0,0,0,0,1e-06,1e-05,4.3e-05,1e-06,0,0.000353,1e-06,2.5e-05,0.000405,0.000412,0.0053,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-21.scen:,5
0.000754,4,8,128,494,71,71,71,71,3,1,0,0,2,0,0,6,0,0.00035,5e-06,1.6e-05,5e-06,0,0,6.8e-05,4e-06,9e-06,0.0001,0.000122,0.000222,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-8-8-even-14.scen:,15
0.000415,3,6,159,677,182,182,182,182,3,0,0,0,2,0,0,0,0,0,2e-06,1.5e-05,1.3e-05,1e-06,0,8.8e-05,2e-06,7e-06,0.000113,0.000125,0.000705,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-17.scen:,15
0.000363,2,3,250,1114,182,182,182,182,1,0,0,0,1,0,0,0,0,0,3e-06,9e-06,7e-06,1e-06,0,6.3e-05,1e-06,8e-06,5.8e-05,6.1e-05,0.000478,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-17.scen:,15
0.000894,1,3,316,1430,229,229,229,229,0,0,0,0,1,0,0,0,0,9e-06,2e-06,9e-06,0,1e-06,0,0.000219,1e-06,1.5e-05,0.000139,0.000145,0.002152,CG+GR+GC+T+BP with AStar,scens/empty-32-32-even-5.scen:,10
0.00134,1,4,543,2195,303,303,303,303,0,1,0,0,0,0,0,0,0,1e-06,1e-06,9e-06,4.3e-05,1e-06,0,0.000332,1e-06,2.3e-05,0.000376,0.000381,0.005094,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-21.scen:,5
5.7e-05,0,1,28,113,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,7e-05,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-20.scen:,5
0.001272,1,3,996,3285,303,303,303,303,0,1,0,0,0,0,0,0,0,0,1e-06,5e-06,0,0,0,0.000262,0,3e-05,0.000528,0.00054,0.002481,CG+GR+DC+T+BP with AStar,scens/den312d-even-21.scen:,5
0.000546,2,3,250,1114,182,182,182,182,1,0,0,0,1,0,0,0,0,1e-06,4e-06,1.4e-05,9e-06,1e-06,0,0.000102,1e-06,1.1e-05,7.8e-05,8.6e-05,0.000789,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-17.scen:,15
0.015855,7,12,6391,18520,1322,1322,1318,1320,2,0,0,3,2,0,0,0,0,9.2e-05,1.4e-05,0.000148,0,0.000577,0,0.001167,1.2e-05,0.000606,0.008167,0.00842,0.016212,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,20
0.001105,6,11,239,881,71,71,69,70,2,3,1,0,1,0,0,11,0,0.000548,1.9e-05,2.2e-05,1.2e-05,4e-06,0,9e-05,5e-06,1.8e-05,0.000194,0.00023,0.00016,WDG+GR+GC+T+BP with AStar,scens/empty-8-8-even-14.scen:,15
0.023319,4,8,3761,12917,1127,1127,1127,1127,2,1,0,2,0,0,0,0,0,0,0,0.000142,0,0,0,0,7e-06,0.000354,0.003748,0.003867,0.019457,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,20
3.5e-05,0,1,28,113,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,4.6e-05,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-20.scen:,5
0.001047,1,4,379,1720,262,262,262,262,0,0,0,0,1,0,0,0,0,0,0,1.5e-05,0,0,0,0,1e-06,2.3e-05,0.000197,0.000204,0.004172,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-19.scen:,10
0.00026,0,2,134,484,175,175,175,175,0,0,0,0,0,0,0,0,0,0,0,3e-06,0,0,0,0,0,0,0,0,0.004365,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-9.scen:,5
5.3e-05,0,1,28,113,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,7.4e-05,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-20.scen:,5
0.00059,2,3,250,1114,182,182,182,182,1,0,0,0,1,0,0,0,0,2e-06,5e-06,2.1e-05,9e-06,2e-06,0,0.00011,2e-06,7e-06,8.1e-05,9.6e-05,0.000891,CG+GR+DC+T+BP with AStar,scens/empty-16-16-even-17.scen:,15
0.001593,2,6,448,1948,262,262,262,262,0,1,0,0,1,0,0,0,0,0,1e-06,1.6e-05,0,0,0,0.000451,2e-06,4.5e-05,0.000353,0.000365,0.003727,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-19.scen:,10
0.000369,0,1,180,717,175,175,175,175,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.002718,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-9.scen:,5
0.000639,2,4,258,1092,156,156,156,156,2,0,1,0,0,0,0,0,0,0,0,2.1e-05,0,0,0,0,3e-06,6e-06,0.000145,0.000157,0.001657,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-8.scen:,15
5.1e-05,0,1,28,113,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,7.3e-05,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-20.scen:,5
0.000178,0,2,125,510,262,262,262,262,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0.002026,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-19.scen:,10
0.01481,6,10,5868,17432,1322,1322,1318,1320,2,0,0,3,1,0,0,0,0,8.8e-05,1.5e-05,0.000145,4.9e-05,0.000581,0,0.001041,1.1e-05,0.000468,0.007446,0.007659,0.016138,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,20
0.000395,2,4,217,914,156,156,156,156,2,0,1,0,0,0,0,0,0,0,0,1.3e-05,0,0,0,0,2e-06,4e-06,8.9e-05,9.5e-05,0.001053,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-8.scen:,15
3.7e-05,0,1,28,113,23,23,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5e-05,WDG+GR+DC+T+BP with AStar,scens/empty-8-8-even-20.scen:,5
0.000222,0,1,180,717,175,175,175,175,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.001611,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-9.scen:,5
0.000739,4,6,213,893,156,156,156,156,2,0,1,0,1,0,0,0,0,1e-06,5e-06,2.1e-05,5e-06,1e-06,0,0.000162,6e-06,1e-05,0.000194,0.00021,0.001389,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-8.scen:,15
3.7e-05,0,2,27,109,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.000107,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-2.scen:,5
0.026672,4,6,3709,12748,1127,1127,1125,1127,6,0,0,2,0,0,0,9,0,0.010964,1e-05,0.000134,0.000146,0.000504,0,0.001414,4e-06,0.000389,0.003882,0.004021,0.01788,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,20
0.017804,2,6,1942,7314,976,976,976,976,0,1,0,1,0,0,0,0,0,0,0,7.2e-05,0,0,0,0,2e-06,0.00018,0.001338,0.001364,0.015245,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-15.scen:,15
0.001184,1,3,379,1720,262,262,262,262,0,0,0,0,1,0,0,0,0,0,2e-06,1e-05,0,0,0,0.000342,0,2.8e-05,0.000228,0.000235,0.002149,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-19.scen:,10
0.000682,3,6,171,695,156,156,155,156,2,0,1,0,1,0,0,0,0,1e-06,4e-06,1.8e-05,2.6e-05,1e-06,0,0.000228,4e-06,9e-06,0.000245,0.000261,0.000971,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-8.scen:,15
3.4e-05,0,2,10,39,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,9.6e-05,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-2.scen:,5
0.000349,0,1,180,717,175,175,175,175,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.002649,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-9.scen:,5
3.2e-05,0,2,10,39,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.000109,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-2.scen:,5
0.000679,3,6,171,695,156,156,155,156,2,0,1,0,1,0,0,0,0,2e-06,4e-06,1.7e-05,2.6e-05,2e-06,0,0.000224,4e-06,1e-05,0.000241,0.000255,0.000975,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-8.scen:,15
0.011762,6,12,5744,17169,1322,1322,1318,1320,2,0,0,3,2,0,0,0,0,8.6e-05,1.4e-05,0.000141,4.9e-05,0.000593,0,0.001088,1e-05,0.000498,0.007061,0.007252,0.013325,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,20
0.000684,1,3,379,1720,262,262,262,262,0,0,0,0,1,0,0,0,0,1e-06,1e-06,6e-06,0,0,0,0.000199,0,2.3e-05,0.000146,0.000151,0.001755,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-19.scen:,10
0.001186,1,3,379,1720,262,262,262,262,0,0,0,0,1,0,0,0,0,1e-06,2e-06,1.1e-05,0,1e-06,0,0.000342,1e-06,2.8e-05,0.00023,0.000238,0.002245,CG+GR+GC+T+BP with AStar,scens/empty-32-32-even-19.scen:,10
0.000674,2,3,258,1092,156,156,155,156,2,0,1,0,0,0,0,0,0,1e-06,5e-06,1.5e-05,3.5e-05,2e-06,0,0.000134,4e-06,7e-06,0.000157,0.000167,0.00089,CG+GR+DC+T+BP with AStar,scens/empty-16-16-even-8.scen:,15
5.6e-05,0,1,27,109,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,8.3e-05,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-2.scen:,5
0.000357,0,1,180,717,175,175,175,175,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.00256,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-9.scen:,5
0.037121,5,10,2564,9038,976,976,973,976,1,2,0,2,0,0,0,7,0,0.014918,1.1e-05,0.0001,4.5e-05,0.000944,0,0.001748,6e-06,0.000371,0.002914,0.002984,0.013235,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-15.scen:,15
5.7e-05,0,1,27,109,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,7.5e-05,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-2.scen:,5
0.028136,4,6,3707,12742,1127,1127,1125,1127,6,0,0,2,0,0,0,9,0,0.012705,8e-06,0.000134,0.000138,0.000523,0,0.001434,1e-05,0.00037,0.003719,0.003854,0.017472,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,20
0.000369,0,2,251,1096,224,224,224,224,0,0,0,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0.003645,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-13.scen:,10
0.016422,7,13,7596,22820,1322,1322,1310,1315,1,1,0,3,2,0,0,0,0,0.000132,3.2e-05,0.000169,0,0.00149,0,0.002246,1.2e-05,0.000643,0.008853,0.00909,0.010273,CG+GR+DC+T+BP with AStar,scens/den312d-even-4.scen:,20
0.000246,1,4,205,884,148,148,148,148,0,0,0,0,1,0,0,0,0,0,0,1.3e-05,0,0,0,0,1e-06,2e-06,3.4e-05,3.6e-05,0.000956,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-7.scen:,15
0.0003,0,1,180,717,175,175,175,175,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.001791,CG+GR+DC+T+BP with AStar,scens/den312d-even-9.scen:,5
0.000327,1,4,135,559,224,224,224,224,0,1,0,0,0,0,0,0,0,1e-06,1e-06,1e-05,1.2e-05,1e-06,0,3.3e-05,0,8e-06,8e-05,8.5e-05,0.002138,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-13.scen:,10
5.3e-05,0,1,27,109,21,21,21,21,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,7.5e-05,WDG+GR+DC+T+BP with AStar,scens/empty-8-8-even-2.scen:,5
5.7e-05,0,2,38,134,224,224,224,224,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,0,0,0,0,0,0,0.001643,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-13.scen:,10
0.00053,3,6,258,1049,148,148,148,148,1,0,0,0,2,0,0,0,0,1e-06,5e-06,2.2e-05,0,1e-06,0,1.8e-05,3e-06,7e-06,0.000148,0.000163,0.00152,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-7.scen:,15
0.000236,1,4,68,266,36,36,36,36,0,1,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,1e-06,2e-06,2.9e-05,3.4e-05,0.000138,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-21.scen:,5
8.4e-05,0,2,38,134,224,224,224,224,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,0,0,0,0,0,0,0.002696,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-13.scen:,10
0.000911,1,4,387,1559,299,299,299,299,0,0,0,0,1,0,0,0,0,0,0,7e-06,0,0,0,0,2e-06,4.4e-05,0.000362,0.000368,0.004216,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-3.scen:,5
0.022487,4,6,3609,12279,1127,1127,1125,1127,6,0,0,2,0,0,0,10,0,0.011624,1.3e-05,0.000113,0.000111,0.000301,0,0.001421,1.1e-05,0.000401,0.003713,0.003856,0.010547,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,20
5.3e-05,0,2,27,108,36,36,36,36,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.000116,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-21.scen:,5
0.000634,3,6,225,945,148,148,148,148,3,0,0,0,2,0,0,0,0,1e-06,5e-06,2.2e-05,9e-06,1e-06,0,0.000121,5e-06,1.4e-05,0.000175,0.000191,0.001435,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-7.scen:,15
0.029736,5,10,2564,9038,976,976,973,976,1,2,0,2,0,0,0,7,0,0.011233,9e-06,7.4e-05,3.3e-05,0.000553,0,0.00118,5e-06,0.000338,0.002571,0.002631,0.012077,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-15.scen:,15
0.000608,1,4,284,1106,299,299,299,299,0,0,0,0,1,0,0,0,0,0,0,5e-06,0,0,0,0,1e-06,3.7e-05,0.00033,0.000335,0.003622,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-3.scen:,5
0.010616,6,12,3616,13057,1186,1186,1186,1186,3,1,0,2,2,0,0,0,0,0,0,0.000195,0,0,0,0,1e-05,0.000395,0.003989,0.004121,0.020722,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,20
0.000718,4,6,272,1102,148,148,148,148,4,0,0,0,2,0,0,0,0,1e-06,4e-06,2.1e-05,4e-06,1e-06,0,0.000134,5e-06,1.2e-05,0.000279,0.000299,0.001239,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-7.scen:,15
0.000844,1,3,485,2027,299,299,299,299,0,0,0,0,1,0,0,0,0,0,1e-06,4e-06,0,0,0,0.000114,0,4.5e-05,0.000362,0.00037,0.001829,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-3.scen:,5
0.000773,1,3,485,2027,299,299,299,299,0,0,0,0,1,0,0,0,0,0,1e-06,4e-06,0,0,0,8.5e-05,0,3.6e-05,0.000308,0.000314,0.001828,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-3.scen:,5
0.000204,1,4,40,153,36,36,36,36,0,1,0,0,0,0,0,1,0,8.2e-05,1e-06,3e-06,7e-06,0,0,2.5e-05,1e-06,2e-06,3.2e-05,3.6e-05,8.2e-05,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-21.scen:,5
0.000924,1,3,485,2027,299,299,299,299,0,0,0,0,1,0,0,0,0,0,0,5e-06,0,0,0,0.000124,2e-06,3.8e-05,0.000347,0.000354,0.00203,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-3.scen:,5
8e-05,0,2,38,134,224,224,224,224,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0.002687,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-13.scen:,10
0.000548,3,6,180,753,148,148,148,148,2,0,0,0,2,0,0,0,0,0,5e-06,2.1e-05,0,1e-06,0,0.000151,4e-06,9e-06,0.000177,0.000191,0.001287,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-7.scen:,15
0.001194,1,3,485,2027,299,299,299,299,0,0,0,0,1,0,0,0,0,0,1e-06,8e-06,0,1e-06,0,0.000162,1e-06,5e-05,0.000408,0.000415,0.00271,CG+GR+DC+T+BP with AStar,scens/den312d-even-3.scen:,5
0.0004,1,3,205,884,148,148,148,148,0,0,0,0,1,0,0,0,0,1e-06,3e-06,1.2e-05,0,0,0,1.4e-05,1e-06,3e-06,5.7e-05,6.3e-05,0.000881,CG+GR+DC+T+BP with AStar,scens/empty-16-16-even-7.scen:,15
0.018819,4,6,2640,9507,1129,1129,1127,1129,3,0,0,2,0,0,0,7,0,0.006551,1.2e-05,0.000106,4.6e-05,0.000277,0,0.001139,7e-06,0.000274,0.003098,0.003208,0.014119,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,20
0.000228,1,3,68,266,36,36,36,36,0,1,0,0,0,0,0,1,0,8e-05,1e-06,2e-06,3e-06,1e-06,0,2.1e-05,1e-06,1e-06,3e-05,3.4e-05,7.2e-05,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-21.scen:,5
0.000476,0,1,239,1088,224,224,224,224,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,0,0,0,0,0,0,0.002137,CG+GR+GC+T+BP with AStar,scens/empty-32-32-even-13.scen:,10
0.009682,8,14,3503,12473,1186,1186,1186,1186,2,2,0,2,2,0,0,0,0,4e-06,6e-06,0.000151,6.5e-05,1e-06,0,0.000593,1.2e-05,0.000368,0.003692,0.003794,0.01867,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,20
0.000218,1,3,68,266,36,36,36,36,0,1,0,0,0,0,0,1,0,7.5e-05,2e-06,2e-06,4e-06,0,0,2e-05,0,2e-06,2.8e-05,3.2e-05,5.7e-05,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-21.scen:,5
0.036513,5,10,2564,9038,976,976,973,976,1,2,0,2,0,0,0,7,0,0.015018,1.2e-05,8.4e-05,4.2e-05,0.000883,0,0.00164,5e-06,0.000381,0.002937,0.002997,0.012544,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-15.scen:,15
0.001638,1,4,383,1550,286,286,286,286,0,0,0,0,1,0,0,0,0,1e-06,1e-06,1.1e-05,0.000624,5e-06,0,0.000298,1e-06,4.1e-05,0.000168,0.000174,0.005004,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-5.scen:,5
0.00068,2,4,360,1480,198,198,198,198,1,0,0,0,1,0,0,0,0,0,0,2.3e-05,0,0,0,0,2e-06,8e-06,0.000163,0.000176,0.001015,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-4.scen:,15
0.000463,0,2,221,973,222,222,222,222,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0.00423,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-12.scen:,10
0.000392,1,4,180,784,222,222,222,222,0,1,0,0,0,0,0,0,0,0,1e-06,7e-06,9e-06,1e-06,0,0.000149,2e-06,7e-06,7.3e-05,7.7e-05,0.002204,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-12.scen:,10
0.000163,1,3,68,266,36,36,36,36,0,1,0,0,0,0,0,1,0,5.8e-05,1e-06,2e-06,3e-06,0,0,1.8e-05,0,3e-06,1.9e-05,2.1e-05,4.8e-05,WDG+GR+DC+T+BP with AStar,scens/empty-8-8-even-21.scen:,5
0.000649,2,4,327,1324,198,198,198,198,1,0,0,0,1,0,0,0,0,0,0,1.8e-05,0,0,0,0,2e-06,5e-06,0.000167,0.000178,0.000936,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-4.scen:,15
5.3e-05,0,2,38,139,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,8.8e-05,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-17.scen:,5
0.02086,3,5,2947,10728,1127,1127,1125,1127,2,0,0,2,0,0,0,6,0,0.012687,2.2e-05,8.9e-05,3.3e-05,0.001065,0,0.001465,4e-06,0.000243,0.002568,0.002664,0.010733,WDG+GR+GC+T+BP with AStar,scens/den312d-even-17.scen:,20
0.00098,4,6,332,1436,198,198,198,198,3,0,0,0,2,0,0,0,0,1e-06,5e-06,2.7e-05,1.7e-05,2e-06,0,0.000174,4e-06,1.1e-05,0.000275,0.000295,0.001415,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-4.scen:,15
0.013369,9,18,4466,15406,1186,1186,1184,1185,3,2,0,3,3,0,0,0,0,6e-06,6e-06,0.000191,8.7e-05,2e-06,0,0.000668,1.4e-05,0.000515,0.005752,0.005914,0.015482,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,20
6.2e-05,0,2,33,123,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.000121,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-17.scen:,5
0.000279,0,1,232,1024,222,222,222,222,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.00167,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-12.scen:,10
0.001154,2,4,287,1187,198,198,198,198,6,0,0,0,1,0,0,0,0,2e-06,5e-06,2.7e-05,4.8e-05,0,0,0.000525,4e-06,1.4e-05,0.000347,0.000377,0.001118,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-4.scen:,15
0.000247,1,4,60,238,30,30,30,30,0,1,0,0,0,0,0,1,0,9.1e-05,1e-06,4e-06,5e-06,0,0,3.4e-05,2e-06,2e-06,3.2e-05,3.4e-05,0.00013,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-17.scen:,5
0.000727,1,4,274,1046,286,286,286,286,0,0,0,0,1,0,0,0,0,0,0,7e-06,0,0,0,0,1e-06,5.1e-05,0.000199,0.000204,0.004043,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-5.scen:,5
0.000727,1,4,261,973,286,286,286,286,0,0,0,0,1,0,0,0,0,0,1e-06,8e-06,0,1e-06,0,0.000195,2e-06,5.5e-05,0.000223,0.000228,0.003679,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-5.scen:,5
0.000475,0,1,232,1024,222,222,222,222,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,0,0,0,0,0,0,0.002183,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-12.scen:,10
0.001208,4,8,354,1350,198,198,198,198,2,1,0,0,2,0,0,0,0,0,8e-06,2.4e-05,5.3e-05,1e-06,0,0.000397,6e-06,1.4e-05,0.000486,0.000508,0.000993,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-4.scen:,15
0.000249,1,4,60,238,30,30,30,30,0,1,0,0,0,0,0,1,0,9.2e-05,2e-06,3e-06,4e-06,0,0,3.4e-05,1e-06,2e-06,3.3e-05,3.7e-05,0.000125,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-17.scen:,5
0.031264,5,10,2564,9038,976,976,973,976,1,2,0,2,0,0,0,7,0,0.012652,5e-06,6.6e-05,5.7e-05,0.000727,0,0.001404,4e-06,0.000272,0.002047,0.002088,0.011531,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-15.scen:,15
0.024316,5,12,6890,17618,1173,1173,1173,1173,0,0,0,2,3,0,0,0,0,0,0,0.000143,0,0,0,0,8e-06,0.000612,0.006685,0.006762,0.015821,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,20
0.013263,9,18,4466,15406,1186,1186,1184,1185,3,2,0,3,3,0,0,0,0,8e-06,7e-06,0.000186,7.8e-05,2e-06,0,0.000703,1.6e-05,0.000507,0.005611,0.005772,0.017144,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,20
0.000759,1,4,261,973,286,286,286,286,0,0,0,0,1,0,0,0,0,1e-06,1e-06,7e-06,0,1e-06,0,0.000208,2e-06,5.9e-05,0.000238,0.000243,0.003885,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-5.scen:,5
0.000222,1,4,41,154,30,30,30,30,0,1,0,0,0,0,0,1,0,9.6e-05,1e-06,3e-06,5e-06,0,0,3.7e-05,1e-06,1e-06,3.4e-05,3.8e-05,0.000102,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-17.scen:,5
0.000788,2,3,360,1480,198,198,198,198,1,0,0,0,1,0,0,0,0,0,5e-06,1.6e-05,1.2e-05,2e-06,0,0.00013,3e-06,7e-06,0.000166,0.000176,0.001002,CG+GR+DC+T+BP with AStar,scens/empty-16-16-even-4.scen:,15
0.000473,0,1,232,1024,222,222,222,222,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0.002257,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-12.scen:,10
7.7e-05,0,1,38,139,30,30,30,30,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,7.8e-05,WDG+GR+DC+T+BP with AStar,scens/empty-8-8-even-17.scen:,5
0.000737,1,4,261,973,286,286,286,286,0,0,0,0,1,0,0,0,0,1e-06,1e-06,6e-06,0,0,0,0.000196,2e-06,5.7e-05,0.00023,0.000235,0.00371,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-5.scen:,5
