runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name,number of agents
0.029191,79,156,3479,10314,96,96,90,90,29,29,0,0,49,0,0,186,2,0.017674,0.000462,0.000369,0.000291,0.000348,0,0.002808,0.00017,0.000261,0.005107,0.005871,0.000285,WDG+GR+GC+T+BP with AStar,scens/empty-8-8-even-1.scen:,20
0.002065,3,6,229,995,188,188,188,188,3,0,0,0,2,0,0,7,0,0.001094,6e-06,2.1e-05,3.4e-05,4e-06,0,0.000328,4e-06,1e-05,0.000195,0.000218,0.001205,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-16-16-even-3.scen:,15
0.005363,4,6,575,2536,631,631,629,631,7,0,0,0,2,0,0,7,0,0.001972,1.4e-05,8.7e-05,5.7e-05,5e-06,0,0.00096,6e-06,9.6e-05,0.000536,0.000588,0.009492,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-12.scen:,30
0.010423,3,6,1483,6627,863,863,863,863,7,0,1,0,1,0,0,0,0,0,0,0.000209,0,0,0,0,8e-06,0.000144,0.000815,0.000893,0.015451,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-9.scen:,35
0.000426,0,1,232,847,226,226,226,226,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.002542,WDG+GR+GC+T+BP with AStar,scens/den312d-even-15.scen:,5
0.000115,0,2,61,259,56,56,56,56,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.000539,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-4.scen:,5
0.001263,12,23,588,1904,84,84,80,81,3,3,1,0,7,0,0,0,0,7e-06,3e-05,4.2e-05,2.5e-05,4e-06,0,0.00019,2e-05,2.9e-05,0.000677,0.000736,0.000199,CG+GR+GC+T+BP with AStar,scens/empty-8-8-even-3.scen:,15
4.9e-05,0,2,25,85,56,56,56,56,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.000383,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-4.scen:,5
0.000409,3,6,149,578,66,66,66,66,2,0,1,0,1,0,0,0,0,0,0,1.7e-05,0,0,0,0,3e-06,5e-06,9.8e-05,0.000112,0.00039,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-8-8-even-23.scen:,15
0.002805,3,6,246,1035,188,188,188,188,4,0,0,0,2,0,0,12,0,0.0017,4e-06,2.6e-05,2.5e-05,7e-06,0,0.000363,7e-06,1.3e-05,0.000234,0.000265,0.001027,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-16-16-even-3.scen:,15
0.000464,1,3,131,469,57,57,57,57,0,0,0,0,1,0,0,3,0,0.000167,3e-06,6e-06,0,0,0,3.6e-05,0,2e-06,9.8e-05,0.000106,0.000146,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-25.scen:,10
0.000105,0,1,61,259,56,56,56,56,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0.00027,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-4.scen:,5
0.004465,2,4,693,2544,293,293,293,293,1,0,0,1,0,0,0,0,0,0,0,9e-06,0,0,0,0,3e-06,0.00011,0.000711,0.00072,0.004679,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-22.scen:,5
9.8e-05,0,1,61,259,56,56,56,56,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0.000258,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-4.scen:,5
0.00458,3,6,377,1588,631,631,629,631,7,0,0,0,2,0,0,9,0,0.002339,1.4e-05,8.3e-05,5.2e-05,4e-06,0,0.001197,3e-06,9.8e-05,0.000558,0.000612,0.007491,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-12.scen:,30
0.001021,2,3,306,1327,188,188,188,188,2,0,0,0,1,0,0,3,0,0.000354,6e-06,1.4e-05,0,0,0,0.000144,1e-06,5e-06,0.000149,0.000164,0.00075,WDG+GR+GC+T+BP with AStar,scens/empty-16-16-even-3.scen:,15
0.000416,1,3,131,469,57,57,57,57,0,0,0,0,1,0,0,3,0,0.000162,2e-06,6e-06,0,0,0,3.5e-05,1e-06,3e-06,7.7e-05,8.5e-05,0.000141,WDG+GR+DC+T+BP with AStar,scens/empty-8-8-even-25.scen:,10
0.000114,0,1,61,259,56,56,56,56,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0.0003,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-4.scen:,5
0.000508,4,8,184,648,66,66,66,66,3,1,1,0,1,0,0,0,0,1e-06,3e-06,2.3e-05,0,0,0,1.1e-05,7e-06,9e-06,0.000187,0.000208,0.000374,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-8-8-even-23.scen:,15
0.000727,6,10,272,1035,66,66,66,66,7,1,1,0,2,0,0,0,0,0,6e-06,2.5e-05,5e-06,2e-06,0,0.000113,1.1e-05,1.5e-05,0.000325,0.000361,0.000291,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-8-8-even-23.scen:,15
0.008973,3,8,1371,6048,863,863,863,863,3,0,1,0,2,0,0,1,0,0.0007,8e-06,0.000168,0,0,0,0.000487,7e-06,0.000118,0.000785,0.00085,0.014273,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-9.scen:,35
0.000101,0,2,52,207,42,42,42,42,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,0,0,0,0,0,0,0.000256,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-6.scen:,10
0.000299,0,2,158,714,143,143,143,143,0,0,0,0,0,0,0,0,0,0,0,1.6e-05,0,0,0,0,0,0,0,0,0.001643,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-16-16-even-23.scen:,15
0.000114,0,1,61,259,56,56,56,56,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.000297,CG+GR+DC+T+BP with AStar,scens/empty-16-16-even-4.scen:,5
8.4e-05,0,2,42,176,42,42,42,42,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.000227,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-6.scen:,10
0.00361,3,6,377,1588,631,631,629,631,7,0,0,0,2,0,0,9,0,0.001883,1.1e-05,6.4e-05,3.7e-05,3e-06,0,0.00079,5e-06,9e-05,0.000504,0.000555,0.006489,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-12.scen:,30
0.000537,5,8,175,642,66,66,65,66,4,0,2,0,1,0,0,0,0,1e-06,4e-06,2e-05,7e-06,0,0,3.5e-05,1e-05,1.3e-05,0.000226,0.000247,0.000313,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-8-8-even-23.scen:,15
8.2e-05,0,2,41,174,41,41,41,41,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.000512,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-12.scen:,5
0.003171,2,3,713,2630,293,293,291,293,1,0,0,1,0,0,0,2,0,0.00147,2e-06,8e-06,0,0.000113,0,0.000306,3e-06,0.000116,0.000708,0.000718,0.002611,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-22.scen:,5
0.0009,7,12,321,1199,66,66,65,66,13,1,2,0,2,0,0,0,0,2e-06,1.5e-05,4.1e-05,2.2e-05,6e-06,0,0.00013,1.5e-05,2.8e-05,0.000454,0.000513,0.000273,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-8-8-even-23.scen:,15
0.000201,1,4,53,218,42,42,42,42,0,1,0,0,0,0,0,1,0,6.1e-05,2e-06,7e-06,2e-06,0,0,1.3e-05,1e-06,2e-06,1.6e-05,2e-05,0.000243,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-6.scen:,10
0.000325,1,4,155,682,143,143,143,143,0,0,0,0,1,0,0,0,0,0,0,1.2e-05,0,0,0,0,0,2e-06,2.4e-05,2.8e-05,0.001525,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-16-16-even-23.scen:,15
0.000349,2,4,31,129,42,42,42,42,1,1,0,0,0,0,0,4,0,0.000206,4e-06,6e-06,3e-06,0,0,4.3e-05,2e-06,3e-06,3.2e-05,3.8e-05,0.000159,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-6.scen:,10
0.001271,2,4,156,686,143,143,143,143,3,0,0,0,1,0,0,6,0,0.000741,6e-06,1.7e-05,2.3e-05,1e-06,0,0.000206,3e-06,6e-06,0.000106,0.000122,0.001175,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-16-16-even-23.scen:,15
0.000355,3,5,149,578,66,66,65,66,2,0,1,0,1,0,0,0,0,1e-06,7e-06,1.3e-05,1e-05,4e-06,0,6e-05,3e-06,9e-06,9.5e-05,0.000108,0.000171,CG+GR+GC+T+BP with AStar,scens/empty-8-8-even-23.scen:,15
0.0001,0,1,52,207,42,42,42,42,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.000134,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-6.scen:,10
0.002869,2,3,778,3572,631,631,629,631,2,0,0,0,1,0,0,3,0,0.00071,1.3e-05,6e-05,1.3e-05,0,0,0.000359,2e-06,3.3e-05,0.000203,0.000227,0.006817,WDG+GR+GC+T+BP with AStar,scens/empty-32-32-even-12.scen:,30
5.5e-05,0,1,46,195,41,41,41,41,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0.000168,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-12.scen:,5
0.000269,1,4,49,207,143,143,143,143,0,0,0,0,1,0,0,1,0,8.9e-05,3e-06,1.1e-05,0,0,0,6.3e-05,1e-06,3e-06,3.8e-05,4.5e-05,0.000924,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-16-16-even-23.scen:,15
9.4e-05,0,1,52,207,42,42,42,42,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.000131,WDG+GR+DC+T+BP with AStar,scens/empty-8-8-even-6.scen:,10
0.003209,2,3,713,2630,293,293,291,293,1,0,0,1,0,0,0,2,0,0.001546,3e-06,7e-06,0,0.000108,0,0.000298,3e-06,9.1e-05,0.000633,0.000644,0.002571,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-22.scen:,5
0.019581,6,10,1557,6595,863,863,862,862,15,0,2,0,2,0,0,23,0,0.00876,3.4e-05,0.000206,0.000245,4e-06,0,0.004087,2.1e-05,0.00034,0.00229,0.002486,0.007995,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-9.scen:,35
0.001021,9,19,374,1251,65,65,65,65,2,4,0,0,5,0,0,0,0,0,0,3.5e-05,0,0,0,0,1.2e-05,2.1e-05,0.000479,0.000526,0.000411,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-8-8-even-15.scen:,15
0.000284,0,1,158,714,143,143,143,143,0,0,0,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0.000853,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-16-16-even-23.scen:,15
0.003315,2,3,713,2630,293,293,291,293,1,0,0,1,0,0,0,2,0,0.001572,3e-06,8e-06,0,0.000122,0,0.000322,2e-06,0.000115,0.000708,0.00072,0.002649,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-22.scen:,5
0.000845,8,18,310,1120,65,65,65,65,3,3,0,0,5,0,0,0,0,0,0,3.1e-05,0,0,0,0,8e-06,1.8e-05,0.000386,0.000429,0.000357,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-8-8-even-15.scen:,15
8.7e-05,0,1,46,195,41,41,41,41,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0.000321,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-12.scen:,5
0.006369,4,8,1683,6250,673,673,673,673,1,1,2,0,0,0,0,0,0,0,0,0.000131,0,0,0,0,9e-06,0.000109,0.001394,0.001439,0.014002,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-15.scen:,30
0.003323,2,3,713,2630,293,293,291,293,1,0,0,1,0,0,0,2,0,0.001539,2e-06,9e-06,0,0.000117,0,0.000322,2e-06,0.000121,0.00075,0.00076,0.002683,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-22.scen:,5
0.001311,12,24,467,1570,65,65,62,63,8,5,0,0,6,0,0,0,0,5e-06,2.8e-05,4.6e-05,1.7e-05,6e-06,0,0.000197,2e-05,2.7e-05,0.000679,0.00075,0.000302,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-8-8-even-15.scen:,15
0.000291,0,1,158,714,143,143,143,143,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0.000865,WDG+GR+GC+T+BP with AStar,scens/empty-16-16-even-23.scen:,15
0.000722,3,6,119,429,44,44,44,44,1,0,1,0,1,0,0,0,0,0,0,1.2e-05,0,0,0,0,1e-06,4e-06,9e-05,0.000102,0.000269,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-16.scen:,10
0.014059,5,8,1067,4667,863,863,862,862,12,0,2,0,1,0,0,23,0,0.007674,2.6e-05,0.000167,0.000188,1.1e-05,0,0.003035,9e-06,0.00023,0.001389,0.001524,0.010005,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-9.scen:,35
8.6e-05,0,1,46,195,41,41,41,41,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0.000279,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-12.scen:,5
0.003185,2,3,713,2630,293,293,291,293,1,0,0,1,0,0,0,2,0,0.001469,3e-06,8e-06,0,0.000112,0,0.000307,2e-06,0.000113,0.000719,0.00073,0.002649,WDG+GR+GC+T+BP with AStar,scens/den312d-even-22.scen:,5
0.005513,6,10,1556,6089,673,673,673,673,2,2,2,0,0,0,0,3,0,0.000365,1.4e-05,0.000106,1.2e-05,1e-06,0,0.000117,7e-06,0.0001,0.000874,0.000923,0.009916,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-15.scen:,30
6.6e-05,0,1,46,195,41,41,41,41,0,0,0,0,0,0,0,0,0,0,0,1e-06,0,0,0,0,0,0,0,0,0.000201,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-12.scen:,5
5.6e-05,0,1,46,195,41,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000177,CG+GR+DC+T+BP with AStar,scens/empty-16-16-even-12.scen:,5
0.001247,6,10,159,565,44,44,43,44,2,0,2,0,2,0,0,6,0,0.000411,5e-06,2e-05,1.8e-05,2e-06,0,5.8e-05,8e-06,9e-06,0.000143,0.000167,0.000266,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-16.scen:,10
0.001015,12,24,467,1570,65,65,62,63,8,5,0,0,6,0,0,0,0,4e-06,2.2e-05,4.1e-05,1.5e-05,1.1e-05,0,0.000162,9e-06,2.1e-05,0.00052,0.000583,0.000193,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-8-8-even-15.scen:,15
0.005271,1,4,1094,3346,336,336,336,336,0,0,0,1,0,0,0,0,0,0,0,1.1e-05,0,0,0,0,2e-06,0.000106,0.001122,0.00113,0.005442,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,5
0.016327,5,8,1537,6090,673,673,672,673,11,0,2,0,1,0,0,22,0,0.009091,2.1e-05,0.000156,0.000324,8e-06,0,0.002299,2e-05,0.000294,0.002279,0.002419,0.009952,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-15.scen:,30
0.000261,0,2,180,801,161,161,161,161,0,0,0,0,0,0,0,0,0,0,0,1.6e-05,0,0,0,0,0,0,0,0,0.001262,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-16-16-even-11.scen:,15
0.001256,13,24,428,1455,65,65,63,63,8,7,0,0,4,0,0,0,0,4e-06,3.3e-05,5e-05,3e-05,1.2e-05,0,0.000209,1.9e-05,2.8e-05,0.000615,0.000686,0.000297,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-8-8-even-15.scen:,15
8.8e-05,0,2,73,307,66,66,66,66,0,0,0,0,0,0,0,0,0,0,0,2e-06,0,0,0,0,0,0,0,0,0.000442,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-1.scen:,5
0.001104,5,10,136,500,44,44,43,44,2,0,1,0,3,0,0,4,0,0.000409,3e-06,1.5e-05,0,2e-06,0,3e-05,4e-06,9e-06,0.000133,0.000153,0.000222,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-16.scen:,10
0.02016,5,10,1506,5945,863,863,862,862,12,0,2,0,2,0,0,28,0,0.01197,3.1e-05,0.000204,0.00037,1.2e-05,0,0.003498,2.1e-05,0.00034,0.002329,0.002533,0.009351,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-9.scen:,35
0.000695,9,18,374,1251,65,65,62,63,2,4,0,0,5,0,0,0,0,5e-06,1.8e-05,2.7e-05,1.1e-05,6e-06,0,0.000119,6e-06,1.6e-05,0.000333,0.000368,0.000189,CG+GR+GC+T+BP with AStar,scens/empty-8-8-even-15.scen:,15
0.00037,3,6,227,866,82,82,82,82,3,1,1,0,0,0,0,0,0,0,0,1.6e-05,0,0,0,0,2e-06,4e-06,0.000128,0.000142,0.000242,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-8-8-even-24.scen:,15
0.00043,3,6,243,902,82,82,82,82,3,1,1,0,0,0,0,0,0,0,0,3.2e-05,0,0,0,0,1e-06,5e-06,0.00015,0.000164,0.000272,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-8-8-even-24.scen:,15
0.004186,1,3,1094,3346,336,336,334,336,0,0,0,1,0,0,0,2,0,0.002316,1e-06,6e-06,0,0.000183,0,0.000322,2e-06,9.2e-05,0.000956,0.000965,0.002092,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,5
0.000507,1,4,178,785,161,161,161,161,0,1,0,0,0,0,0,2,0,0.000177,3e-06,1.5e-05,1e-05,0,0,4.4e-05,1e-06,2e-06,3.4e-05,4e-05,0.001088,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-16-16-even-11.scen:,15
0.00998,5,8,1239,4581,673,673,672,673,7,0,2,0,1,0,0,12,0,0.004309,2.1e-05,0.000112,0.000313,5e-06,0,0.001493,1.1e-05,0.000211,0.001758,0.001835,0.008644,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-15.scen:,30
0.000273,1,4,105,456,66,66,66,66,0,0,0,0,1,0,0,0,0,0,1e-06,6e-06,0,1e-06,0,7.6e-05,1e-06,3e-06,5e-05,5.5e-05,0.000424,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-1.scen:,5
0.003555,1,3,1094,3346,336,336,334,336,0,0,0,1,0,0,0,2,0,0.001721,1e-06,5e-06,0,0.000197,0,0.000388,0,7.6e-05,0.000682,0.000688,0.001804,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,5
0.001813,5,8,256,1069,161,161,161,161,3,2,0,0,1,0,0,4,0,0.000462,6e-06,2.1e-05,2.6e-05,0,0,0.000169,5e-06,1.3e-05,0.000224,0.00025,0.001263,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-16-16-even-11.scen:,15
0.00706,3,5,1483,6627,863,863,862,862,7,0,1,0,1,0,0,14,0,0.003467,1.6e-05,9.6e-05,7.7e-05,3e-06,0,0.001376,4e-06,9.2e-05,0.000528,0.000597,0.007576,WDG+GR+DC+T+BP with AStar,scens/empty-32-32-even-9.scen:,35
0.001217,7,12,171,637,44,44,43,44,3,0,1,0,4,0,0,5,0,0.000514,6e-06,1.7e-05,5e-06,0,0,5.5e-05,9e-06,1.1e-05,0.0002,0.000231,0.000218,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-16.scen:,10
0.005267,1,3,1094,3346,336,336,334,336,0,0,0,1,0,0,0,2,0,0.002647,1e-06,9e-06,0,0.000261,0,0.000522,2e-06,0.000101,0.001158,0.001167,0.002731,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,5
0.214637,665,1248,23878,64193,98,98,98,98,177,307,4,40,314,0,0,0,0,0,0,0.002643,0,0,0,0,0.001774,0.002266,0.033298,0.038906,0.00052,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-8-8-even-12.scen:,20
0.00034,1,4,97,422,66,66,66,66,0,1,0,0,0,0,0,0,0,0,2e-06,4e-06,1.5e-05,0,0,0.000141,0,2e-06,7.1e-05,7.4e-05,0.000488,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-1.scen:,5
0.000579,3,6,241,904,82,82,82,82,3,1,1,0,0,0,0,0,0,0,0,2.1e-05,0,0,0,0,7e-06,9e-06,0.000236,0.000256,0.000364,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-8-8-even-24.scen:,15
0.001025,2,4,113,435,161,161,161,161,2,0,0,0,1,0,0,5,0,0.000607,6e-06,1.4e-05,1e-05,2e-06,0,0.000167,2e-06,8e-06,0.00013,0.000143,0.000908,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-16-16-even-11.scen:,15
0.003385,2,4,911,4189,673,673,673,673,3,0,0,0,1,0,0,0,0,0,0,0.000121,0,0,0,0,3e-06,6e-05,0.000333,0.000367,0.01241,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-7.scen:,35
0.396787,2488,4931,115103,302445,105,105,105,105,486,1590,103,51,744,0,0,0,0,0,0,0.010377,0,0,0,0,0.00766,0.008255,0.178333,0.195297,0.000539,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-17.scen:,20
0.005144,1,3,1094,3346,336,336,334,336,0,0,0,1,0,0,0,2,0,0.002624,1e-06,8e-06,0,0.00024,0,0.00051,2e-06,9.8e-05,0.001083,0.001091,0.002651,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,5
0.010012,5,8,1239,4581,673,673,672,673,7,0,2,0,1,0,0,12,0,0.004407,2e-05,0.000108,0.0003,7e-06,0,0.001428,1.2e-05,0.000204,0.001751,0.001835,0.008746,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-15.scen:,30
0.005245,1,3,1094,3346,336,336,334,336,0,0,0,1,0,0,0,2,0,0.002656,1e-06,2.4e-05,0,0.000249,0,0.000515,1e-06,9.8e-05,0.001141,0.001148,0.00269,WDG+GR+GC+T+BP with AStar,scens/den312d-even-4.scen:,5
0.000489,4,6,154,607,82,82,81,82,4,0,2,0,0,0,0,0,0,0,6e-06,2.1e-05,6e-06,3e-06,0,9.3e-05,4e-06,8e-06,0.000146,0.000166,0.000323,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-8-8-even-24.scen:,15
0.001189,7,12,171,637,44,44,43,44,3,0,1,0,4,0,0,5,0,0.000501,6e-06,1.5e-05,4e-06,3e-06,0,5.6e-05,8e-06,1.1e-05,0.000198,0.000227,0.000225,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-16.scen:,10
0.003651,3,6,927,4247,673,673,673,673,3,0,0,0,2,0,0,2,0,0.000219,8e-06,9.4e-05,6e-06,1e-06,0,4.2e-05,3e-06,5.2e-05,0.000284,0.000317,0.010469,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-32-32-even-7.scen:,35
0.000652,0,2,322,1252,310,310,310,310,0,0,0,0,0,0,0,0,0,0,0,7e-06,0,0,0,0,0,0,0,0,0.00526,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,5
0.000978,8,14,307,1180,82,82,82,82,7,1,1,0,4,0,0,0,0,4e-06,1.6e-05,3.3e-05,1e-05,7e-06,0,0.000237,1.2e-05,2.2e-05,0.000448,0.000502,0.000263,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-8-8-even-24.scen:,15
0.000206,1,4,59,253,66,66,66,66,0,0,0,0,1,0,0,0,0,1e-06,1e-06,4e-06,0,0,0,8.5e-05,1e-06,3e-06,5.5e-05,5.9e-05,0.000407,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-1.scen:,5
0.001043,2,4,113,435,161,161,161,161,2,0,0,0,1,0,0,5,0,0.000614,6e-06,1.5e-05,1.1e-05,1e-06,0,0.000159,3e-06,8e-06,0.000138,0.00015,0.000957,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-16-16-even-11.scen:,15
0.006252,4,7,1683,6250,673,673,671,673,1,1,2,0,0,0,0,5,0,0.002121,3.7e-05,8.5e-05,0.000149,4e-06,0,0.000563,5e-06,0.000104,0.001451,0.001502,0.006715,WDG+GR+GC+T+BP with AStar,scens/empty-32-32-even-15.scen:,30
0.000237,0,1,180,801,161,161,161,161,0,0,0,0,0,0,0,0,0,0,0,5e-06,0,0,0,0,0,0,0,0,0.000503,WDG+GR+GC+T+BP with AStar,scens/empty-16-16-even-11.scen:,15
0.000652,3,5,227,866,82,82,81,82,3,1,1,0,0,0,0,0,0,2e-06,7e-06,1.8e-05,1e-05,1e-06,0,0.000113,4e-06,1.2e-05,0.000291,0.000317,0.000224,CG+GR+GC+T+BP with AStar,scens/empty-8-8-even-24.scen:,15
0.000721,3,5,119,429,44,44,43,44,1,0,1,0,1,0,0,6,0,0.000399,6e-06,9e-06,1.5e-05,3e-06,0,6.5e-05,3e-06,4e-06,8.8e-05,9.9e-05,0.000144,WDG+GR+DC+T+BP with AStar,scens/empty-8-8-even-16.scen:,10
0.000201,1,4,59,253,66,66,66,66,0,0,0,0,1,0,0,0,0,0,1e-06,3e-06,0,1e-06,0,8.2e-05,0,3e-06,5.3e-05,5.6e-05,0.00039,CG+GR+DC+T+BP with AStarand Decomp,scens/empty-16-16-even-1.scen:,5
9.4e-05,0,2,47,188,42,42,42,42,0,0,0,0,0,0,0,0,0,0,0,4e-06,0,0,0,0,0,0,0,0,0.000256,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-22.scen:,10
0.000268,1,4,43,170,42,42,42,42,0,0,1,0,0,0,0,2,0,0.000121,3e-06,7e-06,1.3e-05,0,0,3e-05,1e-06,2e-06,2e-05,2.3e-05,0.000202,WDG+GR+DC+T+BP with AStarand Decomp,scens/empty-8-8-even-22.scen:,10
0.000783,5,12,343,1131,77,77,77,77,2,0,0,0,5,0,0,0,0,0,0,2.5e-05,0,0,0,0,8e-06,1.5e-05,0.000357,0.000388,0.000424,CG+GR+GC+T+BP with AStarand Decomp,scens/empty-8-8-even-25.scen:,15
0.002831,2,4,818,3692,594,594,594,594,1,0,0,0,1,0,0,0,0,0,0,0.000101,0,0,0,0,2e-06,2.8e-05,0.00023,0.000247,0.013862,WDG+GR+GC+T+BP with AStarand Decomp,scens/empty-32-32-even-10.scen:,30
