runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name,number of agents,decompTime,MaxCompRuntime
0.186147,15,28,18440,44496,1987,1987,1986,1987,3,3,3,3,4,0,0,3,0,0.001571,8e-06,0.000402,7.9e-05,1e-06,0,0.000796,3.2e-05,0.001676,0.017678,0.017985,0.029438,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-15.scen:,30,21,0.18297
0.186983,13,25,20823,49522,1987,1987,1961,1970,3,1,3,4,4,0,0,70,0,0.13604,0.000121,0.000322,0.001788,0.015489,0,0.013128,5.8e-05,0.001412,0.016601,0.016941,0.00936,WDG+GR+DC+T+BP with AStar,scens/den312d-even-15.scen:,30,0,0
0.069736,9,18,10236,30749,1988,1988,1988,1988,5,1,1,5,1,0,0,0,0,0,0,0.000338,0,0,0,0,1.9e-05,0.000685,0.007257,0.007546,0.019057,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-22.scen:,30,18,0.069649
0.069112,9,18,9963,30202,1988,1988,1988,1988,5,1,1,5,1,0,0,0,0,0,0,0.000327,0,0,0,0,2.1e-05,0.000645,0.006981,0.007263,0.018414,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-22.scen:,30,15,0.06902
0.080599,11,20,10471,30982,1988,1988,1988,1988,5,2,1,5,1,0,0,3,0,0.000805,8e-06,0.000348,3e-05,0,0,0.000282,2.2e-05,0.000876,0.009788,0.010191,0.017451,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-22.scen:,30,17,0.079048
0.083157,9,17,10236,30749,1988,1988,1974,1986,5,1,1,5,1,0,0,47,0,0.058904,7.1e-05,0.000289,0.000452,0.0057,0,0.004748,1.8e-05,0.000653,0.007164,0.007466,0.01517,WDG+GR+DC+T+BP with AStar,scens/den312d-even-22.scen:,30,0,0
0.216705,66,132,135154,267981,2000,2000,2000,2000,22,0,4,3,58,0,0,0,0,0,0,0.00147,0,0,0,0,0.000176,0.006426,0.107236,0.11081,0.01821,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,30,17,0.216606
0.150869,33,66,36844,93748,2002,2002,1990,1990,6,7,1,2,22,0,0,58,0,0.06051,0.000154,0.000789,8.9e-05,0.001403,0,0.014608,7.7e-05,0.003271,0.03574,0.036885,0.016806,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,30,15,0.042898
0.849223,97,190,98334,226054,2298,2298,2291,2291,19,24,7,45,19,0,0,114,4,0.437059,0.000266,0.002167,0.00136,0.004338,0,0.027928,0.000231,0.007601,0.085998,0.088879,0.021849,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-5.scen:,35,17,0.337995
0.140007,33,66,36748,93293,2002,2002,1990,1990,6,7,1,2,22,0,0,58,0,0.057108,0.00014,0.000708,0.000108,0.001039,0,0.014256,6.5e-05,0.003096,0.034399,0.035467,0.015996,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,30,14,0.036753
0.234514,61,121,148502,274719,2000,2000,1973,1984,19,0,4,3,53,0,0,75,16,0.07625,0.000276,0.001426,0.000902,0.001239,0,0.017977,0.000151,0.007067,0.129973,0.133758,0.009353,WDG+GR+DC+T+BP with AStar,scens/den312d-even-4.scen:,30,0,0
0.127073,26,52,19726,61533,1632,1632,1632,1632,21,15,0,8,2,0,0,0,0,0,0,0.000702,0,0,0,0,5e-05,0.002013,0.017126,0.01787,0.030777,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,30,21,0.126977
0.109209,24,46,14732,48628,1632,1632,1630,1632,15,9,2,9,2,0,0,24,0,0.019897,2.4e-05,0.000511,0.000194,0.000593,0,0.000989,5.9e-05,0.001527,0.012975,0.01349,0.016842,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,30,16,0.085801
0.149761,34,66,20692,64421,1632,1632,1628,1632,18,17,0,11,4,0,0,15,0,0.009401,1.4e-05,0.000576,0.000115,0.000402,0,0.000904,4.9e-05,0.001967,0.018367,0.019045,0.016243,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,30,16,0.137478
0.117129,23,45,18758,58958,1632,1632,1622,1630,23,13,0,7,2,0,0,112,8,0.082165,0.000224,0.000612,0.001386,0.004112,0,0.007205,5.2e-05,0.002029,0.016755,0.017467,0.015645,WDG+GR+DC+T+BP with AStar,scens/den312d-even-24.scen:,30,0,0
0.869598,97,190,98334,226054,2298,2298,2291,2291,19,24,7,45,19,0,0,114,4,0.443695,0.00028,0.002226,0.001442,0.00481,0,0.028816,0.000272,0.007785,0.088434,0.091432,0.034069,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-5.scen:,35,21,0.349136
0.10596,17,34,16800,43305,1683,1683,1683,1683,1,4,1,7,4,0,0,0,0,0,0,0.000416,0,0,0,0,3.5e-05,0.001394,0.014539,0.014864,0.019754,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,30,17,0.105847
0.118748,18,38,16414,42074,1683,1683,1683,1683,0,5,2,7,4,0,0,1,0,0.00023,4e-06,0.000357,0,0,0,5.4e-05,6e-05,0.001494,0.017162,0.017503,0.015973,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,30,14,0.118176
0.206321,34,66,28791,72627,1683,1683,1668,1677,6,7,3,16,6,0,0,59,0,0.077572,0.000188,0.000596,0.002656,0.002853,0,0.007134,7.5e-05,0.002708,0.026374,0.027008,0.014648,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,30,16,0.098864
0.107115,20,39,18574,48662,1683,1683,1668,1677,4,4,2,9,4,0,0,49,2,0.073646,0.000205,0.000371,0.002039,0.002823,0,0.007411,4.6e-05,0.001561,0.015563,0.015975,0.00927,WDG+GR+DC+T+BP with AStar,scens/den312d-even-8.scen:,30,0,0
0.336435,104,208,77530,225242,2116,2116,2116,2116,51,58,0,42,3,0,0,0,0,0,0,0.002167,0,0,0,0,0.000157,0.007297,0.069459,0.072089,0.018669,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,30,13,0.336301
0.291221,58,114,36666,112034,2117,2117,2115,2117,24,26,0,29,1,0,0,6,0,0.004693,7e-06,0.001344,0,0.000199,0,0.001287,0.000106,0.004486,0.040874,0.042442,0.028956,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,30,20,0.28403
0.133329,34,66,22826,72076,2117,2117,2113,2117,27,11,0,20,1,0,0,10,0,0.00684,1.2e-05,0.000726,0,0.000346,0,0.001732,5.4e-05,0.002335,0.019895,0.02072,0.016896,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,30,15,0.122286
0.365913,104,207,77530,225242,2116,2116,2103,2111,51,58,0,42,3,0,0,242,67,0.238737,0.001044,0.002247,0.003684,0.010971,0,0.027109,0.000179,0.007917,0.075873,0.07872,0.00943,WDG+GR+DC+T+BP with AStar,scens/den312d-even-18.scen:,30,0,0
0.016137,5,10,4579,16399,1616,1616,1616,1616,3,1,1,2,0,0,0,0,0,0,0,0.000199,0,0,0,0,1.1e-05,0.000284,0.002504,0.00262,0.018182,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,30,15,0.016063
0.027297,5,8,3884,14793,1618,1618,1616,1618,7,0,1,2,0,0,0,12,0,0.007203,8e-06,0.000251,0.000159,0.000235,0,0.002065,1.7e-05,0.000365,0.003187,0.003348,0.025087,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,30,20,0.015883
0.01611,5,8,3575,13353,1618,1618,1616,1618,6,0,1,2,0,0,0,8,0,0.004157,8e-06,0.000175,2.6e-05,0.000174,0,0.00091,9e-06,0.000226,0.002104,0.00221,0.01496,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,30,15,0.009554
0.023386,4,7,3774,14215,1616,1616,1613,1616,2,0,1,2,0,0,0,7,0,0.013137,4.3e-05,0.000175,0.000292,0.000999,0,0.001785,1.2e-05,0.000292,0.002903,0.003033,0.015113,WDG+GR+DC+T+BP with AStar,scens/den312d-even-17.scen:,30,0,0
0.046571,6,12,12171,31443,1621,1621,1621,1621,4,0,0,2,3,0,0,0,0,0,0,0.000266,0,0,0,0,1.2e-05,0.000888,0.009255,0.009427,0.01928,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,30,18,0.046497
0.045984,8,14,11344,29369,1621,1621,1619,1621,4,0,0,3,3,0,0,4,0,0.002629,8e-06,0.000278,0,9.9e-05,0,0.001593,1e-05,0.000912,0.009586,0.009747,0.017683,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,30,21,0.040953
0.043918,8,14,11574,30210,1621,1621,1619,1621,4,0,0,3,3,0,0,6,0,0.002749,7e-06,0.000242,4.7e-05,6.8e-05,0,0.000893,1e-05,0.000969,0.009424,0.009581,0.017322,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,30,24,0.039228
0.060187,6,11,12171,31443,1621,1621,1603,1609,4,0,0,2,3,0,0,26,0,0.037747,4.4e-05,0.000272,6.2e-05,0.003719,0,0.003983,1.2e-05,0.000905,0.009916,0.010095,0.015618,WDG+GR+DC+T+BP with AStar,scens/den312d-even-10.scen:,30,0,0
0.062961,16,32,15442,44562,1776,1776,1776,1776,5,7,6,2,0,0,0,0,0,0,0,0.000389,0,0,0,0,0.000104,0.001341,0.013498,0.013892,0.018592,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-6.scen:,30,15,0.062877
0.214421,68,134,49996,142108,1776,1776,1769,1775,10,51,11,4,0,0,0,34,1,0.032076,7.4e-05,0.000907,0.002752,0.000996,0,0.002971,0.000551,0.005116,0.049523,0.050803,0.016343,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-6.scen:,30,15,0.167618
0.559523,225,448,151603,421384,1776,1776,1769,1775,10,210,9,4,0,0,0,272,0,0.240069,0.00095,0.002851,0.010758,0.001037,0,0.061652,0.002062,0.0168,0.147375,0.151387,0.026103,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-6.scen:,30,22,0.099595
0.30519,111,221,81857,218571,1776,1776,1768,1775,4,103,5,2,0,0,0,153,7,0.160183,0.000677,0.001713,0.006113,0.001638,0,0.034732,0.000573,0.008434,0.089489,0.091616,0.015589,WDG+GR+DC+T+BP with AStar,scens/den312d-even-6.scen:,30,0,0
0.116382,23,46,35429,82825,1639,1639,1639,1639,14,12,3,5,2,0,0,0,0,0,0,0.000555,0,0,0,0,4.3e-05,0.001625,0.027633,0.029593,0.018246,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,30,16,0.116298
9.07342,1222,2446,1607336,3376004,1770,1770,1770,1770,201,704,37,229,252,0,0,0,0,0,0,0.01842,0,0,0,0,0.004725,0.117192,1.41802,1.44469,0.015154,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-13.scen:,25,13,9.07292
0.18236,22,44,35202,80596,1639,1639,1639,1639,13,12,3,5,1,0,0,0,0,0,0,0.000661,0,0,0,0,5.1e-05,0.002074,0.042122,0.044403,0.027653,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,30,22,0.182246
0.117329,25,50,35412,81925,1639,1639,1638,1639,14,12,4,5,3,0,0,1,0,0.00024,3e-06,0.000529,3.4e-05,0,0,7.8e-05,4.9e-05,0.001456,0.027749,0.029729,0.017027,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,30,13,0.116669
0.129758,23,45,35438,82904,1639,1639,1625,1632,11,12,3,5,2,0,0,48,26,0.067734,0.000143,0.000532,0.00143,0.016032,0,0.00996,4.4e-05,0.0017,0.027228,0.029206,0.014821,WDG+GR+DC+T+BP with AStar,scens/den312d-even-20.scen:,30,0,0
0.105364,9,18,9008,29966,2118,2118,2118,2118,5,0,1,5,2,0,0,0,0,0,0,0.000349,0,0,0,0,2.3e-05,0.000611,0.005652,0.005938,0.018705,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,30,17,0.105271
0.233288,20,38,16189,51012,2118,2118,2107,2117,10,1,1,12,4,0,0,74,0,0.105348,7.5e-05,0.00054,0.001866,0.010443,0,0.004091,3.6e-05,0.001447,0.0128,0.013413,0.017614,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,30,16,0.10336
0.723695,599,1198,214968,656425,1977,1977,1977,1977,17,386,64,148,0,0,0,0,0,0,0,0.008588,0,0,0,0,0.000794,0.027831,0.218665,0.229373,0.036174,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-11.scen:,35,17,0.723481
0.366707,20,38,16189,51012,2118,2118,2107,2117,10,1,1,12,4,0,0,74,0,0.154049,0.000134,0.000849,0.002235,0.016313,0,0.007305,6.4e-05,0.002179,0.021632,0.022559,0.028808,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,30,20,0.173299
0.177451,9,17,9008,29966,2118,2118,2107,2117,5,0,1,5,2,0,0,62,0,0.135993,0.000133,0.00042,0.001621,0.015502,0,0.007454,3.7e-05,0.00093,0.009636,0.010079,0.016332,WDG+GR+DC+T+BP with AStar,scens/den312d-even-25.scen:,30,0,0
0.588796,140,282,135792,334506,1941,1941,1941,1941,43,82,0,45,13,0,0,0,0,0,0,0.002872,0,0,0,0,0.000245,0.012146,0.141441,0.144797,0.031929,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-1.scen:,30,23,0.588687
23.0578,9780,19558,10612490,23914837,3422,3422,3422,3422,3345,4026,1694,1783,2275,0,0,5,0,0.002804,2e-05,0.296246,3e-05,1e-06,0,0.003406,0.038122,0.989216,10.4819,10.8792,0.033081,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-15.scen:,55,16,23.0485
0.384888,70,142,69268,171983,1941,1941,1935,1939,17,36,0,26,8,0,0,30,5,0.035154,5.7e-05,0.00115,0.000506,0.000905,0,0.003196,0.000108,0.00527,0.058976,0.060265,0.017513,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-1.scen:,30,22,0.339923
0.503284,101,201,105387,255842,1941,1941,1933,1939,22,54,0,36,10,0,0,66,12,0.089059,0.000194,0.001534,0.001013,0.008111,0,0.010459,0.000146,0.007962,0.091469,0.093339,0.017026,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-1.scen:,30,16,0.374859
0.671611,599,1197,214968,656425,1977,1977,1962,1973,17,386,64,148,0,0,0,403,1750,0.340141,0.005365,0.008163,0.020156,0.055,0,0.018107,0.000803,0.026435,0.20859,0.218848,0.011085,WDG+GR+DC+T+BP with AStar,scens/den312d-even-11.scen:,35,0,0
0.487275,140,281,135792,334506,1941,1941,1928,1936,43,82,0,45,13,0,0,185,111,0.274327,0.000975,0.002273,0.003106,0.050805,0,0.031859,0.000224,0.010235,0.118287,0.121095,0.009193,WDG+GR+DC+T+BP with AStar,scens/den312d-even-1.scen:,30,0,0
0.374582,67,134,75500,194817,2280,2280,2280,2280,24,29,0,34,3,0,0,0,0,0,0,0.001762,0,0,0,0,0.000108,0.005404,0.068986,0.070929,0.034614,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-14.scen:,35,24,0.374446
0.254124,38,76,50841,127994,2280,2280,2279,2279,19,16,0,17,4,0,0,5,0,0.008267,1.9e-05,0.000929,0.000235,6e-06,0,0.001499,6.9e-05,0.003201,0.040629,0.041593,0.019683,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-14.scen:,35,14,0.24253
0.188005,32,62,35209,94003,2280,2280,2277,2279,12,11,0,17,2,0,0,14,0,0.015174,3.4e-05,0.000701,0.000316,8e-06,0,0.00301,4.6e-05,0.002415,0.028973,0.029647,0.029844,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-14.scen:,35,22,0.166318
0.423526,71,143,93640,245144,2280,2280,2265,2277,53,38,3,27,3,0,0,199,45,0.276107,0.000773,0.002199,0.007703,0.013083,0,0.02491,0.000178,0.007767,0.088215,0.090845,0.018243,WDG+GR+DC+T+BP with AStar,scens/den312d-even-14.scen:,35,0,0
0.210799,26,52,43192,93146,1945,1945,1945,1945,5,14,0,8,3,0,0,0,0,0,0,0.000659,0,0,0,0,4.1e-05,0.003504,0.03649,0.037126,0.021858,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-7.scen:,35,17,0.210692
0.269007,21,42,36104,74399,1945,1945,1943,1943,3,5,0,6,9,0,0,52,0,0.159407,0.000105,0.000538,0.000946,0.003828,0,0.014867,3.1e-05,0.002574,0.02893,0.029383,0.032498,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-7.scen:,35,24,0.066924
0.226206,22,42,40043,82187,1945,1945,1943,1943,6,7,0,6,7,0,0,48,0,0.127299,0.000103,0.00057,0.000869,0.001953,0,0.017342,3.5e-05,0.002802,0.031564,0.032094,0.018213,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-7.scen:,35,16,0.052292
0.079448,11,21,15992,39228,1945,1945,1933,1939,2,0,0,7,3,0,0,33,3,0.05321,0.000141,0.000318,0.000258,0.004721,0,0.005265,1.3e-05,0.000969,0.01201,0.012286,0.011013,WDG+GR+DC+T+BP with AStar,scens/den312d-even-7.scen:,35,0,0
0.22857,49,100,41849,114194,2136,2136,2136,2136,30,22,8,13,6,0,0,0,0,0,0,0.001396,0,0,0,0,0.000231,0.00438,0.03855,0.040042,0.036224,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-12.scen:,35,23,0.228443
0.238567,45,88,43830,119060,2137,2137,2129,2133,36,23,6,7,7,0,0,44,0,0.034435,0.000102,0.001172,0.000787,0.001219,0,0.007801,0.000227,0.004524,0.039799,0.041119,0.01985,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-12.scen:,35,18,0.189332
0.196256,49,99,41849,114194,2136,2136,2114,2125,30,22,8,13,6,0,0,135,57,0.11796,0.000377,0.001253,0.00887,0.003674,0,0.01542,0.000232,0.00443,0.038601,0.040102,0.010755,WDG+GR+DC+T+BP with AStar,scens/den312d-even-12.scen:,35,0,0
0.131197,56,112,89689,184194,2414,2414,2414,2414,2,1,3,46,5,0,0,0,0,0,0,0.001323,0,0,0,0,9.8e-05,0.004512,0.077723,0.079104,0.022036,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-15.scen:,35,17,0.131072
0.205256,70,138,112403,229857,2414,2414,2414,2414,3,5,1,58,4,0,0,0,0,1.2e-05,8e-06,0.001685,4.5e-05,0,0,0.000807,0.000119,0.006562,0.110952,0.112797,0.020999,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-15.scen:,35,17,0.20367
0.211965,86,170,128449,266406,2414,2414,2413,2414,8,7,3,69,5,0,0,0,0,2.1e-05,1.1e-05,0.001861,4.9e-05,6.4e-05,0,0.001709,0.000162,0.006685,0.113303,0.11538,0.020833,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-15.scen:,35,20,0.208899
0.131804,56,111,89689,184194,2414,2414,2382,2391,2,1,3,46,5,0,0,0,0,0.001448,0.000648,0.001248,0.00443,0.016243,0,0.023721,9.6e-05,0.004449,0.078536,0.079993,0.011174,CG+GR+GC+T+BP with AStar,scens/den312d-even-15.scen:,35,0,0
1.76741,1215,2430,1130967,2820784,2332,2332,2332,2332,375,704,83,400,27,0,0,0,0,0,0,0.02644,0,0,0,0,0.003474,0.094922,1.09793,1.1363,0.021378,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-22.scen:,35,16,1.76707
1.63563,1040,2080,1034173,2544626,2332,2332,2332,2332,251,658,45,327,9,0,0,0,0,0,0,0.022099,0,0,0,0,0.00275,0.071779,0.96767,1.00485,0.020922,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-22.scen:,35,16,1.63529
10.7892,1476,2954,2218117,4532375,1770,1770,1770,1770,340,888,59,238,291,0,0,2,0,0.003906,4e-06,0.018456,7.9e-05,1e-06,0,0.00172,0.006147,0.151939,1.93038,1.95962,0.021816,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-13.scen:,25,22,10.7812
1.78141,1189,2378,1122592,2791663,2332,2332,2332,2332,294,754,69,353,12,0,0,0,0,7e-06,7e-06,0.022293,2.4e-05,0,0,0.000324,0.003147,0.085741,1.07209,1.10836,0.032232,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-22.scen:,35,23,1.78046
0.965235,632,1265,575641,1436289,2332,2332,2313,2320,155,301,41,285,5,0,0,0,0,0.012563,0.005474,0.01334,0.072411,0.182119,0,0.074115,0.001466,0.041682,0.554258,0.574785,0.017603,CG+GR+GC+T+BP with AStar,scens/den312d-even-22.scen:,35,0,0
0.132809,57,114,122849,256751,2216,2216,2216,2216,17,1,8,7,40,0,0,0,0,0,0,0.001689,0,0,0,0,0.000149,0.005965,0.099702,0.103538,0.021255,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,35,17,0.132685
0.080546,37,72,61102,134168,2218,2218,2206,2206,15,5,1,3,26,0,0,0,0,0.000315,9.5e-05,0.000972,0.000274,0.001041,0,0.013274,9.1e-05,0.002425,0.049653,0.051195,0.019043,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,35,16,0.029748
0.137697,31,62,68164,143013,2218,2218,2206,2206,15,5,1,3,21,0,0,0,0,0.000565,0.000163,0.001366,0.000297,0.001738,0,0.021927,0.000103,0.004206,0.088058,0.090153,0.030609,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,35,21,0.063668
0.159161,62,123,153274,296805,2216,2216,2187,2193,17,2,4,4,51,0,0,0,0,0.00189,0.00029,0.001762,0.001493,0.004276,0,0.021969,0.000162,0.005699,0.120308,0.124645,0.010834,CG+GR+GC+T+BP with AStar,scens/den312d-even-4.scen:,35,0,0
0.044052,35,70,24101,75553,1988,1988,1988,1988,21,19,0,12,3,0,0,0,0,0,0,0.000932,0,0,0,0,5.4e-05,0.001914,0.021373,0.022265,0.022455,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,35,18,0.043941
0.039493,30,58,20415,65267,1988,1988,1986,1987,20,11,2,13,2,0,0,0,0,6e-06,1.4e-05,0.000699,0.000186,0.000291,0,0.001022,8.3e-05,0.001604,0.018124,0.018787,0.032268,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,35,21,0.037233
0.04131,31,60,19965,63710,1988,1988,1986,1987,20,13,2,12,2,0,0,0,0,2.6e-05,8e-06,0.000731,0.000129,0.000395,0,0.000985,8.8e-05,0.001751,0.019812,0.020528,0.019021,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,35,15,0.038756
0.072784,35,69,24101,75553,1988,1988,1978,1982,21,19,0,12,3,0,0,0,0,0.000747,0.000501,0.001278,0.001942,0.011908,0,0.015027,8.7e-05,0.003104,0.035335,0.036712,0.018054,CG+GR+GC+T+BP with AStar,scens/den312d-even-24.scen:,35,0,0
0.08,49,98,50050,122609,1922,1922,1922,1922,16,10,1,30,7,0,0,0,0,0,0,0.00113,0,0,0,0,9e-05,0.00341,0.044544,0.045684,0.022021,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,35,18,0.079892
0.093131,72,142,60235,144783,1922,1922,1922,1922,16,17,2,34,17,0,0,0,0,9e-06,8e-06,0.001119,0,1e-06,0,0.000171,0.000148,0.004276,0.053808,0.055057,0.019491,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,35,17,0.092598
0.0821,58,114,55375,133289,1922,1922,1922,1922,21,18,1,31,6,0,0,0,0,1.2e-05,8e-06,0.000895,0.00011,6.9e-05,0,0.000648,9.6e-05,0.003573,0.049322,0.050323,0.018223,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,35,31,0.080339
0.079958,49,97,50050,122609,1922,1922,1905,1910,16,10,1,30,7,0,0,0,0,0.001073,0.000464,0.001043,0.003962,0.005144,0,0.018177,8.4e-05,0.003434,0.044775,0.045925,0.010786,CG+GR+GC+T+BP with AStar,scens/den312d-even-8.scen:,35,0,0
1.398,1401,2802,1059481,3047821,2458,2458,2458,2458,947,939,0,419,42,0,0,0,0,0,0,0.034397,0,0,0,0,0.002715,0.11623,1.0253,1.06631,0.02161,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,35,17,1.39761
1.2319,1157,2315,931855,2703976,2458,2458,2458,2458,1056,749,0,379,29,0,0,0,0,1e-06,4e-06,0.030288,0,1e-06,0,8.7e-05,0.00242,0.106454,0.906945,0.943393,0.02166,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,35,19,1.23132
0.363954,374,746,293909,723727,2458,2458,2456,2457,171,127,0,153,92,0,0,0,0,2.3e-05,1.1e-05,0.006966,2.7e-05,0.000141,0,0.001285,0.000581,0.024865,0.251875,0.260352,0.020076,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,35,15,0.360524
1.4135,1401,2801,1059481,3047821,2458,2458,2442,2447,947,939,0,419,42,0,0,0,0,0.019469,0.008883,0.034385,0.057697,0.125989,0,0.093197,0.002801,0.117481,1.03622,1.07742,0.010843,CG+GR+GC+T+BP with AStar,scens/den312d-even-18.scen:,35,0,0
0.006842,4,8,4041,15577,1877,1877,1877,1877,4,0,1,1,1,0,0,0,0,0,0,0.000267,0,0,0,0,1.1e-05,0.000151,0.001958,0.002095,0.021733,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,35,16,0.006741
0.020317,8,16,7134,24759,1877,1877,1877,1877,10,2,1,2,2,0,0,0,0,1e-05,1.3e-05,0.000493,0,1e-06,0,0.002568,3.5e-05,0.000723,0.008998,0.009582,0.031041,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,35,22,0.013925
0.011491,8,16,7007,24248,1877,1877,1877,1877,9,2,1,2,2,0,0,0,0,7e-06,9e-06,0.0003,0,2e-06,0,0.001387,2.1e-05,0.000424,0.005073,0.0054,0.018551,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,35,18,0.007944
0.006714,4,7,4041,15577,1877,1877,1872,1875,4,0,1,1,1,0,0,0,0,6.2e-05,2e-05,0.000172,0.000195,0.000297,0,0.001158,1.2e-05,0.000154,0.001916,0.002055,0.010873,CG+GR+GC+T+BP with AStar,scens/den312d-even-17.scen:,35,0,0
0.082567,27,54,40627,89513,1873,1873,1873,1873,10,4,0,18,4,0,0,0,0,0,0,0.001093,0,0,0,0,6.3e-05,0.003683,0.05183,0.052763,0.022832,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,35,17,0.082379
0.078854,29,56,39444,84970,1873,1873,1871,1872,2,4,0,19,4,0,0,0,0,1.4e-05,8e-06,0.000761,0,6.7e-05,0,0.000332,5e-05,0.0035,0.051257,0.051955,0.0341,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,35,18,0.07787
