runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name,number of agents,decompTime,MaxCompRuntime
0.003673,3,6,765,2931,533,533,532,533,1,0,2,0,0,0,0,1,0,0.000322,1e-06,2.1e-05,7.6e-05,1e-06,0,0.000137,5e-06,8e-05,0.000511,0.000526,0.006714,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,10,9,0.002973
0.001917,1,3,874,3653,594,594,594,594,0,1,0,0,0,0,0,0,0,1e-06,2e-06,2e-05,2.9e-05,0,0,0.00018,2e-06,3.9e-05,0.000363,0.000372,0.0054,CG+GR+DC+T+BP with AStar,scens/den312d-even-18.scen:,10,0,0
0.143945,25,48,17996,57571,1632,1632,1628,1632,23,12,0,7,4,0,0,29,0,0.029275,3.2e-05,0.000604,0.000336,0.000873,0,0.002075,5.4e-05,0.002124,0.019079,0.019791,0.016464,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,30,10,0.109187
0.003557,4,8,1917,6671,726,726,726,726,1,1,0,1,1,0,0,0,0,1e-06,3e-06,3.8e-05,2.7e-05,0,0,0.000226,3e-06,9.5e-05,0.001397,0.001469,0.006845,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,15,8,0.002975
0.003093,3,6,765,2931,533,533,532,533,1,0,2,0,0,0,0,1,0,0.000369,1e-06,2e-05,7.9e-05,1e-06,0,0.000144,3e-06,8.3e-05,0.00054,0.000553,0.006552,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,10,13,0.002328
0.000738,0,2,574,2358,575,575,575,575,0,0,0,0,0,0,0,0,0,0,0,1.6e-05,0,0,0,0,0,0,0,0,0.006427,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,10,8,0.000727
0.008152,9,18,4554,15428,1006,1006,1003,1005,4,4,0,4,0,0,0,0,0,3.8e-05,1.6e-05,0.000116,0.000155,0.000493,0,0.001167,1.1e-05,0.000398,0.003647,0.003752,0.014864,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-11.scen:,20,14,0.003897
0.001853,2,3,892,3576,533,533,532,533,1,0,1,0,0,0,0,2,0,0.000708,2e-06,1.3e-05,6e-05,0,0,0.000162,0,4.8e-05,0.000218,0.000225,0.003351,WDG+GR+GC+T+BP with AStar,scens/den312d-even-20.scen:,10,0,0
0.954163,135,270,130203,328711,2332,2332,2332,2332,45,67,8,56,3,0,0,0,0,0,0,0.00351,0,0,0,0,0.000336,0.011328,0.137801,0.143078,0.021909,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-22.scen:,35,11,0.953945
0.001767,2,4,656,2671,575,575,575,575,1,0,0,0,1,0,0,0,0,1e-06,3e-06,2.6e-05,0,1e-06,0,0.00043,3e-06,9.3e-05,0.000506,0.00052,0.008537,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,10,12,0.000781
0.00415,4,9,2563,9366,1006,1006,1003,1005,0,2,0,2,0,0,0,0,0,5.9e-05,1.2e-05,6.1e-05,4e-06,0.00051,0,0.000639,3e-06,0.000127,0.001381,0.001424,0.006217,CG+GR+DC+T+BP with AStar,scens/den312d-even-11.scen:,20,0,0
0.005474,4,8,1917,6671,726,726,726,726,1,1,0,1,1,0,0,0,0,0,4e-06,5e-05,5.1e-05,0,0,0.000546,3e-06,0.000155,0.002122,0.002192,0.011489,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,15,30,0.004344
0.00099,2,4,656,2671,575,575,575,575,1,0,0,0,1,0,0,0,0,0,2e-06,1.7e-05,0,0,0,0.000233,3e-06,4.6e-05,0.00029,0.000302,0.006365,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,10,10,0.000433
0.009552,2,4,1850,6739,819,819,819,819,1,0,0,1,0,0,0,0,0,0,0,7.3e-05,0,0,0,0,1e-06,0.000148,0.001257,0.001293,0.006284,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,10,14,0.009506
0.003096,2,5,1925,6752,726,726,724,725,0,1,0,1,0,0,0,0,0,1e-06,5e-06,2.8e-05,1.5e-05,0.00042,0,0.000602,2e-06,4.8e-05,0.000969,0.001032,0.006929,CG+GR+DC+T+BP with AStar,scens/den312d-even-17.scen:,15,0,0
0.000867,0,1,599,2465,575,575,575,575,0,0,0,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0.003056,CG+GR+DC+T+BP with AStar,scens/den312d-even-17.scen:,10,0,0
0.001665,1,4,1328,4306,564,564,564,564,0,0,0,0,1,0,0,0,0,0,0,1.7e-05,0,0,0,0,0,3.4e-05,0.000817,0.000828,0.006029,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,10,9,0.001657
0.009978,2,6,1590,5110,819,819,817,819,0,1,0,1,0,0,0,3,0,0.004879,5e-06,3.1e-05,0,0.000683,0,0.000552,2e-06,0.000176,0.001714,0.001732,0.007461,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,10,11,0.002799
0.008899,3,8,5511,13282,920,920,920,920,0,0,0,1,2,0,0,0,0,0,0,5.6e-05,0,0,0,0,2e-06,0.000299,0.004384,0.00442,0.009708,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,15,8,0.008879
0.003564,3,6,2154,6222,564,564,562,563,2,0,0,0,2,0,0,0,0,1e-06,1e-06,2.5e-05,2.5e-05,0,0,0.000398,2e-06,0.000106,0.002016,0.002041,0.007496,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,10,12,0.001978
0.022243,9,18,11252,31480,1317,1317,1317,1317,3,2,0,6,0,0,0,0,0,0,0,0.000194,0,0,0,0,1.2e-05,0.000616,0.010599,0.010732,0.014726,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-14.scen:,20,9,0.022205
0.005811,2,6,1590,5110,819,819,817,819,0,1,0,1,0,0,0,3,0,0.002652,4e-06,1.8e-05,0,0.000414,0,0.000341,3e-06,0.000124,0.001077,0.00109,0.004542,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,10,10,0.001783
0.002966,3,6,2154,6222,564,564,562,563,2,0,0,0,2,0,0,0,0,0,1e-06,2.1e-05,2.2e-05,2e-06,0,0.00037,2e-06,9.9e-05,0.001891,0.001915,0.004912,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,10,8,0.001459
0.009471,6,12,7097,16677,920,920,920,920,1,1,0,1,3,0,0,0,0,0,3e-06,5.2e-05,6e-06,0,0,0.000371,6e-06,0.000416,0.005907,0.005952,0.007439,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,15,9,0.008749
0.007112,2,3,1850,6739,819,819,817,819,1,0,0,1,0,0,0,5,0,0.003706,6e-06,2e-05,3.9e-05,0.000409,0,0.000427,2.7e-05,0.000135,0.001075,0.001088,0.003079,WDG+GR+GC+T+BP with AStar,scens/den312d-even-25.scen:,10,0,0
0.001908,1,3,1334,4310,564,564,562,563,0,0,0,0,1,0,0,0,0,0,2e-06,1.2e-05,0,1e-06,0,0.000267,2e-06,6.7e-05,0.000982,0.000994,0.003,CG+GR+DC+T+BP with AStar,scens/den312d-even-10.scen:,10,0,0
0.0028,1,4,1235,4033,567,567,567,567,0,0,0,1,0,0,0,0,0,0,0,1.6e-05,0,0,0,0,1e-06,5.9e-05,0.000601,0.000607,0.005696,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-1.scen:,10,9,0.002791
0.003532,2,4,1726,5808,636,636,636,636,1,0,0,1,0,0,0,0,0,0,0,2.5e-05,0,0,0,0,1e-06,0.000105,0.001071,0.001127,0.007072,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-6.scen:,10,9,0.003522
0.004571,2,6,1760,5088,567,567,565,567,0,0,0,2,0,0,0,2,0,0.001191,2e-06,1.4e-05,5e-06,0.000154,0,0.000158,2e-06,0.000112,0.001193,0.001205,0.004536,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-1.scen:,10,8,0.002466
0.005504,2,6,2113,6413,636,636,636,636,0,1,0,1,0,0,0,0,0,1e-06,2e-06,3.2e-05,0,1e-06,0,0.000262,2e-06,0.000153,0.002141,0.002218,0.00902,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-6.scen:,10,11,0.004868
0.021545,8,16,11917,26343,920,920,912,913,3,0,0,2,5,0,0,0,0,3e-06,8e-06,0.000108,0,0.001478,0,0.002206,8e-06,0.000998,0.01332,0.013425,0.008974,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,15,11,0.011982
0.005505,2,6,1760,5088,567,567,565,567,0,0,0,2,0,0,0,2,0,0.001416,2e-06,1.7e-05,4e-06,0.000239,0,0.000307,1e-06,0.000127,0.001294,0.001307,0.004158,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-1.scen:,10,8,0.002864
0.003127,2,6,2113,6413,636,636,636,636,0,1,0,1,0,0,0,0,0,1e-06,1e-06,2e-05,0,0,0,0.000146,2e-06,9.9e-05,0.001275,0.001327,0.005589,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-6.scen:,10,10,0.002757
0.002882,1,3,1322,4436,567,567,565,567,0,0,0,1,0,0,0,2,0,0.001204,1e-06,1e-05,2.4e-05,0.000125,0,0.00016,0,6.2e-05,0.000671,0.000679,0.002937,WDG+GR+GC+T+BP with AStar,scens/den312d-even-1.scen:,10,0,0
0.038282,16,30,16224,44200,1317,1317,1311,1314,4,1,0,13,0,0,0,0,0,0.000263,5.1e-05,0.0003,0.000119,0.003191,0,0.002484,1.9e-05,0.001207,0.020381,0.020648,0.018388,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-14.scen:,20,13,0.023005
0.002808,2,3,1726,5808,636,636,634,635,1,0,0,1,0,0,0,0,0,0,3e-06,1.5e-05,0,0.000399,0,0.000552,1e-06,6e-05,0.000814,0.000865,0.003442,CG+GR+DC+T+BP with AStar,scens/den312d-even-6.scen:,10,0,0
0.013545,3,7,5511,13282,920,920,912,913,0,0,0,1,2,0,0,0,0,1e-06,1.1e-05,8.1e-05,0,0.002628,0,0.002103,6e-06,0.000406,0.006614,0.006668,0.007719,CG+GR+DC+T+BP with AStar,scens/den312d-even-10.scen:,15,0,0
0.001269,2,4,885,3548,533,533,533,533,1,0,1,0,0,0,0,0,0,0,0,1.7e-05,0,0,0,0,1e-06,3.1e-05,0.000249,0.000256,0.006148,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,10,7,0.00126
0.001933,3,6,765,2934,533,533,532,533,1,0,2,0,0,0,0,0,0,1e-06,1e-06,2.2e-05,6.2e-05,0,0,0.000129,3e-06,7.3e-05,0.000583,0.000597,0.007672,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,10,11,0.001491
0.004725,2,4,2472,8102,948,948,948,948,1,0,0,1,0,0,0,0,0,0,0,6e-05,0,0,0,0,2e-06,9.7e-05,0.001347,0.001438,0.010248,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-6.scen:,15,10,0.004691
0.022261,3,8,5659,16129,911,911,911,911,0,1,0,1,1,0,0,0,0,0,0,5e-05,0,0,0,0,5e-06,0.000358,0.003872,0.003911,0.006788,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-13.scen:,10,10,0.022248
0.022185,12,22,12839,34785,1317,1317,1315,1316,5,1,0,9,0,0,0,0,0,5.2e-05,6e-06,0.000133,9.7e-05,0.001223,0,0.002399,1.1e-05,0.000673,0.010446,0.010576,0.009098,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-14.scen:,20,9,0.015567
0.144092,28,55,19215,60643,1632,1632,1622,1630,16,15,0,10,2,0,0,115,6,0.100096,0.000327,0.000735,0.00135,0.00515,0,0.009155,5e-05,0.002572,0.022363,0.023239,0.011735,WDG+GR+GC+T+BP with AStar,scens/den312d-even-24.scen:,30,0,0
0.00144,3,6,765,2934,533,533,532,533,1,0,2,0,0,0,0,0,0,1e-06,1e-06,1.6e-05,6.5e-05,0,0,7.7e-05,5e-06,5.1e-05,0.000378,0.000387,0.004784,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,10,8,0.00114
0.001173,2,3,893,3583,533,533,532,533,1,0,1,0,0,0,0,0,0,1e-06,2e-06,1.2e-05,6e-05,0,0,0.000162,1e-06,2.8e-05,0.000216,0.000223,0.003101,CG+GR+DC+T+BP with AStar,scens/den312d-even-20.scen:,10,0,0
0.006831,4,6,3889,11820,948,948,946,947,4,0,0,2,0,0,0,0,0,1e-06,5e-06,6e-05,3.6e-05,0.000416,0,0.001059,5e-06,0.000162,0.002695,0.002845,0.00846,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-6.scen:,15,10,0.003678
0.002662,2,4,1879,6712,819,819,819,819,1,0,0,1,0,0,0,0,0,0,0,2.7e-05,0,0,0,0,0,5.1e-05,0.000737,0.00075,0.006587,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,10,29,0.002651
0.016306,8,15,9529,27375,1317,1317,1311,1314,2,1,0,6,0,0,0,0,0,0.00019,3.9e-05,0.000111,0.00017,0.002471,0,0.002867,7e-06,0.0005,0.007649,0.007757,0.007992,CG+GR+DC+T+BP with AStar,scens/den312d-even-14.scen:,20,0,0
0.022044,3,8,5609,15893,911,911,911,911,0,1,0,1,1,0,0,0,0,0,0,4.5e-05,0,0,0,0,4e-06,0.00034,0.003921,0.003954,0.007698,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-13.scen:,10,10,0.022031
0.002675,2,6,1556,5117,819,819,817,818,0,1,0,1,0,0,0,0,0,1e-06,7e-06,2.3e-05,0,0.000405,0,0.000327,3e-06,5.8e-05,0.001194,0.001211,0.004096,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,10,8,0.001249
0.006675,4,6,3521,11217,948,948,946,947,5,0,0,2,0,0,0,0,0,1e-06,4e-06,6.3e-05,6.8e-05,0.000433,0,0.001076,2.1e-05,0.000174,0.002632,0.002765,0.007477,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-6.scen:,15,27,0.003706
0.002327,2,6,1556,5117,819,819,817,818,0,1,0,1,0,0,0,0,0,1e-06,2e-06,1.9e-05,0,0.000386,0,0.000296,1e-06,5.4e-05,0.000965,0.000979,0.004377,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,10,9,0.001042
0.002655,2,3,1879,6712,819,819,817,818,1,0,0,1,0,0,0,0,0,0,2e-06,1.6e-05,3.2e-05,0.000358,0,0.000378,1e-06,5e-05,0.000736,0.000747,0.003082,CG+GR+DC+T+BP with AStar,scens/den312d-even-25.scen:,10,0,0
0.006851,2,3,2472,8102,948,948,946,947,1,0,0,1,0,0,0,0,0,1e-06,1e-05,4.7e-05,3.1e-05,0.000643,0,0.001658,2e-06,0.000127,0.002128,0.002213,0.00802,CG+GR+DC+T+BP with AStar,scens/den312d-even-6.scen:,15,0,0
0.007396,5,12,4604,14734,1055,1055,1055,1055,0,1,0,4,0,0,0,0,0,0,0,9.7e-05,0,0,0,0,6e-06,0.000199,0.003202,0.00326,0.012593,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-7.scen:,20,10,0.007365
0.001628,1,4,1236,4040,567,567,567,567,0,0,0,1,0,0,0,0,0,0,0,1.6e-05,0,0,0,0,1e-06,5.5e-05,0.000687,0.000693,0.005844,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-1.scen:,10,9,0.001619
0.026255,3,8,5546,15606,911,911,911,911,0,1,0,1,1,0,0,0,0,0,0,5.2e-05,0,0,0,0,5e-06,0.000359,0.004118,0.004159,0.007332,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-13.scen:,10,9,0.026243
0.002918,2,6,1764,5089,567,567,565,566,0,0,0,2,0,0,0,0,0,0,1e-06,2e-05,5e-06,0.000162,0,0.000237,2e-06,0.000122,0.001778,0.001793,0.00416,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-1.scen:,10,7,0.001365
0.013573,11,22,8749,26243,1055,1055,1051,1053,3,2,0,8,0,0,0,0,0,7.4e-05,2.2e-05,0.000129,0.000121,0.001068,0,0.001346,8e-06,0.000541,0.007193,0.007309,0.009826,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-7.scen:,20,9,0.007043
0.004118,2,6,1764,5089,567,567,565,566,0,0,0,2,0,0,0,0,0,0,1e-06,2.4e-05,7e-06,0.000233,0,0.000289,3e-06,0.000151,0.002299,0.002314,0.007048,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-1.scen:,10,12,0.002426
0.001702,1,3,1328,4450,567,567,565,566,0,0,0,1,0,0,0,0,0,0,1e-06,1.2e-05,2.5e-05,0.000128,0,0.000163,0,5.4e-05,0.000677,0.000683,0.003036,CG+GR+DC+T+BP with AStar,scens/den312d-even-1.scen:,10,0,0
0.024947,3,7,5659,16129,911,911,900,905,0,1,0,1,1,0,0,14,0,0.015484,1.8e-05,5.1e-05,0.000594,0.001351,0,0.001281,5e-06,0.000329,0.003588,0.003623,0.004903,WDG+GR+GC+T+BP with AStar,scens/den312d-even-13.scen:,10,0,0
0.002909,2,4,735,3078,422,422,422,422,1,0,0,0,1,0,0,4,0,0.00156,2e-06,1.7e-05,6.1e-05,1e-06,0,0.000374,0,6.2e-05,0.000297,0.000308,0.005591,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-23.scen:,10,9,0.000584
0.021037,16,32,13130,39452,1055,1055,1051,1053,6,8,0,7,0,0,0,0,0,0.000139,3.3e-05,0.000235,0.000325,0.002184,0,0.002323,1.5e-05,0.000711,0.011109,0.011357,0.009282,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-7.scen:,20,10,0.008425
0.053891,28,58,35328,80743,941,941,941,941,4,17,2,9,0,0,0,0,0,0,0,0.000258,0,0,0,0,2.9e-05,0.001153,0.028116,0.029383,0.009013,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,15,9,0.05387
0.000372,0,2,304,1154,422,422,422,422,0,0,0,0,0,0,0,0,0,0,0,7e-06,0,0,0,0,0,0,0,0,0.00467,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-23.scen:,10,8,0.000363
0.020953,4,10,12660,25189,911,911,911,911,0,1,0,1,2,0,0,0,0,0,0,9e-05,0,0,0,0,3e-06,0.000869,0.014461,0.014526,0.010227,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-13.scen:,10,13,0.020933
0.000528,0,2,304,1154,422,422,422,422,0,0,0,0,0,0,0,0,0,0,0,1.1e-05,0,0,0,0,0,0,0,0,0.007269,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-23.scen:,10,11,0.000516
0.105976,19,38,17640,45772,1683,1683,1683,1683,1,4,1,9,4,0,0,0,0,0,0,0.000394,0,0,0,0,3e-05,0.001429,0.014636,0.014972,0.018656,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,30,10,0.105885
0.01026,6,13,5506,17799,1055,1055,1051,1053,1,3,0,3,0,0,0,0,0,0.000124,2.7e-05,8.8e-05,0.000197,0.002382,0,0.001704,8e-06,0.000251,0.004158,0.00429,0.006428,CG+GR+DC+T+BP with AStar,scens/den312d-even-7.scen:,20,0,0
0.000511,0,1,452,1823,422,422,422,422,0,0,0,0,0,0,0,0,0,0,0,7e-06,0,0,0,0,0,0,0,0,0.003332,WDG+GR+GC+T+BP with AStar,scens/den312d-even-23.scen:,10,0,0
0.008768,3,8,5830,16262,911,911,911,911,0,1,0,1,1,0,0,0,0,0,0,5.8e-05,0,0,0,0,3e-06,0.000349,0.003931,0.003961,0.007981,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-13.scen:,10,16,0.008756
0.001598,1,4,817,3285,541,541,541,541,0,1,0,0,0,0,0,0,0,0,0,3e-05,0,0,0,0,2e-06,3.5e-05,0.000218,0.000224,0.005215,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-2.scen:,10,9,0.001571
0.00308,3,6,821,3346,541,541,541,541,1,1,1,0,0,0,0,1,0,0.000476,1e-06,1.5e-05,0,0,0,0.000282,2e-06,7.5e-05,0.000422,0.000431,0.004143,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-2.scen:,10,8,0.002135
0.003125,3,6,821,3346,541,541,541,541,1,1,1,0,0,0,0,1,0,0.000491,1e-06,1.5e-05,0,1e-06,0,0.000289,2e-06,7.7e-05,0.000448,0.000462,0.004188,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-2.scen:,10,7,0.002142
0.01258,3,8,5573,15709,911,911,911,911,0,1,0,1,1,0,0,0,0,0,0,7.5e-05,0,0,0,0,8e-06,0.000506,0.006403,0.00645,0.009148,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-13.scen:,10,11,0.012559
0.014631,6,12,4830,15396,1185,1185,1185,1185,3,0,1,1,3,0,0,0,0,0,0,0.000181,0,0,0,0,2.1e-05,0.000505,0.005444,0.005555,0.020026,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-12.scen:,20,14,0.014581
0.001815,1,3,853,3406,541,541,541,541,0,1,0,0,0,0,0,1,0,0.000536,1e-06,1.2e-05,3.2e-05,1e-06,0,0.000247,0,4e-05,0.000238,0.000244,0.003034,WDG+GR+GC+T+BP with AStar,scens/den312d-even-2.scen:,10,0,0
0.0529,21,44,29786,66721,941,941,940,941,6,11,2,8,0,0,0,0,0,1e-06,2e-06,0.000182,4.3e-05,0,0,0.000128,2.4e-05,0.000897,0.024908,0.02615,0.007407,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,15,9,0.0524
0.000644,0,2,530,2202,551,551,551,551,0,0,0,0,0,0,0,0,0,0,0,1.3e-05,0,0,0,0,0,0,0,0,0.008144,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-19.scen:,10,11,0.000635
0.016129,4,9,12660,25189,911,911,900,903,0,1,0,1,2,0,0,0,0,2e-06,1.3e-05,5.7e-05,0.000378,0.000766,0,0.001386,8e-06,0.000722,0.011949,0.012009,0.004346,CG+GR+DC+T+BP with AStar,scens/den312d-even-13.scen:,10,0,0
0.000586,0,2,342,1348,551,551,551,551,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0.007201,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-19.scen:,10,12,0.000576
0.014037,8,14,7061,20061,1185,1185,1181,1182,5,0,1,2,3,0,0,0,0,3.4e-05,1e-05,0.000155,0.000118,0.000518,0,0.001779,2.1e-05,0.000537,0.006349,0.006458,0.012196,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-12.scen:,20,12,0.008756
0.000308,0,2,275,1046,551,551,551,551,0,0,0,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0.005707,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-19.scen:,10,9,0.000299
0.00143,2,4,728,3054,422,422,422,422,1,0,0,0,1,0,0,0,0,1e-06,2e-06,1.8e-05,6.2e-05,1e-06,0,0.000414,3e-06,2.5e-05,0.000389,0.0004,0.006491,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-23.scen:,10,8,0.000525
0.000635,0,1,565,2376,551,551,551,551,0,0,0,0,0,0,0,0,0,0,0,7e-06,0,0,0,0,0,0,0,0,0.003013,WDG+GR+GC+T+BP with AStar,scens/den312d-even-19.scen:,10,0,0
0.000531,0,2,304,1154,422,422,422,422,0,0,0,0,0,0,0,0,0,0,0,1e-05,0,0,0,0,0,0,0,0,0.007182,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-23.scen:,10,12,0.000519
0.002727,2,4,1075,4144,586,586,586,586,1,0,0,0,1,0,0,0,0,0,0,1.9e-05,0,0,0,0,2e-06,4.5e-05,0.000336,0.000345,0.005763,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-21.scen:,10,8,0.002718
0.000317,0,2,304,1154,422,422,422,422,0,0,0,0,0,0,0,0,0,0,0,8e-06,0,0,0,0,0,0,0,0,0.004561,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-23.scen:,10,8,0.000308
0.000512,0,1,452,1823,422,422,422,422,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0.003055,CG+GR+DC+T+BP with AStar,scens/den312d-even-23.scen:,10,0,0
0.002021,2,6,964,3846,586,586,586,586,0,1,0,0,1,0,0,1,0,0.000432,1e-06,2e-05,3e-05,0,0,0.000172,1e-06,7e-05,0.000463,0.000474,0.005538,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-21.scen:,10,9,0.001139
0.001058,1,4,815,3280,541,541,541,541,0,1,0,0,0,0,0,0,0,0,0,1.3e-05,0,0,0,0,1e-06,2e-05,0.000209,0.000213,0.005092,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-2.scen:,10,9,0.001049
0.002369,2,6,964,3846,586,586,586,586,0,1,0,0,1,0,0,1,0,0.000452,1e-06,2e-05,3.1e-05,0,0,0.000184,2e-06,7.2e-05,0.000471,0.000482,0.005039,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-21.scen:,10,8,0.001457
0.020311,9,16,6971,19789,1185,1185,1181,1182,5,0,1,2,4,0,0,0,0,3.9e-05,1.1e-05,0.000184,9.4e-05,0.000571,0,0.002274,3e-05,0.000666,0.008969,0.009108,0.0181,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-12.scen:,20,14,0.01423
0.002208,2,4,660,2604,541,541,541,541,1,0,1,0,0,0,0,0,0,0,0,2.2e-05,0,0,0,0,4e-06,5.8e-05,0.000513,0.000522,0.006678,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-2.scen:,10,12,0.002194
0.003653,2,3,1118,4355,586,586,584,586,1,0,0,0,1,0,0,2,0,0.001217,2e-06,1.7e-05,0,2e-06,0,0.000544,1e-06,5.7e-05,0.00041,0.000423,0.005272,WDG+GR+GC+T+BP with AStar,scens/den312d-even-21.scen:,10,0,0
0.00056,0,2,468,2011,462,462,462,462,0,0,0,0,0,0,0,0,0,0,0,1.2e-05,0,0,0,0,0,0,0,0,0.005806,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-9.scen:,10,9,0.000552
0.109429,22,46,18300,46785,1683,1683,1683,1683,0,7,1,9,5,0,0,1,0,0.000233,4e-06,0.000357,0,0,0,5.9e-05,4.3e-05,0.001589,0.016897,0.017238,0.015772,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,30,9,0.108841
0.002377,2,4,660,2604,541,541,541,541,1,0,1,0,0,0,0,0,0,0,0,1.8e-05,0,0,0,0,4e-06,6.1e-05,0.000554,0.000562,0.007298,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-2.scen:,10,11,0.002362
