runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name,number of agents,decompTime
0.010397,6,11,3616,13057,1186,1186,1180,1183,3,1,0,2,2,0,0,0,0,3e-05,3.2e-05,0.000151,0.000362,0.000576,0,0.002469,1e-05,0.00035,0.00388,0.00401,0.011006,CG+GR+DC+T+BP with AStar,scens/den312d-even-24.scen:,20,0
0.008287,5,10,2738,10242,1082,1082,1082,1082,1,3,1,0,0,0,0,0,0,0,0,0.000176,0,0,0,0,2.6e-05,0.000221,0.002682,0.002765,0.021304,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,20,20
0.083823,7,14,7444,22005,1361,1361,1361,1361,3,1,1,3,1,0,0,0,0,0,0,0.000281,0,0,0,0,2.6e-05,0.000785,0.008733,0.009012,0.021557,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-22.scen:,20,19
0.049572,8,14,11574,30210,1621,1621,1619,1621,4,0,0,3,3,0,0,6,0,0.002803,6e-06,0.000271,4.3e-05,6.6e-05,0,0.000886,1.8e-05,0.00106,0.012,0.012202,0.021363,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,30,25
0.012155,10,18,3940,13908,1082,1082,1079,1081,3,6,2,0,0,0,0,0,0,0.000115,2.2e-05,0.00018,0.001341,0.000383,0,0.001105,4.9e-05,0.000447,0.004284,0.004414,0.011097,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,20,18
0.009352,10,18,3852,13462,1082,1082,1079,1081,4,5,2,1,0,0,0,0,0,8.5e-05,2.1e-05,0.000141,0.000735,0.000325,0,0.001022,3.2e-05,0.000416,0.00342,0.003521,0.013182,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,20,21
0.011701,10,18,3852,13462,1082,1082,1079,1081,4,5,2,1,0,0,0,0,0,9.4e-05,1.9e-05,0.000171,0.000654,0.000345,0,0.00085,4.2e-05,0.000525,0.004482,0.004618,0.010314,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,20,14
0.00825,9,16,3551,12099,1082,1082,1079,1081,4,6,1,0,0,0,0,0,0,0.000116,2.2e-05,0.000131,0.000729,0.000376,0,0.000837,2.6e-05,0.000373,0.003327,0.003431,0.011871,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,20,16
0.00675,5,9,2943,11079,1082,1082,1079,1081,4,2,1,1,0,0,0,0,0,7.6e-05,2.1e-05,0.000104,0.000235,0.000334,0,0.001104,2.2e-05,0.000184,0.001989,0.002088,0.006546,CG+GR+DC+T+BP with AStar,scens/den312d-even-8.scen:,20,0
0.103611,7,14,8034,23402,1361,1361,1361,1361,4,1,1,3,1,0,0,0,0,0,0,0.000226,0,0,0,0,2.7e-05,0.000864,0.009765,0.010053,0.02022,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-22.scen:,20,18
0.018206,10,20,6941,23490,1414,1414,1414,1414,4,1,0,7,1,0,0,0,0,0,0,0.000325,0,0,0,0,1.3e-05,0.00066,0.008034,0.008276,0.015805,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,20,23
0.132857,13,24,18346,45386,1621,1621,1603,1609,9,0,0,4,7,0,0,38,0,0.050514,6.6e-05,0.000545,0.000313,0.003658,0,0.007541,3e-05,0.002479,0.025867,0.026356,0.028887,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,30,22
0.029295,18,34,10880,34485,1414,1414,1414,1414,11,6,0,9,1,0,0,0,0,8e-06,6e-06,0.000356,0,1e-06,0,0.000832,3.4e-05,0.001383,0.014968,0.015349,0.019183,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,20,19
0.092341,7,14,8034,23402,1361,1361,1361,1361,4,1,1,3,1,0,0,0,0,0,0,0.000214,0,0,0,0,2e-05,0.00081,0.008231,0.00852,0.01901,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-22.scen:,20,22
0.026863,17,32,9997,32475,1414,1414,1414,1414,8,3,0,10,2,0,0,0,0,9e-06,7e-06,0.000335,0,0,0,0.000698,2.7e-05,0.001361,0.014338,0.014674,0.017855,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,20,17
0.345359,233,466,147222,425384,1870,1870,1870,1870,69,123,0,108,1,0,0,0,0,0,0,0.005651,0,0,0,0,0.000459,0.019784,0.229533,0.236234,0.018311,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,25,17
0.289384,134,266,90274,233957,2829,2829,2829,2829,45,58,5,8,61,0,0,10,0,0.006938,1.7e-05,0.004649,0.000258,3e-06,0,0.005374,0.000308,0.013394,0.134421,0.139841,0.049433,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-9.scen:,50,58
0.027278,17,32,9997,32475,1414,1414,1414,1414,8,3,0,10,2,0,0,0,0,1.1e-05,6e-06,0.000327,0,0,0,0.000619,3.4e-05,0.001365,0.014459,0.014821,0.018118,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,20,18
0.603951,246,494,215498,542289,2165,2165,2165,2165,96,142,0,82,22,0,0,0,0,0,0,0.00749,0,0,0,0,0.000662,0.02311,0.323914,0.332646,0.036085,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-1.scen:,35,61
0.142261,12,22,20592,50221,1621,1621,1603,1609,8,0,0,4,6,0,0,32,0,0.041589,6.1e-05,0.000496,0.000172,0.003515,0,0.005605,3.3e-05,0.002514,0.026556,0.027018,0.0208,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,30,18
0.024135,17,32,9997,32475,1414,1414,1414,1414,8,3,0,10,2,0,0,0,0,9e-06,6e-06,0.000276,0,2e-06,0,0.000643,3.1e-05,0.001204,0.012718,0.013023,0.01559,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,20,22
0.010999,10,19,6941,23490,1414,1414,1407,1410,4,1,0,7,1,0,0,0,0,9.1e-05,4.7e-05,0.000151,0.000231,0.000848,0,0.00216,1.3e-05,0.00049,0.004964,0.005117,0.009922,CG+GR+DC+T+BP with AStar,scens/den312d-even-18.scen:,20,0
0.136685,9,18,9749,27456,1361,1361,1361,1361,4,2,1,3,2,0,0,2,0,0.000829,3e-06,0.000255,0,0,0,0.000304,2e-05,0.000847,0.010338,0.010637,0.019871,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-22.scen:,20,18
0.004644,3,6,3197,11184,1127,1127,1127,1127,2,1,0,1,0,0,0,0,0,0,0,8.7e-05,0,0,0,0,4e-06,0.000118,0.001734,0.00179,0.012305,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,20,17
0.009878,6,10,5311,17801,1127,1127,1125,1126,8,1,0,3,0,0,0,0,0,5.1e-05,8e-06,0.000129,0.000146,0.000597,0,0.00128,1e-05,0.000283,0.004253,0.004381,0.01132,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,20,22
0.072938,6,11,12171,31443,1621,1621,1603,1609,4,0,0,2,3,0,0,26,0,0.044235,6e-05,0.000263,8e-05,0.004976,0,0.005338,1.3e-05,0.001275,0.014375,0.014637,0.015976,WDG+GR+DC+T+BP with AStar,scens/den312d-even-10.scen:,30,0
0.013771,5,8,4473,15590,1127,1127,1125,1126,9,1,0,2,0,0,0,0,0,1.4e-05,1.1e-05,0.000165,0.000124,0.000509,0,0.002066,1.2e-05,0.000364,0.005748,0.005918,0.017252,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,20,16
0.013169,6,10,4760,15769,1127,1127,1125,1126,6,1,0,3,0,0,0,0,0,5.1e-05,7e-06,0.000156,0.000137,0.000501,0,0.001606,1e-05,0.00044,0.006409,0.006583,0.016328,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,20,21
0.118028,9,18,9749,27456,1361,1361,1361,1361,4,2,1,3,2,0,0,2,0,0.000566,2e-06,0.000217,0,2e-06,0,0.000195,2.1e-05,0.000741,0.009921,0.010205,0.016987,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-22.scen:,20,21
0.011578,5,10,3933,13572,1127,1127,1127,1127,5,1,0,2,1,0,0,0,0,3e-05,7e-06,0.000159,4.3e-05,3e-06,0,0.002158,1.1e-05,0.000427,0.005209,0.00541,0.015188,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,20,39
0.079151,16,32,15442,44562,1776,1776,1776,1776,5,7,6,2,0,0,0,0,0,0,0,0.000517,0,0,0,0,0.00015,0.001657,0.018251,0.018754,0.02504,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-6.scen:,30,23
0.005979,3,5,2950,10739,1127,1127,1125,1126,2,0,0,2,0,0,0,0,0,6e-05,1.3e-05,6.8e-05,4e-05,0.000839,0,0.001008,5e-06,9.6e-05,0.002177,0.002274,0.006367,CG+GR+DC+T+BP with AStar,scens/den312d-even-17.scen:,20,0
0.263028,166,330,100931,289873,1871,1871,1869,1870,45,85,0,78,1,0,0,0,0,7.1e-05,9e-06,0.003641,0,0.000286,0,0.001983,0.000338,0.013162,0.156956,0.161325,0.021717,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,25,16
0.013196,6,14,9336,21999,1173,1173,1173,1173,0,0,0,3,3,0,0,0,0,0,0,0.000133,0,0,0,0,7e-06,0.000564,0.008129,0.008212,0.014175,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,20,18
0.060523,7,13,6744,20798,1361,1361,1352,1359,3,1,1,3,1,0,0,34,0,0.043346,6.1e-05,0.000158,0.000422,0.004113,0,0.003922,1.6e-05,0.000506,0.004983,0.005127,0.006806,WDG+GR+GC+T+BP with AStar,scens/den312d-even-22.scen:,20,0
0.273697,131,260,89482,226532,2829,2829,2828,2829,37,53,6,9,61,0,0,13,0,0.010263,2.5e-05,0.004243,0.00036,6e-06,0,0.004935,0.000272,0.012835,0.132228,0.137133,0.047414,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-9.scen:,50,59
0.011813,5,10,6686,16768,1173,1173,1171,1172,2,0,0,2,2,0,0,0,0,1.3e-05,4e-06,0.000107,1.9e-05,6.6e-05,0,0.000535,8e-06,0.000401,0.005574,0.00563,0.0137,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,20,21
0.014498,8,14,6717,17624,1173,1173,1171,1172,4,0,0,2,4,0,0,0,0,1.4e-05,4e-06,0.000113,0.000112,6.2e-05,0,0.000819,9e-06,0.000681,0.007702,0.007801,0.011104,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,20,21
0.043735,6,12,6836,20705,1322,1322,1322,1322,1,1,0,2,2,0,0,0,0,0,0,0.0002,0,0,0,0,1e-05,0.000633,0.007615,0.007829,0.020584,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,20,18
0.095751,62,122,34894,104894,1871,1871,1867,1869,5,26,0,33,1,0,0,0,0,9.7e-05,1.8e-05,0.001242,8.4e-05,0.000564,0,0.003357,0.000102,0.003933,0.052232,0.053583,0.024145,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,25,23
0.017141,6,10,6629,16448,1173,1173,1171,1172,3,0,0,2,2,0,0,0,0,2.4e-05,8e-06,0.000128,0,0.000101,0,0.000488,6e-06,0.000624,0.008556,0.008646,0.017196,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,20,20
0.01772,5,10,6728,16936,1173,1173,1171,1172,4,0,0,2,2,0,0,0,0,2e-05,8e-06,0.000137,5.4e-05,0.000111,0,0.001339,1e-05,0.000602,0.008783,0.008884,0.017037,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,20,15
0.054749,8,14,8009,24537,1322,1322,1310,1320,5,0,0,2,4,0,0,22,0,0.02196,4.5e-05,0.000175,5.2e-05,0.001047,0,0.00141,1.2e-05,0.000732,0.008115,0.008432,0.014653,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,20,25
0.020178,6,13,9336,21999,1173,1173,1161,1163,0,0,0,3,3,0,0,0,0,0.000112,2.4e-05,0.000136,0,0.002571,0,0.002345,1.1e-05,0.00071,0.011884,0.01199,0.011038,CG+GR+DC+T+BP with AStar,scens/den312d-even-10.scen:,20,0
0.007639,2,4,2868,9915,1192,1192,1192,1192,2,0,0,1,0,0,0,0,0,0,0,0.000123,0,0,0,0,2e-06,0.000125,0.001985,0.002084,0.014115,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-6.scen:,20,15
0.083309,47,92,26878,82106,1871,1871,1867,1869,12,16,0,28,1,0,0,0,0,0.000103,1.7e-05,0.000948,3.7e-05,0.000553,0,0.004973,7.2e-05,0.003195,0.040176,0.041205,0.023536,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,25,24
0.043951,5,8,5160,15536,1322,1322,1318,1322,2,0,0,2,1,0,0,6,0,0.007797,1.1e-05,0.000141,0,0.000572,0,0.001186,5e-06,0.000472,0.006287,0.006459,0.016871,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,20,22
0.011436,4,6,3563,11412,1192,1192,1190,1191,4,0,0,2,0,0,0,0,0,1.4e-05,8e-06,0.000142,3.1e-05,0.000677,0,0.001499,6e-06,0.000227,0.004166,0.00439,0.017848,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-6.scen:,20,15
0.038418,6,10,5436,16654,1322,1322,1318,1322,3,0,0,2,2,0,0,6,0,0.006213,2e-05,0.000131,3.7e-05,0.000511,0,0.00097,1e-05,0.000473,0.005888,0.00608,0.014626,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,20,20
0.279212,68,134,49996,142108,1776,1776,1769,1775,10,51,11,4,0,0,0,34,1,0.045548,7.7e-05,0.001174,0.004403,0.001612,0,0.004173,0.000662,0.005913,0.061095,0.062661,0.025177,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-6.scen:,30,20
0.01077,4,6,3263,10246,1192,1192,1190,1191,3,0,0,2,0,0,0,0,0,1.3e-05,8e-06,0.000105,5.2e-05,0.00072,0,0.001547,5e-06,0.000161,0.003683,0.00389,0.016807,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-6.scen:,20,21
0.231083,106,211,71466,190447,2829,2829,2804,2815,40,41,4,5,55,0,0,69,123,0.090426,0.001917,0.004262,0.001385,0.001966,0,0.013063,0.000277,0.011632,0.10741,0.112383,0.026967,WDG+GR+GC+T+BP with AStar,scens/den312d-even-9.scen:,50,0
0.010042,4,6,3110,9584,1192,1192,1190,1191,2,0,0,2,0,0,0,0,0,1.4e-05,9e-06,9.9e-05,5.3e-05,0.000702,0,0.001549,5e-06,0.00019,0.003614,0.003821,0.016406,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-6.scen:,20,16
0.529478,237,473,210070,530632,2165,2165,2165,2165,107,133,0,78,25,0,0,0,0,4e-06,7e-06,0.00666,0,0,0,0.000223,0.000698,0.021992,0.294877,0.302672,0.036987,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-1.scen:,35,65
0.094046,57,112,30970,94215,1871,1871,1867,1869,7,22,0,32,1,0,0,0,0,0.00011,1.8e-05,0.001031,0.000111,0.000572,0,0.00459,0.000102,0.003443,0.046977,0.048188,0.022796,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,25,19
0.007777,4,6,3604,10912,1192,1192,1190,1191,3,0,0,2,0,0,0,0,0,5e-06,1.1e-05,9e-05,6.6e-05,0.000454,0,0.001405,6e-06,0.000147,0.003061,0.003239,0.012545,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-6.scen:,20,14
0.057956,6,10,9252,25290,1322,1322,1318,1322,5,1,0,2,1,0,0,7,0,0.007442,1.4e-05,0.000185,3.7e-05,0.000547,0,0.001182,1.6e-05,0.001075,0.01222,0.012455,0.016485,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,20,20
0.00788,2,3,2868,9915,1192,1192,1190,1191,2,0,0,1,0,0,0,0,0,1.3e-05,1.4e-05,8e-05,2.6e-05,0.000675,0,0.001863,4e-06,0.000135,0.002197,0.002323,0.010783,CG+GR+DC+T+BP with AStar,scens/den312d-even-6.scen:,20,0
0.032606,5,9,7152,21180,1322,1322,1310,1320,2,0,0,2,2,0,0,19,0,0.020939,3.9e-05,0.00011,5.1e-05,0.001168,0,0.002367,7e-06,0.000422,0.004735,0.004848,0.009541,WDG+GR+GC+T+BP with AStar,scens/den312d-even-4.scen:,20,0
0.054313,14,30,21402,48994,1250,1250,1250,1250,2,6,1,7,0,0,0,0,0,0,0,0.000342,0,0,0,0,2.4e-05,0.000766,0.026242,0.027542,0.021505,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,20,22
0.02634,6,12,3623,13042,1186,1186,1186,1186,3,1,0,2,2,0,0,0,0,0,0,0.00014,0,0,0,0,7e-06,0.000305,0.002413,0.00251,0.013313,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,20,15
0.029506,8,14,3498,12464,1186,1186,1186,1186,2,2,0,2,2,0,0,4,0,0.002872,6e-06,0.000164,6.1e-05,2e-06,0,0.000646,9e-06,0.000456,0.00364,0.003743,0.016855,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,20,20
0.057796,18,38,24773,56574,1250,1250,1249,1250,5,8,3,7,0,0,0,0,0,1e-06,4e-06,0.000331,7.6e-05,0,0,0.000147,3.6e-05,0.001256,0.031224,0.032609,0.017279,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,20,21
0.036535,8,14,3486,12169,1186,1186,1184,1186,2,1,0,2,3,0,0,4,0,0.003285,8e-06,0.000163,7.6e-05,1e-06,0,0.000636,1e-05,0.000529,0.003958,0.004075,0.012295,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,20,23
0.050157,18,38,24773,56574,1250,1250,1249,1250,5,8,3,7,0,0,0,0,0,0,3e-06,0.000285,6.6e-05,0,0,0.000125,3.3e-05,0.001052,0.026231,0.027481,0.017102,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,20,21
0.031669,8,14,3486,12169,1186,1186,1184,1186,2,1,0,2,3,0,0,4,0,0.003086,8e-06,0.000132,7.1e-05,1e-06,0,0.0005,1e-05,0.000496,0.003691,0.003802,0.016359,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,20,22
0.052742,18,38,24773,56574,1250,1250,1249,1250,5,8,3,7,0,0,0,0,0,1e-06,4e-06,0.000295,7.7e-05,1e-06,0,0.000149,3e-05,0.001096,0.028586,0.029841,0.015503,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,20,21
