runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name,number of agents,decompTime
0.090711,7,14,10220,29550,1518,1518,1518,1518,4,0,2,4,0,0,0,0,0,0,0,0.000432,0,0,0,0,3e-05,0.000868,0.011804,0.012314,0.026308,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,25,22
0.039113,6,12,8544,24241,1322,1322,1322,1322,2,1,0,2,2,0,0,0,0,0,0,0.000156,0,0,0,0,8e-06,0.000592,0.006774,0.006953,0.012721,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,20,17
0.07188,8,14,7480,23160,1322,1322,1310,1320,5,0,0,2,4,0,0,21,0,0.028938,6.4e-05,0.000225,4.4e-05,0.001744,0,0.001837,3.4e-05,0.000936,0.010174,0.010576,0.017963,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,20,20
0.043628,6,10,5483,16441,1322,1322,1318,1322,3,0,0,2,2,0,0,5,0,0.006017,1.5e-05,0.000165,0,0.000572,0,0.001091,9e-06,0.000586,0.006711,0.006916,0.016409,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,20,25
0.048094,6,10,5868,17694,1322,1322,1318,1322,3,0,0,2,2,0,0,5,0,0.006689,1.2e-05,0.000158,4e-05,0.000568,0,0.001045,1.1e-05,0.000633,0.007541,0.007757,0.017179,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,20,36
0.368536,39,78,62768,151351,1518,1518,1518,1518,32,24,3,11,0,0,0,2,0,0.001071,5e-06,0.000971,1.9e-05,0,0,0.000453,0.000135,0.004164,0.063573,0.066996,0.017511,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,25,20
0.05923,6,10,9252,25289,1322,1322,1318,1322,5,1,0,2,1,0,0,7,0,0.00735,1.5e-05,0.000215,3.5e-05,0.000579,0,0.001203,1.2e-05,0.001127,0.013102,0.013348,0.016446,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,20,27
0.363825,20,38,18626,57344,2448,2448,2437,2447,13,1,1,12,4,0,0,86,0,0.140522,9.6e-05,0.000778,0.00329,0.013247,0,0.006267,5.6e-05,0.0018,0.017807,0.018645,0.033302,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,35,71
0.048401,6,11,6899,21073,1322,1322,1310,1320,1,1,0,2,2,0,0,20,0,0.03067,7.1e-05,0.000169,0,0.001752,0,0.00359,1e-05,0.000715,0.008151,0.008377,0.00914,WDG+GR+DC+T+BP with AStar,scens/den312d-even-4.scen:,20,0
0.06258,8,16,4484,15826,1186,1186,1186,1186,3,2,0,3,2,0,0,0,0,0,0,0.000242,0,0,0,0,1.5e-05,0.000585,0.005286,0.00547,0.02169,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,20,21
0.018258,5,10,2731,9724,1186,1186,1186,1186,1,1,0,1,2,0,0,3,0,0.002679,3e-06,0.000131,6.1e-05,2e-06,0,0.000574,6e-06,0.000332,0.002554,0.00263,0.019046,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,20,24
0.185189,23,46,36114,85545,1518,1518,1517,1518,19,12,4,6,0,0,0,3,0,0.001308,4e-06,0.000509,5.6e-05,1e-06,0,0.000606,6.4e-05,0.001768,0.028401,0.030182,0.024656,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,25,21
0.037298,8,14,3490,12209,1186,1186,1184,1186,2,1,0,2,3,0,0,4,0,0.003088,7e-06,0.000183,7.1e-05,2e-06,0,0.000648,7e-06,0.000527,0.004066,0.004203,0.018766,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,20,22
0.037516,8,14,3490,12209,1186,1186,1184,1186,2,1,0,2,3,0,0,4,0,0.003357,8e-06,0.00016,7.4e-05,2e-06,0,0.000665,1.2e-05,0.00054,0.00398,0.004101,0.018689,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,20,19
0.023013,8,14,3490,12209,1186,1186,1184,1186,2,1,0,2,3,0,0,4,0,0.001953,4e-06,0.000107,5.7e-05,1e-06,0,0.000372,7e-06,0.000349,0.002421,0.002502,0.011412,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,20,16
0.341246,22,42,21014,63656,2448,2448,2437,2447,14,2,1,13,4,0,0,97,0,0.160224,0.000122,0.000915,0.003385,0.013229,0,0.009054,6.2e-05,0.002248,0.022566,0.023543,0.019554,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,35,72
0.062783,8,15,4484,15826,1186,1186,1180,1186,3,2,0,3,2,0,0,42,0,0.047372,8.2e-05,0.000203,0.00057,0.000907,0,0.005282,1.4e-05,0.000568,0.005257,0.005432,0.010751,WDG+GR+DC+T+BP with AStar,scens/den312d-even-24.scen:,20,0
0.01812,5,10,2498,9720,1082,1082,1082,1082,1,2,2,0,0,0,0,0,0,0,0,0.000186,0,0,0,0,4.4e-05,0.000289,0.002393,0.002483,0.02139,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,20,21
0.245917,23,46,36114,85545,1518,1518,1517,1518,19,12,4,6,0,0,0,3,0,0.00218,1e-05,0.000671,5.7e-05,0,0,0.00089,9.3e-05,0.002482,0.04161,0.04385,0.024863,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,25,21
0.045755,10,18,4059,14332,1082,1082,1079,1081,4,6,2,0,0,0,0,23,0,0.017755,5.1e-05,0.000235,0.001516,0.000558,0,0.001425,7.7e-05,0.000772,0.005856,0.00606,0.016872,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,20,18
0.027246,10,18,3697,12760,1082,1082,1079,1081,2,5,2,1,0,0,0,18,0,0.0104,2.4e-05,0.000141,0.000796,0.000354,0,0.000733,3.8e-05,0.000493,0.003848,0.003986,0.009525,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,20,16
0.224406,10,19,10961,35604,2448,2448,2437,2447,5,0,1,6,2,0,0,77,0,0.176058,0.000136,0.000561,0.001057,0.01784,0,0.008776,3.8e-05,0.001206,0.012327,0.012837,0.019015,WDG+GR+GC+T+BP with AStar,scens/den312d-even-25.scen:,35,0
0.040953,10,18,3697,12760,1082,1082,1079,1081,2,5,2,1,0,0,0,18,0,0.014246,3.2e-05,0.000214,0.001374,0.000545,0,0.001076,6.6e-05,0.000661,0.005184,0.005346,0.01616,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,20,21
0.037622,9,16,3535,12346,1082,1082,1079,1081,6,5,1,1,0,0,0,20,0,0.015487,5.5e-05,0.000191,0.001627,0.000565,0,0.001839,2.8e-05,0.000692,0.005256,0.005426,0.014666,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,20,17
0.207159,23,46,36114,85545,1518,1518,1517,1518,19,12,4,6,0,0,0,3,0,0.002026,9e-06,0.000589,5.7e-05,1e-06,0,0.00092,8e-05,0.002,0.036728,0.038783,0.025069,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,25,20
0.021578,5,9,2939,11062,1082,1082,1079,1081,4,2,1,1,0,0,0,17,0,0.012231,3.3e-05,0.000136,0.000183,0.0006,0,0.001445,2.1e-05,0.000373,0.002833,0.002948,0.010853,WDG+GR+DC+T+BP with AStar,scens/den312d-even-8.scen:,20,0
0.027098,4,8,4253,14990,1414,1414,1414,1414,3,0,0,2,1,0,0,0,0,0,0,0.000215,0,0,0,0,8e-06,0.000359,0.00371,0.003827,0.021549,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,20,21
2.03561,280,560,336482,793158,2730,2730,2719,2721,142,126,40,44,69,0,0,213,92,0.490317,0.001337,0.009722,0.00806,0.041422,0,0.063754,0.001312,0.038387,0.421518,0.434085,0.040637,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-19.scen:,45,58
0.094828,7,13,10444,30441,1518,1518,1510,1516,8,0,2,4,0,0,0,29,0,0.062901,9.6e-05,0.000327,0.000455,0.008719,0,0.004633,3.6e-05,0.000921,0.012579,0.013159,0.013601,WDG+GR+GC+T+BP with AStar,scens/den312d-even-20.scen:,25,0
0.059584,13,24,7698,24844,1414,1414,1414,1414,7,4,0,6,1,0,0,2,0,0.00131,1e-05,0.000266,0,1e-06,0,0.000627,2.5e-05,0.001081,0.009861,0.010105,0.01905,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,20,20
11.2636,2658,5318,4234360,8642322,2377,2377,2377,2377,558,1768,154,493,243,0,0,0,0,0,0,0.088889,0,0,0,0,0.019346,0.307662,5.74769,5.86303,0.034717,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-13.scen:,35,65
0.070524,13,24,8416,26415,1414,1414,1414,1414,9,4,0,5,2,0,0,4,0,0.003106,7e-06,0.0003,9.8e-05,1e-06,0,0.00174,2.5e-05,0.001257,0.011424,0.011712,0.017955,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,20,22
0.120999,7,14,6912,22996,1876,1876,1876,1876,3,0,1,3,2,0,0,0,0,0,0,0.000303,0,0,0,0,1.9e-05,0.000521,0.00519,0.005424,0.021013,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,25,16
0.0698,13,24,8416,26415,1414,1414,1414,1414,9,4,0,5,2,0,0,4,0,0.003091,8e-06,0.000268,9.1e-05,2e-06,0,0.00163,2.4e-05,0.00126,0.011175,0.011437,0.014878,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,20,16
0.070513,13,24,8416,26415,1414,1414,1414,1414,9,4,0,5,2,0,0,4,0,0.003058,7e-06,0.000279,9e-05,0,0,0.001715,2.2e-05,0.00122,0.011244,0.011514,0.017925,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,20,23
0.146295,10,18,8017,26941,1876,1876,1876,1876,5,1,0,4,3,0,0,7,0,0.004611,9e-06,0.000407,0,3e-06,0,0.001334,1.8e-05,0.000947,0.008895,0.009164,0.025869,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,25,22
0.016978,4,7,4253,14990,1414,1414,1407,1413,3,0,0,2,1,0,0,12,0,0.010281,3.6e-05,8.5e-05,8.4e-05,0.000641,0,0.000983,2e-06,0.000215,0.002136,0.0022,0.010172,WDG+GR+DC+T+BP with AStar,scens/den312d-even-18.scen:,20,0
0.016018,3,6,3200,11189,1127,1127,1127,1127,2,1,0,1,0,0,0,0,0,0,0,0.000132,0,0,0,0,2e-06,0.000225,0.002924,0.003029,0.020335,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,20,22
0.21253,41,83,94169,214933,2732,2732,2732,2732,31,13,6,7,14,0,780,0,0,0,0,0.002989,0,0,0,0.016169,0.00025,0.007506,0.122683,0.125878,0.033563,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-2.scen:,40,3.67246e+06
0.0313,4,6,3697,12700,1127,1127,1125,1127,6,0,0,2,0,0,0,10,0,0.014429,1.4e-05,0.000144,0.000122,0.000489,0,0.001981,9e-06,0.000418,0.004476,0.004617,0.01777,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,20,22
0.10976,10,18,8017,26941,1876,1876,1876,1876,5,1,0,4,3,0,0,7,0,0.004485,1e-05,0.000288,0,2e-06,0,0.00126,1.6e-05,0.000748,0.006112,0.006326,0.01641,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,25,17
0.025455,4,6,3695,12694,1127,1127,1125,1127,6,0,0,2,0,0,0,10,0,0.010201,9e-06,0.000123,0.00014,0.000517,0,0.001731,7e-06,0.000326,0.003091,0.003193,0.01704,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,20,17
0.024189,5,8,4431,14705,1127,1127,1125,1127,7,0,0,3,0,0,0,14,0,0.013188,1e-05,0.000119,0.000156,0.00076,0,0.001525,1.2e-05,0.000463,0.003885,0.004016,0.010113,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,20,18
0.069565,8,14,6923,23117,1876,1876,1876,1876,5,1,0,3,2,0,0,7,0,0.00235,6e-06,0.000247,3e-05,3e-06,0,0.001055,9e-06,0.000517,0.005352,0.005608,0.02488,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,25,21
0.018322,4,6,2629,9479,1129,1129,1127,1129,4,0,0,2,0,0,0,7,0,0.006378,2.4e-05,0.000106,5.9e-05,0.000249,0,0.001176,6e-06,0.00027,0.002964,0.003089,0.01515,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,20,23
0.008678,2,3,2386,8990,1127,1127,1125,1127,2,0,0,1,0,0,0,4,0,0.004673,7e-06,6.6e-05,0,0.000287,0,0.000699,3e-06,6.5e-05,0.000966,0.001033,0.006393,WDG+GR+DC+T+BP with AStar,scens/den312d-even-17.scen:,20,0
0.067822,8,14,7437,23777,1876,1876,1876,1876,5,1,0,3,2,0,0,6,0,0.002274,5e-06,0.000212,0,3e-06,0,0.000662,7e-06,0.000443,0.004984,0.00525,0.015233,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,25,17
0.029934,4,10,6847,17405,1173,1173,1173,1173,0,0,0,2,2,0,0,0,0,0,0,0.000163,0,0,0,0,7e-06,0.000644,0.008293,0.008379,0.022864,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,20,21
0.039079,5,10,8395,20069,1173,1173,1171,1173,1,0,0,2,2,0,0,4,0,0.001623,4e-06,0.000111,9e-06,6.5e-05,0,0.000346,6e-06,0.000722,0.008264,0.008341,0.018335,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,20,21
0.086498,7,13,6912,22996,1876,1876,1867,1875,3,0,1,3,2,0,0,40,0,0.069445,4.8e-05,0.000189,0.000539,0.004793,0,0.003226,1.7e-05,0.000446,0.004176,0.004397,0.012261,WDG+GR+GC+T+BP with AStar,scens/den312d-even-25.scen:,25,0
0.033984,6,10,6746,17128,1173,1173,1171,1173,4,0,0,2,2,0,0,6,0,0.003828,7e-06,0.000143,5.9e-05,0.0001,0,0.00087,7e-06,0.000727,0.007957,0.008054,0.018526,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,20,21
0.048379,7,12,8289,20482,1173,1173,1171,1173,4,0,0,2,3,0,0,8,0,0.003298,6e-06,0.000143,3.9e-05,0.000106,0,0.000864,1.2e-05,0.001088,0.010804,0.01091,0.017506,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,20,21
0.03548,6,12,8110,20396,1173,1173,1171,1173,4,0,0,2,3,0,0,10,0,0.004701,6e-06,0.00014,0.000136,0.000108,0,0.001394,1e-05,0.000914,0.009468,0.009591,0.016773,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,20,22
0.0303,4,9,6847,17405,1173,1173,1161,1165,0,0,0,2,2,0,0,7,0,0.014179,2.4e-05,0.000111,0,0.002582,0,0.002472,9e-06,0.000629,0.00791,0.007991,0.010942,WDG+GR+DC+T+BP with AStar,scens/den312d-even-10.scen:,20,0
0.982801,165,329,157688,393970,2165,2165,2165,2165,91,89,0,55,20,0,0,1,0,0.000507,7e-06,0.005182,0,0,0,0.00023,0.000465,0.019791,0.23467,0.240909,0.037305,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-1.scen:,35,24
0.013228,2,4,2867,9914,1192,1192,1192,1192,2,0,0,1,0,0,0,0,0,0,0,9e-05,0,0,0,0,4e-06,0.000115,0.00135,0.001454,0.014568,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-6.scen:,20,13
0.037442,4,6,3946,12148,1192,1192,1190,1192,4,0,0,2,0,0,0,7,0,0.01437,1e-05,0.000142,4.4e-05,0.000716,0,0.001468,8e-06,0.00032,0.004449,0.004683,0.018052,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-6.scen:,20,21
0.036619,4,6,3318,10518,1192,1192,1190,1192,4,0,0,2,0,0,0,7,0,0.014023,1e-05,0.000115,7.7e-05,0.000723,0,0.001869,4e-06,0.000241,0.003849,0.00405,0.016963,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-6.scen:,20,20
0.034707,4,6,3310,10372,1192,1192,1190,1192,3,0,0,2,0,0,0,7,0,0.013889,9e-06,0.00011,3.9e-05,0.000687,0,0.001538,7e-06,0.000283,0.003746,0.003965,0.016,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-6.scen:,20,19
0.036201,4,6,3662,11084,1192,1192,1190,1192,3,0,0,2,0,0,0,8,0,0.014502,1.1e-05,0.000115,5.9e-05,0.000779,0,0.001621,5e-06,0.000323,0.004425,0.004661,0.015987,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-6.scen:,20,22
0.019845,2,3,2867,9914,1192,1192,1190,1192,2,0,0,1,0,0,0,5,0,0.012187,1.1e-05,8.2e-05,0,0.000706,0,0.001491,3e-06,0.000158,0.002233,0.002362,0.010669,WDG+GR+DC+T+BP with AStar,scens/den312d-even-6.scen:,20,0
0.140413,11,24,17707,40531,1250,1250,1250,1250,3,6,1,4,0,0,0,0,0,0,0,0.000298,0,0,0,0,2.1e-05,0.00071,0.020492,0.021627,0.021591,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,20,22
0.135257,12,26,17605,39935,1250,1250,1249,1250,3,6,2,4,0,0,0,1,0,0.000455,4e-06,0.000216,4.7e-05,1e-06,0,0.000144,1.9e-05,0.000835,0.020535,0.021593,0.017505,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,20,23
0.136311,12,26,17605,39935,1250,1250,1249,1250,3,6,2,4,0,0,0,1,0,0.000462,3e-06,0.000215,4.4e-05,1e-06,0,0.000136,2.4e-05,0.000821,0.020851,0.02189,0.017363,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,20,20
0.099043,12,26,17605,39935,1250,1250,1249,1250,3,6,2,4,0,0,0,1,0,0.000266,2e-06,0.000158,3.5e-05,0,0,8.7e-05,1.5e-05,0.000631,0.014604,0.015466,0.010333,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,20,18
0.133908,12,26,17605,39935,1250,1250,1249,1250,3,6,2,4,0,0,0,1,0,0.000438,4e-06,0.000218,5e-05,0,0,0.000146,2.3e-05,0.000847,0.020751,0.021775,0.01732,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,20,25
0.129577,11,23,17726,40602,1250,1250,1243,1248,3,6,1,4,0,0,0,23,11,0.087262,0.000107,0.000224,0.000559,0.009458,0,0.007859,2.2e-05,0.000731,0.02065,0.02182,0.00646,WDG+GR+DC+T+BP with AStar,scens/den312d-even-20.scen:,20,0
0.073829,6,12,6324,19862,1456,1456,1456,1456,1,1,1,3,0,0,0,0,0,0,0,0.000214,0,0,0,0,2e-05,0.00047,0.006773,0.007086,0.021685,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,20,22
0.06654,7,14,6304,19755,1456,1456,1456,1456,1,2,0,4,0,0,0,1,0,0.000479,3e-06,0.000197,0,0,0,0.000166,9e-06,0.000497,0.007008,0.007327,0.019515,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,20,21
0.065099,7,14,6304,19755,1456,1456,1456,1456,1,2,0,4,0,0,0,1,0,0.000515,4e-06,0.000204,0,1e-06,0,0.000158,8e-06,0.000479,0.006874,0.007173,0.019462,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,20,29
0.087849,9,16,7056,21895,1456,1456,1456,1456,3,2,0,4,1,0,0,3,0,0.001521,8e-06,0.000216,3.3e-05,1e-06,0,0.000557,1.3e-05,0.000702,0.008221,0.008535,0.018201,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,20,25
0.083893,7,12,6304,19717,1458,1458,1456,1458,6,1,0,4,0,0,0,7,0,0.006483,1.1e-05,0.00018,3.4e-05,0.000674,0,0.001161,1.2e-05,0.000634,0.007249,0.007445,0.016804,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,20,20
0.07319,6,11,6324,19862,1456,1456,1449,1456,1,1,1,3,0,0,0,23,0,0.05639,7.9e-05,0.000163,0.00029,0.003074,0,0.002292,2e-05,0.000463,0.006642,0.006953,0.011123,WDG+GR+DC+T+BP with AStar,scens/den312d-even-25.scen:,20,0
0.023838,3,8,5047,13847,1261,1261,1261,1261,0,1,0,1,1,0,0,0,0,0,0,0.000145,0,0,0,0,5e-06,0.000338,0.005052,0.005107,0.021054,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-1.scen:,20,39
0.075141,9,18,12485,29991,1261,1261,1256,1258,3,3,0,2,3,0,0,16,0,0.033028,4.2e-05,0.000232,0.000292,0.002115,0,0.00549,1.7e-05,0.001407,0.015923,0.016123,0.018932,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-1.scen:,20,23
1.05637,175,348,169758,421996,2167,2167,2163,2165,82,96,0,53,24,0,0,37,0,0.086941,0.00016,0.004967,0.000852,0.003367,0,0.021331,0.000499,0.019745,0.25326,0.259272,0.033785,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-1.scen:,35,22
0.080596,9,18,12944,31408,1261,1261,1256,1258,5,3,0,2,3,0,0,20,0,0.036435,4.1e-05,0.000252,0.000437,0.002085,0,0.006058,2.1e-05,0.001546,0.01709,0.017323,0.017919,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-1.scen:,20,23
0.077925,9,18,12467,29878,1261,1261,1256,1258,4,3,0,2,3,0,0,17,0,0.034597,4.3e-05,0.000227,0.000358,0.002255,0,0.005579,2.3e-05,0.001475,0.016673,0.016882,0.017406,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-1.scen:,20,22
0.077754,9,18,12467,29878,1261,1261,1256,1258,4,3,0,2,3,0,0,17,0,0.034434,4.2e-05,0.000235,0.000386,0.002107,0,0.005485,1.9e-05,0.001502,0.016806,0.017023,0.017432,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-1.scen:,20,22
0.02375,3,7,5116,14147,1261,1261,1256,1258,0,1,0,1,1,0,0,7,0,0.011672,2.6e-05,9.8e-05,2e-05,0.001258,0,0.002323,4e-06,0.000343,0.005028,0.005084,0.010724,WDG+GR+DC+T+BP with AStar,scens/den312d-even-1.scen:,20,0
0.083385,5,10,10378,27732,1496,1496,1496,1496,2,0,1,2,1,0,0,0,0,0,0,0.000243,0,0,0,0,3.4e-05,0.000793,0.01175,0.011906,0.02122,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-13.scen:,20,21
0.089907,5,10,11034,28116,1496,1496,1496,1496,2,0,1,2,1,0,0,0,0,0,0,0.000232,0,0,0,0,3.7e-05,0.001007,0.013254,0.013425,0.0207,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-13.scen:,20,22
0.091561,7,14,17407,36741,1496,1496,1496,1496,2,1,1,2,2,0,0,1,0,0.00141,4e-06,0.000235,6.4e-05,1e-06,0,0.001076,3.6e-05,0.001173,0.021189,0.021343,0.017597,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-13.scen:,20,23
0.089588,6,12,10690,27673,1496,1496,1496,1496,2,1,1,2,1,0,0,1,0,0.00057,3e-06,0.0002,1.1e-05,0,0,0.000244,3.6e-05,0.001027,0.013333,0.013469,0.017362,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-13.scen:,20,22
0.089398,6,12,10690,27673,1496,1496,1496,1496,2,1,1,2,1,0,0,1,0,0.000559,4e-06,0.000198,1.1e-05,1e-06,0,0.00026,3.9e-05,0.001004,0.01316,0.013293,0.017317,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-13.scen:,20,24
0.08776,5,9,10796,28315,1496,1496,1483,1490,2,0,1,2,1,0,0,22,0,0.05904,8.5e-05,0.000208,0.000931,0.004102,0,0.005928,3.9e-05,0.000835,0.012834,0.012995,0.010757,WDG+GR+DC+T+BP with AStar,scens/den312d-even-13.scen:,20,0
0.011064,4,8,2220,8686,1070,1070,1070,1070,1,1,0,2,0,0,0,0,0,0,0,0.000122,0,0,0,0,3e-06,0.000198,0.00171,0.001765,0.02105,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-23.scen:,20,21
0.010661,4,8,1976,7622,1070,1070,1068,1070,1,0,1,2,0,0,0,1,0,0.001023,4e-06,9.9e-05,0,0.000138,0,0.000181,1.4e-05,0.000257,0.001702,0.001749,0.017297,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-23.scen:,20,23
0.012091,5,8,2088,7967,1070,1070,1068,1070,2,1,0,2,0,0,0,2,0,0.00191,8e-06,0.000121,0,0.000141,0,0.000614,4e-06,0.000275,0.001935,0.002004,0.016799,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-23.scen:,20,22
1.06282,175,348,169758,421996,2167,2167,2163,2165,82,96,0,53,24,0,0,37,0,0.088029,0.00016,0.004978,0.00087,0.003346,0,0.021208,0.000495,0.019781,0.250987,0.256994,0.035803,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-1.scen:,35,24
0.012236,5,8,2031,7746,1070,1070,1068,1070,2,1,0,2,0,0,0,2,0,0.001836,8e-06,9.4e-05,0,0.000138,0,0.000598,7e-06,0.000283,0.002007,0.002059,0.016259,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-23.scen:,20,22
0.024986,7,12,2691,9753,1070,1070,1065,1070,2,1,1,3,0,0,0,9,0,0.010373,2.2e-05,0.000128,0.002285,0.000207,0,0.001175,1.9e-05,0.000387,0.003163,0.00325,0.016096,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-23.scen:,20,21
0.011924,4,7,2360,9364,1070,1070,1065,1070,2,1,0,2,0,0,0,8,0,0.005837,2.4e-05,9.5e-05,7.1e-05,0.000199,0,0.001133,6e-06,0.000232,0.001903,0.001971,0.010738,WDG+GR+DC+T+BP with AStar,scens/den312d-even-23.scen:,20,0
0.143547,14,28,12219,35046,1470,1470,1470,1470,3,5,2,5,1,0,0,0,0,0,0,0.000336,0,0,0,0,5.6e-05,0.001313,0.015874,0.016161,0.020496,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-2.scen:,20,22
0.169779,38,77,79738,177077,2732,2732,2732,2732,28,10,6,7,14,0,780,0,0,0,0,0.002482,0,0,0,0.027296,0.000197,0.005584,0.099045,0.101495,0.041404,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-2.scen:,40,3.7772e+06
