runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name,number of agents,decompTime
0.019482,10,22,7416,23729,1264,1264,1264,1264,3,2,0,8,0,0,0,0,0,0,0,0.000284,0,0,0,0,1.9e-05,0.000761,0.009349,0.009568,0.020954,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-5.scen:,20,21
0.02025,12,22,7350,23716,1264,1264,1264,1264,4,2,0,7,1,0,0,0,0,2.2e-05,7e-06,0.000255,0.00074,2e-06,0,0.001157,2.6e-05,0.000886,0.009576,0.009775,0.018335,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-5.scen:,20,18
0.020552,11,23,8082,25942,1264,1264,1258,1261,3,2,0,9,0,0,0,0,0,0.000245,7.5e-05,0.000249,0.00037,0.003295,0,0.002708,1.4e-05,0.000795,0.010242,0.010477,0.010601,CG+GR+GC+T+BP with AStar,scens/den312d-even-5.scen:,20,0
0.036707,15,30,11349,34650,1467,1467,1467,1467,3,2,0,11,1,0,0,0,0,0,0,0.000415,0,0,0,0,2.3e-05,0.001043,0.015119,0.015569,0.020412,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-16.scen:,20,21
0.075639,35,68,24034,69833,1467,1467,1457,1460,7,3,0,28,2,0,0,0,0,0.000105,0.000118,0.000735,0.00094,0.008549,0,0.007631,6.2e-05,0.002918,0.0358,0.036824,0.018533,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-16.scen:,20,20
0.039114,16,31,12128,37347,1467,1467,1457,1460,5,3,0,11,1,0,0,0,0,0.000262,0.000118,0.000407,0.000575,0.009699,0,0.00749,2.7e-05,0.001117,0.016355,0.016995,0.010728,CG+GR+GC+T+BP with AStar,scens/den312d-even-16.scen:,20,0
0.007848,5,10,2914,10630,1006,1006,1006,1006,1,2,0,2,0,0,0,0,0,0,0,0.000154,0,0,0,0,8e-06,0.000275,0.002881,0.002958,0.021068,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-11.scen:,20,21
0.015875,11,20,5875,19537,1006,1006,1003,1005,4,7,0,2,0,0,0,0,0,3.6e-05,2.9e-05,0.00022,0.00025,0.000827,0,0.001899,1.9e-05,0.00079,0.007929,0.008119,0.017743,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-11.scen:,20,20
0.006635,4,9,2562,9374,1006,1006,1003,1005,0,2,0,2,0,0,0,0,0,8.3e-05,2.2e-05,9.5e-05,1.9e-05,0.000816,0,0.001044,4e-06,0.000212,0.00222,0.002282,0.01114,CG+GR+GC+T+BP with AStar,scens/den312d-even-11.scen:,20,0
0.028117,9,18,11150,30498,1317,1317,1317,1317,2,1,0,7,0,0,0,0,0,0,0,0.000262,0,0,0,0,1.2e-05,0.000628,0.013713,0.013899,0.021153,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-14.scen:,20,20
0.049791,18,34,19345,51021,1317,1317,1311,1314,5,3,0,13,0,0,0,0,0,0.000318,6.6e-05,0.000355,0.000173,0.003329,0,0.004286,2.7e-05,0.001537,0.026733,0.027069,0.018446,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-14.scen:,20,18
0.020948,7,13,8747,24952,1317,1317,1311,1314,2,0,0,6,0,0,0,0,0,0.000271,5.2e-05,0.000178,0.000137,0.003315,0,0.002856,1.2e-05,0.000639,0.010149,0.010291,0.010982,CG+GR+GC+T+BP with AStar,scens/den312d-even-14.scen:,20,0
0.012269,5,12,4733,15277,1055,1055,1055,1055,1,1,0,4,0,0,0,0,0,0,0,0.000167,0,0,0,0,7e-06,0.000386,0.005334,0.005429,0.021001,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-7.scen:,20,21
0.024918,12,24,9259,27994,1055,1055,1051,1053,4,2,0,9,0,0,0,0,0,0.000155,4.5e-05,0.000244,0.000247,0.001993,0,0.002686,3.3e-05,0.001055,0.013518,0.013741,0.017274,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-7.scen:,20,20
0.015437,6,13,5376,17204,1055,1055,1051,1053,0,3,0,3,0,0,0,0,0,0.000172,4.3e-05,0.000127,0.00021,0.003215,0,0.002579,5e-06,0.000369,0.00625,0.006413,0.010849,CG+GR+GC+T+BP with AStar,scens/den312d-even-7.scen:,20,0
0.01471,6,12,4823,15366,1185,1185,1185,1185,3,0,1,1,3,0,0,0,0,0,0,0.000206,0,0,0,0,2.6e-05,0.000529,0.005641,0.005768,0.021085,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-12.scen:,20,20
0.017102,8,14,5620,17098,1185,1185,1181,1182,4,0,1,2,3,0,0,0,0,3.6e-05,1e-05,0.00021,0.000106,0.000478,0,0.001971,2.8e-05,0.000594,0.006964,0.0071,0.019354,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-12.scen:,20,22
0.017816,6,11,6275,18320,1185,1185,1176,1180,4,0,1,1,3,0,0,0,0,7.9e-05,5.2e-05,0.000174,0.000679,0.001778,0,0.004347,3.6e-05,0.000671,0.007639,0.007785,0.010829,CG+GR+GC+T+BP with AStar,scens/den312d-even-12.scen:,20,0
0.006799,3,6,2387,9310,1296,1296,1296,1296,1,1,0,1,0,0,0,0,0,0,0,0.000151,0,0,0,0,3e-06,0.000165,0.001556,0.001599,0.021422,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-15.scen:,20,20
0.012321,6,10,3242,12021,1296,1296,1293,1295,3,2,0,2,0,0,0,0,0,5.6e-05,1.9e-05,0.000171,0.000132,0.000895,0,0.002202,9e-06,0.000257,0.003504,0.003609,0.018891,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-15.scen:,20,21
0.006987,3,5,2387,9310,1296,1296,1293,1295,1,1,0,1,0,0,0,0,0,6.2e-05,2.4e-05,9.8e-05,0,0.001076,0,0.001084,4e-06,0.000163,0.001568,0.001612,0.010767,CG+GR+DC+T+BP with AStar,scens/den312d-even-15.scen:,20,0
0.029241,9,18,9766,27819,1361,1361,1361,1361,3,2,1,4,1,0,0,0,0,0,0,0.000302,0,0,0,0,3.1e-05,0.000808,0.01203,0.012402,0.021088,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-22.scen:,20,22
0.030258,9,18,9839,28210,1361,1361,1361,1361,4,1,1,5,1,0,0,0,0,7e-06,4e-06,0.000319,0,0,0,0.000284,2.8e-05,0.000844,0.012413,0.012855,0.020045,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-22.scen:,20,20
0.032527,10,19,9631,28034,1361,1361,1352,1356,3,2,1,5,1,0,0,0,0,0.000179,9.4e-05,0.000271,0.000879,0.007754,0,0.006942,3e-05,0.000878,0.012122,0.012436,0.010637,CG+GR+DC+T+BP with AStar,scens/den312d-even-22.scen:,20,0
0.017641,7,14,7740,23008,1322,1322,1322,1322,1,1,0,3,2,0,0,0,0,0,0,0.000221,0,0,0,0,1.2e-05,0.000617,0.009497,0.009738,0.020487,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,20,22
6.17607,720,1441,999664,2073555,1770,1770,1748,1756,145,369,27,165,159,0,0,1138,932,4.47978,0.005261,0.01245,0.076338,0.306913,0,0.316681,0.002152,0.072585,0.932491,0.949563,0.013164,WDG+GR+GC+T+BP with AStar,scens/den312d-even-13.scen:,25,0
13.5428,4246,8494,7297428,14534605,1770,1770,1770,1770,593,2948,136,785,377,0,0,0,0,0,0,0.082162,0,0,0,0,0.023238,0.451196,7.85004,7.96679,0.026757,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-13.scen:,25,21
3.5026,2166,4332,1933165,5004105,3238,3238,3238,3238,2255,1317,303,392,153,0,0,0,0,0,0,0.088401,0,0,0,0,0.012325,0.219776,1.97165,2.07173,0.034832,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-12.scen:,55,25
0.01508,5,10,2922,11007,1271,1271,1271,1271,1,1,0,3,0,0,0,0,0,0,0,0.000202,0,0,0,0,4e-06,0.000266,0.002418,0.002503,0.018167,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-23.scen:,25,14
0.024207,9,16,4532,16413,1271,1271,1264,1271,6,1,1,5,0,0,0,20,0,0.011554,2.3e-05,0.000175,0.001188,0.000215,0,0.001151,1.2e-05,0.000427,0.003264,0.003395,0.013503,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-23.scen:,25,16
0.022726,6,13,3984,13767,1271,1271,1264,1271,1,2,0,4,0,0,0,12,0,0.012918,4.7e-05,0.000166,0.000109,0.000735,0,0.00172,8e-06,0.000451,0.003915,0.004033,0.012965,WDG+GR+GC+T+BP with AStar,scens/den312d-even-23.scen:,25,0
0.046429,6,12,5789,18819,1689,1689,1689,1689,1,0,1,3,1,0,0,0,0,0,0,0.000174,0,0,0,0,1.9e-05,0.000342,0.003664,0.003751,0.014529,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-2.scen:,25,16
0.241067,29,56,24997,71456,1689,1689,1686,1689,7,16,3,7,1,0,0,20,0,0.043867,7e-05,0.00079,0.005489,0.000754,0,0.0079,0.000175,0.003101,0.036357,0.037119,0.023464,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-2.scen:,25,22
0.191131,17,35,16417,46027,1689,1689,1682,1687,6,10,2,4,1,0,0,59,16,0.140061,0.000182,0.000542,0.002973,0.007946,0,0.011903,7.1e-05,0.002012,0.021842,0.022387,0.013539,WDG+GR+GC+T+BP with AStar,scens/den312d-even-2.scen:,25,0
0.052393,7,16,7105,24628,1447,1447,1447,1447,11,0,3,3,1,0,0,0,0,0,0,0.000375,0,0,0,0,5.8e-05,0.000928,0.008849,0.009137,0.025907,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-19.scen:,25,22
0.04227,5,12,5311,18344,1447,1447,1447,1447,6,0,2,2,1,0,0,0,0,0,0,0.00026,0,0,0,0,4.3e-05,0.000595,0.005977,0.006154,0.023771,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-19.scen:,25,22
0.048038,5,11,5377,18831,1447,1447,1440,1446,6,0,2,2,1,0,0,17,1,0.031034,6.6e-05,0.00023,0.001938,0.001254,0,0.003606,4.2e-05,0.000603,0.005886,0.006079,0.013577,WDG+GR+GC+T+BP with AStar,scens/den312d-even-19.scen:,25,0
0.017285,4,8,4175,15623,1459,1459,1459,1459,3,0,0,0,3,0,0,0,0,0,0,0.000267,0,0,0,0,1.2e-05,0.00056,0.004309,0.004442,0.025323,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-21.scen:,25,24
0.030907,8,14,8315,22848,1459,1459,1453,1455,5,0,0,0,6,0,0,9,0,0.005561,3.7e-05,0.000315,7.3e-05,3e-06,0,0.001413,1.8e-05,0.00092,0.00996,0.010187,0.023805,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-21.scen:,25,22
0.017163,4,7,4161,15731,1459,1459,1449,1453,3,0,0,0,3,0,0,11,0,0.007206,3e-05,0.000204,7.2e-05,2e-06,0,0.001673,1e-05,0.000595,0.004306,0.004455,0.013417,WDG+GR+GC+T+BP with AStar,scens/den312d-even-21.scen:,25,0
0.009686,3,6,2103,8532,1205,1205,1205,1205,4,0,0,0,2,0,0,0,0,0,0,0.000188,0,0,0,0,6e-06,0.000242,0.00147,0.001541,0.02601,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-9.scen:,25,21
0.019204,6,10,3395,12747,1205,1205,1203,1203,11,0,0,0,4,0,0,10,0,0.006427,1.5e-05,0.000239,0.000146,3e-06,0,0.001021,1e-05,0.000631,0.004073,0.004249,0.022059,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-9.scen:,25,23
0.009772,3,5,2197,8907,1205,1205,1203,1203,4,0,0,0,2,0,0,6,0,0.004139,1.6e-05,0.000128,0.000104,2e-06,0,0.000815,4e-06,0.000248,0.001507,0.001597,0.013441,WDG+GR+GC+T+BP with AStar,scens/den312d-even-9.scen:,25,0
0.118746,15,30,11759,38161,1765,1765,1765,1765,8,5,0,8,1,0,0,0,0,0,0,0.000631,0,0,0,0,3.4e-05,0.001661,0.015625,0.016164,0.026762,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-3.scen:,25,21
0.200469,31,60,20140,62066,1765,1765,1761,1765,10,14,0,13,2,0,0,16,0,0.024165,3.7e-05,0.000887,0.000127,0.002209,0,0.002732,6.4e-05,0.002895,0.02925,0.030133,0.025547,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-3.scen:,25,22
0.118121,15,29,11759,38161,1765,1765,1755,1763,8,5,0,8,1,0,0,54,0,0.083359,0.000305,0.000538,0.000632,0.004358,0,0.009002,3.1e-05,0.001645,0.015303,0.015867,0.013322,WDG+GR+GC+T+BP with AStar,scens/den312d-even-3.scen:,25,0
0.179421,18,36,11672,36797,1630,1630,1623,1630,4,2,3,12,0,0,0,34,0,0.065231,5.9e-05,0.000553,0.002464,0.003842,0,0.003493,6.6e-05,0.001525,0.015564,0.016053,0.023541,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-5.scen:,25,21
0.110403,11,21,7934,26088,1630,1630,1619,1630,4,2,1,7,0,0,0,43,0,0.085041,0.000142,0.000354,0.001182,0.005527,0,0.004365,3.1e-05,0.000906,0.009431,0.009753,0.013493,WDG+GR+GC+T+BP with AStar,scens/den312d-even-5.scen:,25,0
1.95724,68,136,145389,289448,1939,1939,1939,1939,25,16,0,42,9,0,0,0,0,0,0,0.00277,0,0,0,0,0.0002,0.010152,0.196243,0.200347,0.026164,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-16.scen:,25,22
4.48827,1536,3074,2384737,4835881,1770,1770,1770,1770,239,977,47,325,187,0,0,0,0,0,3e-06,0.025743,5.7e-05,1e-06,0,0.001651,0.006652,0.147146,2.59139,2.6296,0.022823,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-13.scen:,25,20
5.75604,2379,4756,2029730,5252201,3238,3238,3238,3238,2160,1503,331,354,189,0,0,0,0,9e-06,2.7e-05,0.139821,6e-06,1e-06,0,0.000192,0.018206,0.347492,3.25545,3.41324,0.055795,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-12.scen:,55,27
9.7322,2658,5317,4234360,8642322,2377,2377,2354,2359,558,1768,154,493,243,0,0,0,0,0.071122,0.024763,0.078818,0.507175,2.05047,0,1.65726,0.016798,0.280995,4.92683,5.03022,0.011023,CG+GR+DC+T+BP with AStar,scens/den312d-even-13.scen:,35,0
0.01704,17,36,9897,34511,1778,1778,1778,1778,10,8,0,8,1,0,0,0,0,0,0,0.000505,0,0,0,0,2.4e-05,0.00109,0.008416,0.008806,0.021346,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-23.scen:,35,16
0.034948,27,54,15034,50290,1778,1778,1769,1774,21,12,0,12,2,0,0,0,0,0.000303,0.000114,0.00084,0.001782,0.002883,0,0.003385,4.3e-05,0.001915,0.016069,0.016783,0.032058,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-23.scen:,35,16
0.016216,17,35,9574,32958,1778,1778,1769,1774,7,8,0,8,1,0,0,0,0,0.000281,0.000116,0.000401,0.000137,0.00279,0,0.00184,2.4e-05,0.000944,0.007788,0.00815,0.010687,CG+GR+DC+T+BP with AStar,scens/den312d-even-23.scen:,35,0
0.065906,26,52,46427,101775,2397,2397,2397,2397,6,6,2,8,9,0,0,0,0,0,0,0.000802,0,0,0,0,6.8e-05,0.002064,0.038259,0.039125,0.021253,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-2.scen:,35,17
2.21865,106,212,161937,348087,1939,1939,1939,1939,24,17,0,77,11,0,0,1,0,0.000387,5e-06,0.003488,0,0,0,0.000164,0.000278,0.012451,0.225892,0.231561,0.024895,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-16.scen:,25,21
0.103543,40,80,65608,155283,2397,2397,2397,2397,10,11,5,9,14,0,0,0,0,0,0,0.001256,0,0,0,0,0.00016,0.003982,0.059354,0.061188,0.02066,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-2.scen:,35,17
0.148468,30,59,68284,141305,2397,2397,2370,2375,12,8,2,7,12,0,0,0,0,0.001578,0.000439,0.001649,0.003618,0.00814,0,0.038021,0.000129,0.004244,0.086103,0.088318,0.018297,CG+GR+DC+T+BP with AStar,scens/den312d-even-2.scen:,35,0
0.163286,67,136,53418,159221,2084,2084,2084,2084,42,22,14,24,7,0,0,0,0,0,0,0.002666,0,0,0,0,0.000377,0.007024,0.082107,0.084885,0.037841,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-19.scen:,35,22
0.073735,31,64,21754,69398,2084,2084,2084,2084,24,6,6,18,1,0,0,0,0,0,0,0.001374,0,0,0,0,0.000148,0.003121,0.032906,0.034144,0.036947,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-19.scen:,35,22
0.165006,67,135,53418,159221,2084,2084,2072,2078,42,22,14,24,7,0,0,0,0,0.003076,0.000876,0.002497,0.020887,0.032375,0,0.012885,0.000383,0.007181,0.08348,0.086247,0.018914,CG+GR+DC+T+BP with AStar,scens/den312d-even-19.scen:,35,0
0.027406,5,10,4168,13911,1315,1315,1315,1315,1,1,1,2,0,0,0,0,0,0,0,0.000233,0,0,0,0,2.2e-05,0.000379,0.003858,0.00396,0.026273,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-11.scen:,25,21
0.055075,19,38,19499,58284,2200,2200,2200,2200,11,7,0,7,4,0,0,0,0,0,0,0.001109,0,0,0,0,5.1e-05,0.001873,0.026955,0.027891,0.037338,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-21.scen:,35,34
0.054279,9,18,6362,19925,1315,1315,1309,1315,3,2,2,4,0,0,0,16,0,0.021136,3.5e-05,0.000301,0.000302,0.001232,0,0.002078,1.9e-05,0.000656,0.00753,0.007741,0.024256,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-11.scen:,25,21
0.023983,4,9,3810,12648,1315,1315,1309,1315,0,1,1,2,0,0,0,7,0,0.014575,2.7e-05,0.000146,5.3e-05,0.001252,0,0.001117,6e-06,0.000302,0.00333,0.003414,0.013548,WDG+GR+GC+T+BP with AStar,scens/den312d-even-11.scen:,25,0
0.048073,5,10,6763,20827,1608,1608,1608,1608,2,0,0,3,1,0,0,0,0,0,0,0.000282,0,0,0,0,8e-06,0.000454,0.006715,0.006842,0.025864,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-14.scen:,25,23
0.173967,61,122,72909,194077,2200,2200,2200,2200,41,32,1,21,6,0,0,0,0,8e-06,3.7e-05,0.002754,0.000179,3e-06,0,0.005336,0.000219,0.008321,0.107852,0.110835,0.034126,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-21.scen:,35,21
0.044948,6,12,6566,19580,1608,1608,1608,1608,1,1,0,3,1,0,0,1,0,0.000426,5e-06,0.00022,2.9e-05,1e-06,0,0.000156,7e-06,0.000714,0.007239,0.007348,0.021892,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-14.scen:,25,21
0.062527,19,37,23775,69428,2200,2200,2178,2183,15,7,0,7,4,0,0,0,0,0.000154,0.000194,0.001072,0.001367,0.006232,0,0.013528,6.5e-05,0.002299,0.033131,0.034241,0.018954,CG+GR+DC+T+BP with AStar,scens/den312d-even-21.scen:,35,0
0.058072,6,11,9648,28110,1608,1608,1600,1608,5,1,0,3,1,0,0,15,0,0.035846,0.00012,0.000252,7.3e-05,0.002203,0,0.00378,1.5e-05,0.000808,0.010719,0.010916,0.013427,WDG+GR+GC+T+BP with AStar,scens/den312d-even-14.scen:,25,0
0.041388,38,78,18745,59750,1886,1886,1886,1886,24,13,4,5,16,0,0,0,0,0,0,0.001344,0,0,0,0,9.5e-05,0.003338,0.027196,0.02846,0.037277,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-9.scen:,35,21
0.127748,11,22,21843,48550,1403,1403,1403,1403,5,3,0,4,3,0,0,0,0,0,0,0.000414,0,0,0,0,2.7e-05,0.002256,0.027951,0.028276,0.026483,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-7.scen:,25,23
0.080419,78,154,35846,112280,1886,1886,1879,1882,53,26,8,10,32,0,0,0,0,0.000661,0.00042,0.00235,0.000832,0.000561,0,0.006561,0.000171,0.006649,0.056168,0.058684,0.033181,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-9.scen:,35,21
0.043333,39,77,19414,62429,1886,1886,1879,1882,26,13,4,5,16,0,0,0,0,0.000682,0.00044,0.001306,0.000742,0.000619,0,0.005768,9.7e-05,0.003434,0.028231,0.029595,0.018835,CG+GR+DC+T+BP with AStar,scens/den312d-even-9.scen:,35,0
0.076515,33,66,24578,77647,2300,2300,2300,2300,22,16,0,15,1,0,0,0,0,0,0,0.001718,0,0,0,0,7.8e-05,0.003219,0.036637,0.03822,0.038078,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-3.scen:,35,25
0.070273,31,62,24151,75315,2300,2300,2300,2300,16,13,0,16,1,0,0,0,0,0,0,0.001485,0,0,0,0,7.1e-05,0.002763,0.034748,0.03609,0.035811,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-3.scen:,35,22
0.359041,19,38,34379,68398,1405,1405,1403,1403,2,5,0,4,9,0,0,43,0,0.227426,0.000121,0.000518,0.000844,0.006602,0,0.024132,3.7e-05,0.003628,0.044527,0.045036,0.023319,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-7.scen:,25,17
0.075624,33,65,24578,77647,2300,2300,2289,2294,22,16,0,15,1,0,0,0,0,0.000572,0.000461,0.001479,0.00138,0.010497,0,0.018256,8.3e-05,0.003204,0.035982,0.037507,0.018938,CG+GR+DC+T+BP with AStar,scens/den312d-even-3.scen:,35,0
0.066912,5,9,10379,25683,1403,1403,1395,1401,2,0,0,3,1,0,0,17,0,0.043438,8.6e-05,0.000195,0.000187,0.003046,0,0.003269,1e-05,0.000873,0.012468,0.012612,0.01343,WDG+GR+GC+T+BP with AStar,scens/den312d-even-7.scen:,25,0
0.079592,15,30,9281,30028,1369,1369,1369,1369,10,9,1,1,3,0,0,0,0,0,0,0.000525,0,0,0,0,5.3e-05,0.001471,0.012573,0.013037,0.027153,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-12.scen:,25,21
0.119494,19,36,13822,39855,1369,1369,1365,1367,14,11,1,2,3,0,0,12,0,0.016874,2.8e-05,0.000547,5.4e-05,0.000982,0,0.002501,7.4e-05,0.002326,0.019927,0.020459,0.02441,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-12.scen:,25,24
0.079037,15,29,9281,30028,1369,1369,1359,1365,10,9,1,1,3,0,0,45,6,0.051982,0.000155,0.000441,0.00157,0.002483,0,0.005904,5.2e-05,0.001472,0.012446,0.012911,0.013358,WDG+GR+GC+T+BP with AStar,scens/den312d-even-12.scen:,25,0
0.189429,7,14,13153,30685,1564,1564,1564,1564,2,1,0,3,2,0,0,0,0,0,0,0.000365,0,0,0,0,1.7e-05,0.00131,0.016184,0.016417,0.026778,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-15.scen:,25,23
0.183091,9,16,11935,29532,1564,1564,1563,1564,4,2,0,3,2,0,0,3,0,0.001052,1e-05,0.000338,1.5e-05,2e-06,0,0.000309,1.6e-05,0.001275,0.015663,0.015905,0.024699,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-15.scen:,25,20
0.189534,7,13,13153,30685,1564,1564,1547,1554,2,1,0,3,2,0,0,34,0,0.141466,8.5e-05,0.000268,0.000503,0.016759,0,0.010214,1.6e-05,0.001281,0.016283,0.016513,0.013586,WDG+GR+DC+T+BP with AStar,scens/den312d-even-15.scen:,25,0
0.097863,9,18,9216,27456,1632,1632,1632,1632,4,2,1,4,1,0,0,0,0,0,0,0.000423,0,0,0,0,2.7e-05,0.001044,0.010902,0.011337,0.026598,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-22.scen:,25,21
0.112006,11,22,10789,31454,1632,1632,1632,1632,5,4,1,4,1,0,0,1,0,0.000269,3e-06,0.000322,0,1e-06,0,0.000123,2.4e-05,0.000953,0.01004,0.01047,0.024663,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-22.scen:,25,24
0.054895,9,17,9019,27056,1632,1632,1620,1630,4,2,1,4,1,0,0,39,0,0.038459,7.2e-05,0.000205,0.000308,0.00315,0,0.003207,2.2e-05,0.000665,0.006538,0.006822,0.007744,WDG+GR+DC+T+BP with AStar,scens/den312d-even-22.scen:,25,0
3.87098,322,641,359833,804676,2299,2299,2291,2291,62,223,7,59,32,0,0,845,63,2.48397,0.004361,0.011229,0.028194,0.104801,0,0.27498,0.00168,0.043149,0.513427,0.52719,0.035065,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-5.scen:,35,22
0.051781,7,14,6846,22127,1688,1688,1688,1688,2,0,1,2,3,0,0,0,0,0,0,0.000344,0,0,0,0,1.2e-05,0.000702,0.007562,0.007861,0.024988,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,25,22
0.143328,25,52,40482,84488,1690,1690,1688,1690,3,10,2,6,7,0,0,2,0,0.002778,6e-06,0.000606,0,0.000242,0,0.000463,5.6e-05,0.003261,0.052261,0.052952,0.023302,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,25,22
0.068346,6,11,20731,37426,1688,1688,1673,1682,1,0,1,2,2,0,0,25,0,0.035673,4.5e-05,0.00025,8.6e-05,0.001867,0,0.002897,1.4e-05,0.000694,0.022527,0.022808,0.013448,WDG+GR+DC+T+BP with AStar,scens/den312d-even-4.scen:,25,0
0.029843,5,10,3394,12562,1353,1353,1353,1353,3,0,0,2,2,0,0,0,0,0,0,0.000249,0,0,0,0,1e-05,0.000409,0.003323,0.00345,0.0265,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,25,20
0.066374,11,20,5871,19687,1353,1353,1347,1353,5,1,0,4,4,0,0,30,0,0.03095,6.9e-05,0.00034,0.001488,0.000644,0,0.003632,2.2e-05,0.000913,0.007559,0.007832,0.024048,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,25,21
0.044101,7,13,4251,15309,1353,1353,1345,1353,3,1,0,3,2,0,0,28,0,0.031441,0.00011,0.000224,0.000326,0.001061,0,0.002673,1.4e-05,0.000575,0.004769,0.004969,0.0134,WDG+GR+DC+T+BP with AStar,scens/den312d-even-24.scen:,25,0
4.18869,2166,4331,1933165,5004105,3238,3238,3200,3211,2255,1317,303,392,153,0,0,0,0,0.020456,0.033853,0.103788,0.641184,0.168188,0,0.320073,0.014334,0.258076,2.33886,2.45624,0.02983,CG+GR+GC+T+BP with AStar,scens/den312d-even-12.scen:,55,0
0.072868,13,26,7703,24745,1456,1456,1456,1456,1,5,1,5,1,0,0,0,0,0,0,0.000419,0,0,0,0,3.7e-05,0.000951,0.009573,0.009883,0.026371,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,25,21
