runtime,#high-level expanded,#high-level generated,#low-level expanded,#low-level generated,solution cost,min f value,root g value,root f value,#adopt bypasses,standard conflicts,rectangle conflicts,corridor conflicts,target conflicts,mutex conflicts,#merge MDDs,#solve 2 agents,#memoization,runtime of building heuristic graph,runtime of solving MVC,runtime of detecting conflicts,runtime of rectangle conflicts,runtime of corridor conflicts,runtime of mutex conflicts,runtime of building MDDs,runtime of building constraint tables,runtime of building CATs,runtime of path finding,runtime of generating child nodes,preprocessing runtime,solver name,instance name,number of agents,decompTime
0.230448,156,311,147829,366136,1941,1941,1928,1932,50,74,0,66,16,0,0,0,0,0.00329,0.000846,0.002654,0.00401,0.047924,0,0.03047,0.000241,0.011486,0.13571,0.138862,0.009399,CG+GR+GC+T+BP with AStar,scens/den312d-even-1.scen:,30,0
0.074367,35,72,24223,75950,2084,2084,2084,2084,24,6,6,21,2,0,0,0,0,2e-06,8e-06,0.001454,0,1e-06,0,6e-05,0.000153,0.00347,0.036834,0.038186,0.036345,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-19.scen:,35,21
0.166911,73,147,55101,166536,2084,2084,2072,2078,48,24,16,26,7,0,0,0,0,0.00315,0.000915,0.002675,0.01839,0.031457,0,0.013465,0.000425,0.007791,0.088018,0.091047,0.019208,CG+GR+GC+T+BP with AStar,scens/den312d-even-19.scen:,35,0
0.05439,19,38,18950,56957,2200,2200,2200,2200,11,7,0,7,4,0,0,0,0,0,0,0.001084,0,0,0,0,5.9e-05,0.002064,0.026534,0.027442,0.037323,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-21.scen:,35,22
0.179995,57,114,79250,202172,2200,2200,2200,2200,46,25,1,24,6,0,0,0,0,2.8e-05,2e-05,0.002802,7.2e-05,3e-06,0,0.003341,0.000251,0.009606,0.117791,0.120738,0.034436,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-21.scen:,35,19
0.048393,15,29,16502,49105,2200,2200,2178,2183,8,3,0,7,4,0,0,0,0,0.000208,0.000163,0.000778,0.000943,0.005743,0,0.011499,4e-05,0.001494,0.022451,0.023208,0.019318,CG+GR+GC+T+BP with AStar,scens/den312d-even-21.scen:,35,0
0.042637,39,78,18589,59310,1886,1886,1886,1886,21,13,4,5,16,0,0,0,0,0,0,0.001384,0,0,0,0,8.6e-05,0.003347,0.027512,0.028789,0.037491,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-9.scen:,35,21
0.08173,77,154,35887,111954,1886,1886,1879,1882,60,26,8,10,32,0,0,0,0,0.000622,0.000432,0.002391,0.000688,0.000667,0,0.005444,0.000202,0.007014,0.057603,0.060153,0.032872,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-9.scen:,35,20
0.045266,39,77,20263,63954,1886,1886,1879,1882,25,13,4,5,16,0,0,0,0,0.000687,0.000452,0.001329,0.000775,0.000566,0,0.005883,9.6e-05,0.003527,0.029752,0.031152,0.019147,CG+GR+GC+T+BP with AStar,scens/den312d-even-9.scen:,35,0
0.067224,30,60,23103,72183,2300,2300,2300,2300,15,15,0,13,1,0,0,0,0,0,0,0.00155,0,0,0,0,7.9e-05,0.002918,0.033606,0.034979,0.038001,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-3.scen:,35,24
0.06917,34,68,25575,78923,2300,2300,2300,2300,13,17,0,14,2,0,0,0,0,7e-06,8e-06,0.00152,0,1e-06,0,0.000213,7.7e-05,0.003294,0.037296,0.038662,0.03625,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-3.scen:,35,22
0.067246,30,59,23103,72183,2300,2300,2289,2294,15,15,0,13,1,0,0,0,0,0.000525,0.000443,0.001355,0.001438,0.007459,0,0.01547,7.3e-05,0.002886,0.033713,0.035099,0.019169,CG+GR+GC+T+BP with AStar,scens/den312d-even-3.scen:,35,0
6.02076,3607,7215,2780379,7303776,2850,2850,2815,2823,2975,2721,326,394,166,0,0,0,0,0.027131,0.051516,0.155394,0.674901,0.283679,0,0.608983,0.019856,0.393372,3.56282,3.73992,0.026867,CG+GR+DC+T+BP with AStar,scens/den312d-even-12.scen:,50,0
2.36568,903,1808,915762,2171516,2555,2555,2555,2555,29,47,4,847,5,0,0,0,0,0,0,0.03722,0,0,0,0,0.002575,0.073265,1.41952,1.49123,0.037385,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-16.scen:,35,25
14.0698,4354,8710,7814737,15369057,2170,2170,2170,2170,775,3150,164,773,267,0,0,0,0,0,0,0.105125,0,0,0,0,0.029667,0.479485,8.15828,8.30016,0.01864,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-13.scen:,30,15
6.78261,2987,5974,2739279,6679584,2555,2555,2555,2555,80,86,9,2731,160,0,0,0,0,5e-06,9e-06,0.109555,0,1e-06,0,0.000139,0.008005,0.243801,4.22661,4.44433,0.034837,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-16.scen:,35,24
34.584,2985,5970,8713512,16256511,3385,3385,3385,3385,125,366,77,402,2139,0,0,0,0,0,0,0.175626,0,0,0,0,0.022316,0.607629,10.7912,11.1772,0.051885,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,50,25
7.33621,3358,6715,2930019,7226782,2555,2555,2529,2536,89,100,10,3103,144,0,0,0,0,0.045086,0.064711,0.131259,0.514657,0.81109,0,0.743774,0.008301,0.282298,4.59225,4.83461,0.018854,CG+GR+DC+T+BP with AStar,scens/den312d-even-16.scen:,35,0
0.480092,425,852,200058,564989,1977,1977,1977,1977,11,204,47,174,0,0,0,0,0,0,0,0.010678,0,0,0,0,0.000817,0.030825,0.318712,0.330996,0.038412,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-11.scen:,35,25
0.344198,260,520,127166,357460,1977,1977,1973,1975,22,111,28,102,18,0,0,0,0,0.000122,2.9e-05,0.005965,9.6e-05,0.000346,0,0.002624,0.000562,0.01643,0.197271,0.204099,0.035192,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-11.scen:,35,23
0.476974,425,851,200058,564989,1977,1977,1962,1968,11,204,47,174,0,0,0,0,0,0.008131,0.005933,0.010511,0.017323,0.063025,0,0.038487,0.000848,0.030845,0.316187,0.328425,0.01882,CG+GR+DC+T+BP with AStar,scens/den312d-even-11.scen:,35,0
0.461076,210,420,261146,671596,2280,2280,2280,2280,113,108,2,96,3,0,0,0,0,0,0,0.006522,0,0,0,0,0.000464,0.019108,0.291391,0.2989,0.037417,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-14.scen:,35,23
0.222566,75,148,86408,217250,2280,2280,2279,2279,20,18,0,53,2,0,0,0,0,1.8e-05,4.8e-05,0.002674,0.000503,0.000619,0,0.00301,0.000169,0.006354,0.124345,0.127207,0.034143,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-14.scen:,35,23
0.551351,189,377,235263,592392,2280,2280,2265,2271,77,70,5,110,3,0,0,0,0,0.004794,0.00297,0.007662,0.023653,0.063891,0,0.083412,0.000547,0.02045,0.34755,0.356403,0.018648,CG+GR+DC+T+BP with AStar,scens/den312d-even-14.scen:,35,0
0.198371,73,148,88935,204668,1945,1945,1945,1945,14,15,0,47,11,0,0,0,0,0,0,0.002535,0,0,0,0,0.000171,0.00852,0.127519,0.130458,0.038105,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-7.scen:,35,27
10.7704,2660,5322,4571219,9040478,2170,2170,2170,2170,592,1798,112,491,259,0,0,0,0,0,5e-06,0.079135,0.000152,0,0,0.0033,0.015397,0.354941,6.42362,6.52786,0.028892,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-13.scen:,30,23
0.127019,34,66,48207,102661,1945,1945,1943,1943,5,7,0,15,10,0,0,0,0,0.000248,0.000192,0.001174,0.001642,0.008212,0,0.027959,8.2e-05,0.003289,0.064712,0.065973,0.033408,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-7.scen:,35,24
0.207809,74,149,94695,211001,1945,1945,1933,1936,18,15,0,48,11,0,0,0,0,0.001867,0.001006,0.002584,0.002169,0.029838,0,0.027526,0.000188,0.009685,0.13469,0.137741,0.019254,CG+GR+DC+T+BP with AStar,scens/den312d-even-7.scen:,35,0
0.165625,70,140,56303,156060,2136,2136,2136,2136,44,39,8,15,7,0,0,0,0,0,0,0.003142,0,0,0,0,0.000431,0.00789,0.086973,0.090276,0.038053,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-12.scen:,35,23
0.171274,72,142,58355,159222,2137,2137,2135,2135,40,43,9,10,8,0,0,0,0,8.1e-05,0.000149,0.002845,0.001219,0.000661,0,0.007908,0.000429,0.007718,0.088937,0.091944,0.035091,CG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-12.scen:,35,22
0.166908,70,139,56303,156060,2136,2136,2114,2120,44,39,8,15,7,0,0,0,0,0.000778,0.000837,0.003025,0.015464,0.006745,0,0.036785,0.000407,0.007964,0.087303,0.090654,0.018993,CG+GR+DC+T+BP with AStar,scens/den312d-even-12.scen:,35,0
15.1247,5470,10941,6019308,14062437,2958,2958,2958,2958,410,444,18,4854,153,0,780,0,0,0,0,0.26312,0,0,0,0.017262,0.018067,0.586739,9.68485,10.2521,0.034386,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-16.scen:,40,2.52084e+06
2.16974,114,229,190865,395722,2739,2739,2739,2739,22,29,9,71,4,0,780,0,0,0,0,0.005938,0,0,0,0.024389,0.000453,0.01963,0.272421,0.278986,0.04287,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-15.scen:,40,3.25588e+06
30.3506,9654,19308,8527653,20513690,3422,3422,3422,3422,5321,3803,1979,1736,2135,0,0,0,0,0,0,0.496664,0,0,0,0,0.062505,1.34243,13.1512,13.7953,0.034728,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-15.scen:,55,18
2.30241,117,237,254030,505506,2739,2739,2739,2739,58,51,8,52,5,0,780,3,0,0.003782,2.2e-05,0.006141,5e-05,1e-06,0,0.025495,0.00047,0.023806,0.353227,0.360224,0.042336,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-15.scen:,40,3.25389e+06
1.62359,93,187,177812,366908,2739,2739,2702,2718,55,22,8,47,16,0,0,310,155,1.15825,0.002216,0.0052,0.042043,0.067629,0,0.07235,0.000447,0.016138,0.251714,0.25811,0.021851,WDG+GR+GC+T+BP with AStar,scens/den312d-even-15.scen:,40,0
15.2051,5484,10969,6134072,14289622,2958,2958,2958,2958,533,670,27,4569,217,0,780,0,0,0.002628,1.1e-05,0.243385,0,1e-06,0,0.025318,0.018032,0.561105,9.69589,10.2331,0.041207,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-16.scen:,40,3.3189e+06
21.1997,5546,11093,8828329,17731816,2170,2170,2147,2151,994,4013,224,874,435,0,0,0,0,0.177035,0.052474,0.171849,1.00899,3.96348,0,2.75379,0.041625,0.680787,12.1003,12.3232,0.016357,CG+GR+GC+T+BP with AStar,scens/den312d-even-13.scen:,30,0
0.021575,16,34,8479,29782,1526,1526,1526,1526,10,8,0,8,0,0,0,0,0,0,0,0.000582,0,0,0,0,2.9e-05,0.001379,0.011402,0.011858,0.031804,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-23.scen:,30,22
0.023375,27,52,14154,48843,1526,1526,1519,1523,23,7,6,12,0,0,0,0,0,0.000317,0.000109,0.000591,0.001203,0.001332,0,0.001621,9.4e-05,0.001705,0.013267,0.013853,0.016496,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-23.scen:,30,17
0.021478,16,33,8277,28290,1526,1526,1519,1523,6,8,0,8,0,0,0,0,0,0.000376,0.000189,0.000463,0.000262,0.003134,0,0.002155,2.4e-05,0.001259,0.010853,0.011278,0.016364,CG+GR+GC+T+BP with AStar,scens/den312d-even-23.scen:,30,0
0.047797,23,46,40216,85776,2109,2109,2109,2109,5,6,3,5,8,0,0,0,0,0,0,0.000609,0,0,0,0,7.7e-05,0.001672,0.031049,0.03177,0.018033,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-2.scen:,30,16
0.040683,20,40,31120,73294,2109,2109,2109,2109,7,7,2,4,6,0,0,0,0,0,0,0.000577,0,0,0,0,6e-05,0.001645,0.025297,0.025986,0.018169,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-2.scen:,30,17
0.039203,20,39,29520,71085,2109,2109,2088,2093,9,5,2,5,7,0,0,0,0,0.000543,0.000119,0.000539,0.000991,0.001281,0,0.007218,6.3e-05,0.001707,0.024311,0.025041,0.009537,CG+GR+GC+T+BP with AStar,scens/den312d-even-2.scen:,30,0
0.299001,177,356,159037,444574,1807,1807,1807,1807,113,86,26,48,17,0,0,0,0,0,0,0.003587,0,0,0,0,0.000665,0.013774,0.152636,0.15691,0.018821,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-19.scen:,30,16
0.282307,178,358,171409,468281,1807,1807,1807,1807,119,97,24,41,16,0,0,0,0,0,0,0.003445,0,0,0,0,0.00064,0.014027,0.161943,0.166085,0.017964,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-19.scen:,30,16
0.136668,99,199,84551,237541,1807,1807,1795,1800,64,45,18,27,9,0,0,0,0,0.002993,0.000483,0.001968,0.010561,0.024387,0,0.012431,0.000388,0.007057,0.078535,0.080832,0.009552,CG+GR+GC+T+BP with AStar,scens/den312d-even-19.scen:,30,0
0.011937,10,22,7864,26472,1742,1742,1742,1742,4,3,0,3,4,0,0,0,0,0,0,0.000335,0,0,0,0,1.5e-05,0.000569,0.005898,0.006116,0.018778,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-21.scen:,30,17
0.019095,8,16,6790,23411,1742,1742,1742,1742,7,1,0,2,4,0,0,0,0,9e-06,1.2e-05,0.000401,0.000103,2e-06,0,0.002183,2.2e-05,0.000876,0.008541,0.008803,0.027288,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-21.scen:,30,22
0.019817,10,21,8244,27712,1742,1742,1728,1731,5,2,0,4,4,0,0,0,0,9.9e-05,6.6e-05,0.000411,0.000187,0.001272,0,0.003302,2.6e-05,0.000996,0.010052,0.010392,0.016066,CG+GR+GC+T+BP with AStar,scens/den312d-even-21.scen:,30,0
0.020723,35,70,15894,47291,1572,1572,1572,1572,6,9,4,5,16,0,0,0,0,0,0,0.000496,0,0,0,0,4.9e-05,0.00131,0.01288,0.013334,0.031398,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-9.scen:,30,24
0.068179,69,138,34036,96368,1572,1572,1565,1568,20,20,8,8,32,0,0,0,0,0.000605,0.000271,0.001431,0.000457,0.00078,0,0.004405,0.00013,0.004987,0.050113,0.051681,0.027283,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-9.scen:,30,20
0.020842,35,69,17623,50951,1572,1572,1565,1568,6,10,4,4,16,0,0,0,0,0.000466,0.000133,0.00045,0.000237,0.000458,0,0.002251,4.4e-05,0.001412,0.014151,0.014637,0.009358,CG+GR+GC+T+BP with AStar,scens/den312d-even-9.scen:,30,0
0.050135,25,50,16264,52733,1928,1928,1928,1928,10,8,0,15,1,0,0,0,0,0,0,0.000984,0,0,0,0,5.6e-05,0.002122,0.023047,0.0239,0.032235,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-3.scen:,30,23
0.05477,27,52,17492,57588,1928,1928,1924,1926,16,10,0,13,2,0,0,0,0,6.4e-05,3.7e-05,0.001024,0.000209,0.002281,0,0.003806,5.8e-05,0.002328,0.026006,0.026913,0.030116,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-3.scen:,30,22
0.05079,25,49,16264,52733,1928,1928,1918,1922,10,8,0,15,1,0,0,0,0,0.00033,0.000278,0.000882,0.00106,0.00778,0,0.011482,5.6e-05,0.002131,0.023427,0.024301,0.016208,CG+GR+GC+T+BP with AStar,scens/den312d-even-3.scen:,30,0
32.9684,3349,6697,7964686,15425330,3385,3385,3326,3346,204,382,77,450,2439,0,0,7281,6612,18.8011,0.048342,0.171634,0.271159,1.10465,0,2.95851,0.019378,0.598656,9.14069,9.48527,0.026733,WDG+GR+DC+T+BP with AStar,scens/den312d-even-4.scen:,50,0
1.05639,210,420,195287,585120,2993,2993,2993,2993,301,150,18,31,10,0,0,0,0,0,0,0.010322,0,0,0,0,0.000905,0.024589,0.19875,0.212291,0.031858,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,50,16
2.17134,410,818,381353,1143279,2993,2993,2974,2987,567,236,62,87,23,0,0,657,436,0.583101,0.002445,0.019849,0.022717,0.049849,0,0.039477,0.001825,0.049298,0.397141,0.42468,0.030304,WDG+GR+DC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,50,18
55.4721,16937,33824,24684856,51204434,2298,2298,2298,2298,2437,2761,1569,7214,5392,0,0,0,0,0,0,0.512224,0,0,0,0,0.130733,2.15947,27.5847,28.3314,0.037887,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-5.scen:,35,24
1.08522,210,419,195287,585120,2993,2993,2974,2987,301,150,18,31,10,0,0,779,530,0.7292,0.002634,0.010446,0.020387,0.053546,0,0.039892,0.000887,0.024773,0.202314,0.216092,0.026764,WDG+GR+DC+T+BP with AStar,scens/den312d-even-24.scen:,50,0
0.956151,418,825,380128,903376,2298,2298,2291,2291,103,162,31,178,46,0,0,0,0,0.005399,0.001817,0.010559,0.015114,0.17713,0,0.153901,0.00131,0.033568,0.455792,0.46953,0.02078,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-5.scen:,35,16
1.29576,127,255,268287,547424,2696,2696,2696,2696,14,6,11,9,100,0,780,0,0,0,0,0.006761,0,0,0,0.022936,0.000583,0.022284,0.364937,0.377006,0.042734,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,40,2.99891e+06
17.3754,8614,17227,6820646,17996232,2013,2013,2013,2013,3326,5102,605,1820,1086,0,0,0,0,0,0,0.274105,0,0,0,0,0.043795,0.946503,10.78,11.1133,0.032151,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-5.scen:,30,23
0.734388,60,120,86996,215984,2698,2698,2685,2685,18,14,1,2,41,0,780,164,10,0.365762,0.000695,0.003403,0.001191,0.005295,0,0.079391,0.00025,0.010384,0.117668,0.12196,0.038225,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,40,2.98902e+06
1.0248,84,167,158047,332039,2696,2696,2662,2677,19,5,4,7,67,0,0,274,26,0.643815,0.001069,0.004466,0.005262,0.022169,0,0.110948,0.000374,0.014581,0.222112,0.229504,0.021765,WDG+GR+GC+T+BP with AStar,scens/den312d-even-4.scen:,40,0
0.610373,43,87,63519,166117,2478,2478,2478,2478,47,17,4,16,5,0,780,0,0,0,0,0.003362,0,0,0,0.022154,0.000201,0.008284,0.08952,0.093115,0.043127,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,40,2.86032e+06
32.1902,9654,19307,8527653,20513690,3422,3422,3367,3391,5321,3803,1979,1736,2135,0,0,1661,34109,6.75351,0.286137,0.512892,1.24689,7.78393,0,0.333853,0.062577,1.38145,13.83,14.492,0.030119,WDG+GR+GC+T+BP with AStar,scens/den312d-even-15.scen:,55,0
0.425522,52,103,49583,148641,2478,2478,2478,2478,51,23,2,16,9,0,780,14,0,0.014893,9.3e-05,0.00316,0.000239,7e-06,0,0.026781,0.000174,0.007658,0.072128,0.075459,0.039458,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,40,2.86879e+06
0.544424,50,99,54907,158214,2478,2478,2463,2475,67,21,4,18,6,0,0,246,38,0.385204,0.00097,0.003433,0.006396,0.021522,0,0.031135,0.000227,0.008823,0.085002,0.089296,0.021648,WDG+GR+GC+T+BP with AStar,scens/den312d-even-24.scen:,40,0
0.616902,62,125,69567,170099,2280,2280,2280,2280,20,17,8,30,6,0,780,0,0,0,0,0.003139,0,0,0,0.01841,0.000278,0.007443,0.096636,0.099783,0.044035,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,40,2.41218e+06
0.787396,91,182,97309,233722,2280,2280,2280,2280,19,32,11,38,8,0,780,2,0,0.001265,2.2e-05,0.003505,0,2e-06,0,0.018335,0.000336,0.010065,0.138191,0.141926,0.040167,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-8.scen:,40,2.40543e+06
0.613328,57,113,61766,146257,2280,2280,2260,2272,11,13,8,29,6,0,0,187,25,0.441661,0.001666,0.002339,0.007161,0.017279,0,0.03878,0.00022,0.007445,0.090533,0.093234,0.021805,WDG+GR+GC+T+BP with AStar,scens/den312d-even-8.scen:,40,0
1.66173,387,766,388496,992121,2761,2761,2761,2761,212,260,52,31,43,0,0,0,0,0,0,0.019082,0,0,0,0,0.001903,0.059318,0.595555,0.618485,0.042992,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,40,24
39.6977,19714,39427,23542959,52862540,2958,2958,2928,2937,2218,1442,305,14696,3270,0,0,0,0,0.230525,0.280178,0.682591,2.90227,4.09945,0,2.52241,0.04842,1.61418,26.8208,28.4046,0.021621,CG+GR+GC+T+BP with AStar,scens/den312d-even-16.scen:,40,0
1.62955,347,692,359317,936468,2761,2761,2761,2761,207,245,40,29,32,0,0,0,0,0,0,0.017822,0,0,0,0,0.00187,0.056841,0.562197,0.583598,0.042651,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-18.scen:,40,24
1.6772,387,765,388496,992121,2761,2761,2738,2750,212,260,52,31,43,0,0,442,589,0.759573,0.005598,0.019001,0.093849,0.065891,0,0.099292,0.001895,0.05988,0.601189,0.62426,0.021482,WDG+GR+GC+T+BP with AStar,scens/den312d-even-18.scen:,40,0
0.030312,5,11,7952,30873,2120,2120,2120,2120,5,0,2,1,1,0,780,0,0,0,0,0.000772,0,0,0,0.019592,3e-05,0.000518,0.004178,0.00439,0.043508,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,40,2.46516e+06
0.055946,12,24,12362,43322,2120,2120,2120,2120,7,5,2,2,1,0,780,10,0,0.010282,6.2e-05,0.000903,0.000123,5e-06,0,0.021407,5.1e-05,0.001224,0.012078,0.012597,0.038316,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-17.scen:,40,2.46515e+06
0.03858,7,13,5914,22025,2120,2120,2114,2120,5,0,2,2,2,0,0,16,0,0.020821,8.1e-05,0.000439,0.000676,0.0013,0,0.003516,3.4e-05,0.000642,0.005445,0.005769,0.02203,WDG+GR+GC+T+BP with AStar,scens/den312d-even-17.scen:,40,0
0.326294,17,35,29426,75684,2203,2203,2203,2203,5,1,1,5,9,0,780,0,0,0,0,0.001312,0,0,0,0.019556,4.4e-05,0.003038,0.034283,0.035159,0.043593,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,40,2.50986e+06
0.281881,17,35,27364,70744,2203,2203,2203,2203,6,1,2,5,8,0,780,1,0,0.001888,1e-05,0.001165,0,1e-06,0,0.019774,6.5e-05,0.002827,0.031774,0.03255,0.041767,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-10.scen:,40,2.52444e+06
0.352674,18,35,25798,61399,2203,2203,2165,2181,4,0,2,5,10,0,0,83,0,0.253427,0.000435,0.000866,0.001734,0.035332,0,0.017902,7e-05,0.003035,0.034937,0.035805,0.021871,WDG+GR+GC+T+BP with AStar,scens/den312d-even-10.scen:,40,0
0.1398,12,25,18010,56810,2403,2403,2403,2403,5,3,3,0,5,0,780,0,0,0,0,0.001126,0,0,0,0.020888,6.3e-05,0.001729,0.017065,0.017833,0.042145,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,40,2.65789e+06
1.78745,835,1672,782017,1913078,2555,2555,2555,2555,38,87,7,734,7,0,0,0,0,0,0,0.030588,0,0,0,0,0.002282,0.074619,1.19932,1.26308,0.021719,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-16.scen:,35,17
0.148785,10,21,19491,59436,2403,2403,2403,2403,7,1,3,0,5,0,780,0,0,0,0,0.001087,0,0,0,0.021155,7.1e-05,0.001671,0.018713,0.019756,0.039427,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-20.scen:,40,2.65656e+06
0.130016,9,17,13009,38678,2403,2403,2382,2393,6,1,3,0,4,0,0,65,0,0.092323,0.000224,0.000635,0.000705,0.004137,0,0.008775,6.3e-05,0.00158,0.015161,0.015865,0.021723,WDG+GR+GC+T+BP with AStar,scens/den312d-even-20.scen:,40,0
4.14244,3197,6394,2796443,6928493,2555,2555,2555,2555,81,70,2,3037,87,0,0,0,0,0,0,0.065342,0,0,0,0,0.005132,0.197277,2.81254,2.98256,0.032867,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-16.scen:,35,22
0.227009,24,49,28418,88812,2934,2934,2934,2934,5,1,0,16,6,0,780,0,0,0,0,0.001218,0,0,0,0.025666,3.7e-05,0.001905,0.01875,0.019667,0.034662,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,40,2.7714e+06
1.41276,456,912,668600,1409110,2990,2990,2990,2990,67,48,26,37,344,0,0,0,0,0,0,0.021507,0,0,0,0,0.002282,0.062035,0.960429,0.999189,0.048672,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,45,24
0.264693,28,54,28357,88693,2934,2934,2934,2934,6,0,1,17,7,0,780,5,0,0.001851,1.2e-05,0.000947,2.7e-05,0,0,0.015552,4.7e-05,0.001803,0.018806,0.019711,0.023277,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-25.scen:,40,2.12912e+06
0.182664,18,35,20898,61409,2934,2934,2917,2929,6,0,1,12,4,0,0,98,2,0.138592,0.000294,0.000634,0.000847,0.012869,0,0.007167,4e-05,0.001431,0.016039,0.016882,0.012692,WDG+GR+GC+T+BP with AStar,scens/den312d-even-25.scen:,40,0
2.12255,573,1146,1015252,2094793,2990,2990,2990,2990,46,60,20,68,424,0,0,0,0,2e-06,1.2e-05,0.027475,0,1e-06,0,0.000165,0.003352,0.08305,1.45629,1.51247,0.046342,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-4.scen:,45,24
6.76233,3276,6551,2955308,7213295,2555,2555,2529,2536,136,171,14,2921,169,0,0,0,0,0.04745,0.061567,0.124299,0.48545,0.732974,0,0.277172,0.008601,0.312031,4.718,4.97765,0.018675,CG+GR+GC+T+BP with AStar,scens/den312d-even-16.scen:,35,0
1.22436,440,879,566328,1222062,2990,2990,2939,2948,51,46,26,41,326,0,0,0,0,0.012627,0.006214,0.019084,0.021327,0.114089,0,0.187882,0.002005,0.056653,0.822763,0.856014,0.024531,CG+GR+GC+T+BP with AStar,scens/den312d-even-4.scen:,45,0
0.494118,423,848,211745,590334,1977,1977,1977,1977,11,199,42,182,0,0,0,0,0,0,0,0.010558,0,0,0,0,0.000843,0.032781,0.340147,0.352318,0.037806,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-11.scen:,35,25
1.54557,400,800,445838,1060702,2446,2446,2446,2446,239,281,0,81,37,0,780,0,0,0,0,0.011123,0,0,0,0.012922,0.00101,0.039202,0.437092,0.45055,0.025497,WDG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-1.scen:,40,1.77264e+06
0.40448,193,386,166623,485217,2689,2689,2689,2689,223,81,12,89,10,0,0,0,0,0,0,0.010305,0,0,0,0,0.000725,0.021944,0.22646,0.237992,0.049165,CG+GR+GC+T+BP with AStarand Decomp,scens/den312d-even-24.scen:,45,25
